===== wnba_2011_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kayla Pedersen,TUL,F,33,784,33,20,784,80,199,",402",22,68,",324",58,131,",443",43,54,",796",25,120,58,35,12,42,79,225
Kalana Greene,CON,G,33,781,33,33,781,70,166,",422",18,46,",391",52,120,",433",27,45,",600",26,125,49,30,12,29,55,185
Courtney Vandersloot,CHI,G,34,777,34,26,777,84,215,",391",16,59,",271",68,156,",436",36,47,",766",5,67,127,24,13,92,86,220
Kristi Toliver,LAS,G,32,754,32,17,754,126,298,",423",56,131,",427",70,167,",419",49,54,",907",18,61,93,21,0,66,58,357
Ebony Hoffman,LAS,F,34,752,34,16,752,97,222,",437",24,56,",429",73,166,",440",38,45,",844",44,142,37,36,9,51,77,256
Tan White,CON,G,34,747,34,0,747,68,192,",354",23,82,",280",45,110,",409",42,50,",840",17,97,66,40,6,42,65,201
Essence Carson,NYL,G,32,725,32,5,725,139,318,",437",24,62,",387",115,256,",449",59,80,",738",31,90,53,38,20,46,60,361
Jessica Davenport,IND,C,34,717,34,8,717,145,274,",529",0,3,",000",145,271,",535",73,104,",702",50,163,17,27,45,55,77,363
Temeka Johnson,PHO,G,30,717,30,30,717,74,170,",435",25,65,",385",49,105,",467",19,22,",864",9,60,132,24,5,57,53,192
Tangela Smith,IND,C,33,711,33,32,711,88,237,",371",32,94,",340",56,143,",392",30,34,",882",27,102,49,22,16,42,80,238
Erin Phillips,IND,G,31,689,31,22,689,91,197,",462",26,61,",426",65,136,",478",60,72,",833",16,88,74,30,0,45,52,268
Alison Bales,ATL,C,34,687,34,15,687,70,144,",486",6,17,",353",64,127,",504",24,32,",750",35,160,42,15,53,16,56,170
Ivory Latta,TUL,G,24,684,24,24,684,110,266,",414",34,97,",351",76,169,",450",39,47,",830",10,48,77,29,2,69,57,293
Cathrine Kraayeveld,CHI,F,33,681,33,15,681,66,167,",395",52,127,",409",14,40,",350",11,15,",733",24,86,41,21,8,38,40,195
Noelle Quinn,LAS,G,33,681,33,23,681,64,164,",390",23,58,",397",41,106,",387",18,22,",818",11,59,65,21,2,24,26,169
Iziane Castro Marques,ATL,F-G,34,672,34,14,672,99,275,",360",17,80,",213",82,195,",421",44,71,",620",15,58,57,13,4,54,38,259
Amber Holt,TUL,F,26,666,26,24,666,61,202,",302",15,70,",214",46,132,",348",38,42,",905",28,80,62,18,3,34,57,175
Liz Cambage,TUL,C,33,659,33,11,659,134,262,",511",0,5,",000",134,257,",521",112,141,",794",54,156,17,28,29,79,95,380
Jasmine Thomas,WAS,G,34,655,34,6,655,85,241,",353",24,77,",312",61,164,",372",24,36,",667",13,73,64,25,9,55,60,218
Jennifer Lacy,TUL,F,34,653,34,18,653,82,204,",402",28,80,",350",54,124,",435",21,30,",700",29,90,34,20,17,51,86,213
Le'coe Willingham,SEA,F,34,649,34,8,649,87,184,",473",11,40,",275",76,144,",528",34,53,",642",53,143,37,18,7,45,61,219
Ruth Riley,SAS,C,34,645,34,34,645,81,167,",485",8,14,",571",73,153,",477",20,26,",769",27,130,42,12,30,29,88,190
Tammy Sutton-Brown,IND,C,34,645,34,26,645,68,139,",489",0,3,",000",68,136,",500",52,70,",743",41,106,19,36,41,33,65,188
Andrea Riley,TUL,G,33,626,33,10,626,64,204,",314",24,112,",214",40,92,",435",47,55,",855",5,38,58,32,3,67,77,199
Marie Ferdinand-Harris,PHO,G,34,593,34,2,593,87,260,",335",18,54,",333",69,206,",335",38,39,",974",14,51,39,19,7,43,61,230
Ashley Robinson,SEA,C,34,583,34,13,583,59,122,",484",0,1,",000",59,121,",488",11,22,",500",41,132,24,22,33,44,91,129
Candice Wiggins,MIN,G,34,582,34,0,582,68,176,",386",49,124,",395",19,52,",365",15,24,",625",6,63,50,18,7,30,59,200
Sancho Lyttle,ATL,F,22,577,22,19,577,90,201,",448",2,7,",286",88,194,",454",39,55,",709",41,138,47,52,12,44,46,221
Erin Thorn,CHI,G,34,571,34,7,571,66,163,",405",32,81,",395",34,82,",415",18,19,",947",9,58,83,11,3,59,12,182
Candace Parker,LAS,F-C,17,555,17,16,555,116,227,",511",18,43,",419",98,184,",533",64,87,",736",21,146,47,21,27,33,34,314
Jeanette Pohlen-Mavunga,IND,G,34,539,34,2,539,48,102,",471",29,62,",468",19,40,",475",13,15,",867",10,47,33,13,4,21,32,138
Coco Miller,ATL,G,31,538,31,5,538,96,222,",432",15,45,",333",81,177,",458",20,37,",541",22,59,43,18,1,31,64,227
Quanitra Hollingsworth,NYL,C,31,524,31,1,524,54,103,",524",0,0,0,54,103,",524",36,53,",679",54,137,10,16,10,44,79,144
Kara Braxton,TOT,C-F,31,522,31,18,522,104,203,",512",5,11,",455",99,192,",516",29,52,",558",46,128,34,20,20,51,85,242
Scholanda Dorrell,SAS,G,32,518,32,22,518,52,155,",335",18,53,",340",34,102,",333",31,44,",705",9,49,12,23,7,19,51,153
Danielle McCray,CON,F,34,513,34,23,513,69,173,",399",34,87,",391",35,86,",407",27,35,",771",14,77,42,16,4,34,45,199
Jenna O'Hea,LAS,F,31,507,31,5,507,49,113,",434",28,63,",444",21,50,",420",22,28,",786",15,47,40,12,5,26,46,148
Tully Bevilaqua,SAS,G,34,494,34,25,494,37,82,",451",12,42,",286",25,40,",625",13,18,",722",10,48,55,24,2,25,31,99
DeMya Walker,TOT,F,30,489,30,5,489,57,144,",396",0,3,",000",57,141,",404",36,49,",735",46,96,24,10,7,45,72,150
Jantel Lavender,LAS,F,33,487,33,3,487,92,184,",500",0,0,0,92,184,",500",33,45,",733",35,103,15,6,12,28,46,217
Danielle Adams,SAS,F-C,23,480,23,0,480,99,230,",430",35,100,",350",64,130,",492",53,71,",746",35,98,13,12,15,27,60,286
Nakia Sanford,PHO,C-F,33,476,33,16,476,46,95,",484",0,0,0,46,95,",484",45,60,",750",50,137,12,7,7,29,73,137
Shavonte Zellous,IND,G,33,463,33,2,463,57,130,",438",9,34,",265",48,96,",500",58,74,",784",21,80,45,12,15,32,74,181
Jayne Appel-Marinelli,SAS,C,31,452,31,0,452,42,89,",472",1,3,",333",41,86,",477",14,25,",560",40,142,25,17,20,23,68,99
Kelsey Griffin,CON,F,34,441,34,2,441,41,115,",357",4,24,",167",37,91,",407",38,52,",731",45,104,18,25,10,13,42,124
Shannon Bobbitt,IND,G,31,439,31,3,439,41,115,",357",17,44,",386",24,71,",338",23,30,",767",12,41,54,30,0,37,33,122
Ketia Swanier,PHO,G,29,429,29,4,429,27,79,",342",12,42,",286",15,37,",405",11,16,",688",6,55,66,23,1,50,50,77
Natasha Lacy,LAS,G,29,394,29,0,394,57,133,",429",4,12,",333",53,121,",438",27,50,",540",19,64,48,28,9,35,40,145
Monica Wright,MIN,G,29,393,29,0,393,53,140,",379",7,27,",259",46,113,",407",36,48,",750",6,47,31,23,5,28,46,149
Kerri Gardin,WAS,F,28,391,28,5,391,14,59,",237",0,8,",000",14,51,",275",15,29,",517",22,75,27,24,13,26,39,43
Shyra Ely-Gash,IND,F,33,355,33,0,355,39,109,",358",5,24,",208",34,85,",400",20,29,",690",19,73,9,6,6,25,46,103
Dominique Canty,CHI,G,22,331,22,8,331,35,110,",318",1,7,",143",34,103,",330",19,33,",576",8,27,45,10,2,32,37,90
Lauren Jackson*,SEA,F-C,13,322,13,13,322,53,134,",396",14,45,",311",39,89,",438",38,43,",884",11,64,4,13,11,17,33,158
Jessica Adair,MIN,C,31,321,31,1,321,50,103,",485",0,0,0,50,103,",485",32,49,",653",43,90,10,8,18,27,51,132
Alexis Gray-Lawson,PHO,G,27,308,27,0,308,33,83,",398",15,43,",349",18,40,",450",23,28,",821",5,20,35,6,0,21,30,104
Karima Christmas-Kelly,TOT,F-G,31,308,31,0,308,30,88,",341",9,40,",225",21,48,",438",32,43,",744",20,37,7,14,4,25,35,101
Briann January,IND,G,10,286,10,10,286,25,70,",357",7,22,",318",18,48,",375",29,35,",829",5,14,50,15,0,33,33,86
Amber Harris,MIN,F,27,278,27,0,278,33,83,",398",0,0,0,33,83,",398",23,31,",742",24,60,11,3,11,13,33,89
Roneeka Hodges,SAS,G,28,273,28,5,273,36,89,",404",32,80,",400",4,9,",444",5,5,"1,000",3,35,14,5,2,4,10,109
Alex Montgomery,NYL,G-F,30,271,30,0,271,28,85,",329",8,18,",444",20,67,",299",11,17,",647",15,54,21,10,7,19,33,75
Courtney Paris,ATL,C,28,269,28,0,269,40,77,",519",0,1,",000",40,76,",526",16,31,",516",38,88,10,8,11,8,45,96
Porsha Phillips,SAS,F,31,258,31,1,258,23,59,",390",0,0,0,23,59,",390",9,19,",474",18,58,9,5,12,9,32,55
Sandora Irvin,ATL,F,30,248,30,1,248,20,59,",339",0,5,",000",20,54,",370",14,20,",700",32,76,14,6,15,16,48,54
Lindsay Wisdom-Hylton,CHI,F,29,234,29,0,234,22,53,",415",0,1,",000",22,52,",423",4,8,",500",18,54,18,11,14,21,37,48
Allison Hightower,CON,G,25,231,25,2,231,19,56,",339",4,18,",222",15,38,",395",9,12,",750",4,16,13,11,1,7,22,51
LaToya Sanders,LAS,F-C,20,222,20,0,222,26,55,",473",1,1,"1,000",25,54,",463",24,27,",889",18,47,5,5,13,12,27,77
Victoria Dunlap,WAS,F,26,219,26,3,219,25,57,",439",1,2,",500",24,55,",436",8,17,",471",17,43,11,18,5,15,19,59
Shalee Lehning,ATL,G,18,218,18,0,218,13,27,",481",4,9,",444",9,18,",500",8,13,",615",4,24,41,8,2,27,23,38
Carolyn Swords,CHI,C,29,218,29,4,218,28,53,",528",0,0,0,28,53,",528",21,24,",875",17,51,9,5,7,16,26,77
Charde Houston,MIN,F,27,210,27,0,210,31,85,",365",6,23,",261",25,62,",403",9,12,",750",10,47,14,9,2,21,34,77
Alexis Hornbuckle,MIN,G,29,208,29,0,208,12,32,",375",5,17,",294",7,15,",467",2,4,",500",6,33,16,10,3,21,30,31
Shay Murphy,CHI,G,10,205,10,0,205,31,84,",369",10,25,",400",21,59,",356",26,28,",929",26,48,11,13,4,19,29,98
Jessica Moore,CON,F-C,29,199,29,0,199,17,40,",425",0,0,0,17,40,",425",14,18,",778",10,23,5,5,2,14,19,48
Sidney Spencer,TOT,G,24,178,24,0,178,22,50,",440",7,16,",438",15,34,",441",4,4,"1,000",4,18,11,0,0,2,14,55
Chastity Reed,TUL,F,11,145,11,1,145,17,46,",370",0,1,",000",17,45,",378",4,6,",667",2,21,8,3,1,12,26,38
Belinda Snell,SEA,G,21,134,21,0,134,11,28,",393",8,21,",381",3,7,",429",11,13,",846",3,15,7,3,2,9,18,41
Ewelina Kobryn,SEA,C,18,123,18,0,123,11,30,",367",2,7,",286",9,23,",391",2,3,",667",5,22,6,5,6,8,16,26
Krystal Thomas,TOT,C,15,120,15,0,120,10,17,",588",0,0,0,10,17,",588",3,6,",500",5,12,2,2,7,10,22,23
Doneeka Lewis,TUL,G,5,101,5,2,101,12,43,",279",7,26,",269",5,17,",294",0,0,0,3,11,14,4,1,13,7,31
Abi Olajuwon,TUL,C,16,99,16,0,99,7,26,",269",0,0,0,7,26,",269",2,2,"1,000",3,12,2,0,2,5,9,16
Marion Jones,TUL,G,14,91,14,0,91,4,21,",190",0,4,",000",4,17,",235",2,4,",500",4,6,3,7,2,5,11,10
Sydney Colson,NYL,G,16,86,16,0,86,7,20,",350",3,7,",429",4,13,",308",5,6,",833",0,6,10,4,2,17,9,22
Monique Currie,WAS,F,4,77,4,1,77,15,35,",429",1,8,",125",14,27,",519",16,16,"1,000",7,17,4,7,0,10,11,47
Jessica Breland,TOT,F,13,75,13,0,75,9,23,",391",0,0,0,9,23,",391",2,2,"1,000",3,14,4,2,7,3,9,20
Olayinka Sanni,PHO,F-C,14,73,14,0,73,10,15,",667",0,0,0,10,15,",667",2,6,",333",4,10,0,3,1,13,23,22
Ta'Shia Phillips,TOT,C,15,72,15,0,72,8,15,",533",0,0,0,8,15,",533",6,12,",500",11,19,1,0,3,3,18,22
Betty Lennox,TUL,G,9,55,9,0,55,4,23,",174",4,17,",235",0,6,",000",5,6,",833",2,8,5,2,0,6,7,17
Angie Bjorklund,CHI,F,7,43,7,0,43,2,11,",182",1,5,",200",1,6,",167",3,3,"1,000",0,2,2,1,0,2,8,8
Miranda Ayim,TUL,F,3,42,3,0,42,4,9,",444",0,0,0,4,9,",444",0,2,",000",4,7,2,2,1,4,7,8
Kelly Mazzante,ATL,G,6,34,6,0,34,1,12,",083",1,12,",083",0,0,0,0,0,0,0,2,0,1,0,1,2,3
Felicia Chester,NYL,F,4,27,4,0,27,1,3,",333",0,0,0,1,3,",333",0,2,",000",4,8,0,1,0,0,4,2
Jacinta Monroe,TUL,F,4,21,4,0,21,0,4,",000",0,0,0,0,4,",000",0,0,0,2,4,1,0,0,2,3,0
Joy Cheek,WAS,F,3,16,3,0,16,1,4,",250",0,1,",000",1,3,",333",1,1,"1,000",0,3,0,0,1,2,2,3
Allie Quigley,SEA,G,7,14,7,0,14,1,5,",200",0,1,",000",1,4,",250",2,2,"1,000",1,4,1,1,1,1,1,4
Ify Ibekwe,SEA,F,3,8,3,0,8,0,2,",000",0,0,0,0,2,",000",0,0,0,0,3,0,0,0,1,0,0


===== wnba_2011_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Sylvia Fowles*,CHI,C,34,1175,34,34,"34,6","7,7","13,1",",591","0,0","0,0",0,"7,7","13,1",",591","4,5","5,9",",766","2,9","10,2","0,6","1,2","2,0","2,8","2,5","20,0"
Tiffany Jackson-Jones,TUL,F,34,1152,34,32,"33,9","4,4","9,7",",456","0,0","0,0",",000","4,4","9,7",",458","3,6","4,6",",776","2,9","8,4","2,0","1,2","0,6","2,8","2,8","12,4"
Cappie Pondexter,NYL,G,34,1151,34,34,"33,9","6,2","15,5",",402","1,7","4,9",",345","4,5","10,6",",428","3,2","3,9",",813","0,6","4,1","4,7","1,3","0,3","2,7","2,0","17,4"
Tina Charles,CON,C,34,1136,34,34,"33,4","7,5","16,0",",468","0,0","0,1",",000","7,5","15,9",",470","2,7","3,9",",687","3,7","11,0","1,9","0,8","1,8","2,2","2,6","17,6"
Swin Cash*,SEA,F,34,1128,34,34,"33,2","4,4","11,2",",396","1,0","3,6",",285","3,4","7,6",",450","3,4","4,0",",846","1,5","6,9","2,4","0,9","0,6","2,8","2,9","13,3"
Sue Bird*,SEA,G,34,1123,34,34,"33,0","5,4","12,0",",449","2,1","4,9",",428","3,3","7,1",",463","1,9","2,1",",875","0,4","2,9","4,9","1,4","0,2","2,4","1,3","14,7"
Candice Dupree,PHO,F,34,1075,34,34,"31,6","5,8","10,6",",548","0,0","0,2",",167","5,8","10,4",",555","2,9","3,4",",852","2,5","8,2","1,8","0,6","0,7","2,0","2,2","14,6"
Matee Ajavon,WAS,G,34,1065,34,33,"31,3","5,1","13,1",",391","1,1","3,9",",276","4,0","9,1",",441","3,4","4,1",",829","0,9","2,4","3,1","1,7","0,3","3,1","3,2","14,7"
Crystal Langhorne,WAS,F-C,31,1063,31,31,"34,3","7,3","13,7",",534","0,0","0,3",",125","7,3","13,5",",542","3,5","4,9",",711","3,1","7,6","1,6","1,3","0,5","3,3","2,3","18,2"
Becky Hammon*,SAS,G,33,1050,33,33,"31,8","5,3","12,1",",440","2,3","5,8",",389","3,1","6,3",",488","3,0","3,4",",892","0,2","2,9","5,8","1,5","0,2","3,6","1,5","15,9"
Sophia Young-Malcolm,SAS,F,33,1043,33,33,"31,6","5,2","12,1",",429","0,0","0,2",",000","5,2","11,9",",435","2,8","4,8",",592","1,5","6,4","2,3","2,0","0,5","1,5","2,4","13,2"
Tamika Catchings*,IND,F,33,1040,33,33,"31,5","5,1","11,6",",438","1,0","2,8",",348","4,1","8,8",",466","4,3","4,9",",883","1,9","7,1","3,5","2,0","0,9","2,2","2,1","15,5"
Lindsey Harding,ATL,G,34,1037,34,33,"30,5","4,1","9,1",",455","0,3","1,0",",303","3,9","8,1",",473","1,9","2,6",",733","0,5","3,2","4,8","1,0","0,2","2,4","1,8","10,5"
Epiphanny Prince,CHI,G,34,1001,34,27,"29,4","4,8","12,7",",375","1,5","3,9",",373","3,3","8,8",",376","2,6","3,3",",804","0,7","2,1","3,0","2,3","0,4","1,7","2,2","13,6"
Seimone Augustus*,MIN,G-F,34,997,34,34,"29,3","6,8","13,5",",504","0,7","1,8",",417","6,1","11,7",",518","1,9","2,2",",865","0,6","3,5","2,2","0,9","0,4","1,3","1,2","16,2"
Renee Montgomery,CON,G,34,991,34,34,"29,1","4,5","11,3",",400","1,8","4,7",",384","2,7","6,6",",412","3,7","4,5",",829","0,4","2,1","4,9","1,4","0,1","2,6","1,4","14,6"
Asjha Jones,CON,F,34,971,34,34,"28,6","5,8","13,1",",444","0,1","0,3",",300","5,7","12,8",",447","1,6","2,2",",711","1,9","6,4","1,9","0,6","0,5","1,9","3,0","13,3"
Taj McWilliams-Franklin,MIN,F-C,34,966,34,33,"28,4","3,4","7,7",",444","0,1","0,3",",222","3,4","7,4",",452","1,4","1,8",",770","2,2","6,0","2,4","1,0","0,7","1,6","2,4","8,3"
Diana Taurasi,PHO,G,32,965,32,32,"30,2","6,5","14,5",",449","2,5","6,4",",395","4,0","8,1",",492","6,1","6,8",",903","0,4","3,2","3,6","0,8","0,6","3,0","3,5","21,6"
Lindsay Whalen*,MIN,G,34,956,34,34,"28,1","5,3","10,3",",511","0,5","1,2",",405","4,8","9,1",",526","2,6","3,6",",730","0,9","3,5","5,9","1,1","0,1","2,2","1,9","13,6"
Kia Vaughn,NYL,C,34,955,34,34,"28,1","4,4","8,8",",497","0,0","0,0",0,"4,4","8,8",",497","1,3","1,6",",786","2,8","6,7","1,1","1,2","0,7","1,8","2,9","10,1"
Tanisha Wright,SEA,G,33,953,33,32,"28,9","3,6","7,3",",492","0,5","1,5",",367","3,0","5,8",",524","2,4","2,6",",897","0,8","3,2","2,9","1,2","0,0","2,7","2,9","10,1"
Maya Moore*,MIN,F,34,951,34,34,"28,0","4,8","11,0",",439","1,7","4,6",",369","3,1","6,4",",488","1,9","2,4",",788","1,7","4,6","2,6","1,4","0,5","1,5","2,7","13,2"
Plenette Pierson,NYL,F,33,945,33,33,"28,6","5,2","11,0",",478","0,1","0,3",",200","5,2","10,7",",486","2,4","3,0",",806","1,9","5,2","1,4","1,2","0,9","1,9","2,7","12,9"
Kelly Miller,WAS,G,34,943,34,29,"27,7","2,5","6,6",",382","1,4","3,3",",441","1,1","3,4",",325","0,9","1,1",",789","0,6","2,3","2,8","0,7","0,2","1,8","2,1","7,4"
Katie Douglas,IND,G-F,32,940,32,32,"29,4","5,2","11,2",",465","2,1","4,7",",440","3,1","6,5",",483","1,5","2,2",",671","1,0","3,9","2,8","1,3","0,3","2,0","1,5","13,9"
Rebekkah Brunson,MIN,F,34,938,34,34,"27,6","4,0","7,9",",511","0,0","0,0",0,"4,0","7,9",",511","2,2","3,3",",667","2,8","8,9","1,2","0,8","0,5","1,5","2,1","10,2"
Nicole Powell,NYL,F,33,935,33,33,"28,3","3,6","8,7",",410","1,6","4,6",",353","1,9","4,1",",474","0,9","1,0",",906","1,0","4,2","2,3","1,4","0,3","2,0","2,2","9,7"
Nicky Anosike,WAS,F-C,34,924,34,29,"27,2","2,2","6,4",",347","0,0","0,0",",000","2,2","6,3",",349","2,6","3,6",",736","2,4","7,2","1,4","1,4","0,8","1,7","2,6","7,0"
Angel McCoughtry,ATL,F-G,33,921,33,30,"27,9","7,1","16,8",",424","0,6","2,2",",264","6,5","14,6",",448","6,8","8,7",",777","1,6","5,2","2,5","2,2","1,0","3,2","3,0","21,6"
Marissa Coleman,WAS,G-F,34,918,34,28,"27,0","3,1","8,2",",385","1,6","4,2",",368","1,6","3,9",",403","0,7","1,1",",676","1,4","4,8","1,4","0,7","0,4","1,6","2,4","8,6"
DeLisha Milton-Jones,LAS,F,34,891,34,34,"26,2","4,5","9,8",",462","0,7","2,1",",352","3,8","7,7",",492","1,9","2,3",",831","1,6","4,6","2,0","0,9","0,4","2,4","2,9","11,7"
Camille Smith,SEA,F,33,887,33,33,"26,9","3,9","8,4",",464","0,2","0,7",",227","3,8","7,8",",484","1,7","2,5",",663","1,4","5,2","1,6","1,4","0,7","2,3","3,3","9,6"
Sheryl Swoopes*,TUL,F-G,33,879,33,28,"26,6","3,1","7,7",",398","0,9","2,8",",319","2,2","4,9",",442","1,2","1,4",",870","0,6","4,1","2,3","0,8","0,3","1,4","1,4","8,2"
Erika de Souza,ATL,F-C,32,877,32,32,"27,4","5,3","10,7",",499","0,0","0,0",",000","5,3","10,7",",500","1,1","1,7",",655","2,6","7,5","1,0","1,2","1,3","1,8","2,9","11,8"
