===== wnba_2006_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Tammy Sutton-Brown,CHA,C,30,802,30,30,802,118,242,",488",0,0,0,118,242,",488",99,155,",639",70,176,20,26,55,71,105,335
Amanda Lassiter,CHI,F,32,781,32,29,781,93,254,",366",49,149,",329",44,105,",419",22,31,",710",25,88,65,42,17,57,89,257
Asjha Jones,CON,F,34,777,34,2,777,155,334,",464",5,19,",263",150,315,",476",62,79,",785",59,183,46,23,20,60,74,377
Agnieszka Bibrzycka,SAS,G-F,32,752,32,22,752,130,311,",418",55,157,",350",75,154,",487",46,53,",868",10,66,48,26,12,47,49,361
Kara Lawson,SAC,G,34,750,34,6,750,96,242,",397",49,123,",398",47,119,",395",36,39,",923",11,65,56,20,4,43,37,277
Margo Dydek,CON,C,34,743,34,34,743,125,253,",494",1,4,",250",124,249,",498",69,84,",821",35,206,40,21,85,50,73,320
Janell Burse,SEA,C,27,741,27,27,741,113,221,",511",1,1,"1,000",112,220,",509",73,109,",670",63,178,22,17,25,55,91,300
Chamique Holdsclaw,LAS,F,25,737,25,0,737,148,315,",470",3,15,",200",145,300,",483",76,86,",884",57,152,56,34,9,57,58,375
Kamila Vodichkova,PHO,F-C,28,736,28,27,736,111,250,",444",0,7,",000",111,243,",457",50,65,",769",46,187,41,28,19,53,89,272
Tan White,IND,G,34,736,34,0,736,113,304,",372",19,88,",216",94,216,",435",57,76,",750",32,82,52,27,9,51,66,302
Crystal Robinson,WAS,F,27,723,27,27,723,74,184,",402",26,92,",283",48,92,",522",25,31,",806",18,70,49,33,0,27,83,199
Kelly Mazzante,CHA,G,34,721,34,0,721,105,277,",379",64,167,",383",41,110,",373",28,33,",848",23,99,64,47,6,48,37,302
Svetlana Abrosimova,MIN,F,34,720,34,2,720,99,241,",411",24,65,",369",75,176,",426",41,62,",661",44,106,54,34,1,61,66,263
Roneeka Hodges,HOU,G,33,698,33,8,698,87,217,",401",44,120,",367",43,97,",443",29,39,",744",11,65,32,16,4,36,40,247
Tina Thompson*,HOU,F,21,696,21,21,696,139,304,",457",40,96,",417",99,208,",476",74,92,",804",31,118,47,20,13,52,53,392
Murriel Page,LAS,F,34,689,34,4,689,66,140,",471",0,3,",000",66,137,",482",35,46,",761",40,121,33,17,9,30,63,167
Mwadi Mabika,LAS,G,32,677,32,32,677,92,244,",377",32,96,",333",60,148,",405",56,63,",889",17,64,48,19,6,37,77,272
DeLisha Milton-Jones,WAS,F,23,675,23,20,675,125,265,",472",34,79,",430",91,186,",489",51,63,",810",23,112,48,35,17,67,87,335
Becky Hammon*,NYL,G,22,674,22,20,674,107,252,",425",37,108,",343",70,144,",486",72,75,",960",6,66,81,29,3,65,46,323
Tamika Williams,MIN,F,31,671,31,30,671,65,147,",442",1,9,",111",64,138,",464",16,36,",444",73,174,21,16,1,37,44,147
Erin Perperoglou,SAC,F,34,665,34,12,665,117,218,",537",0,2,",000",117,216,",542",96,128,",750",78,134,35,33,14,55,92,330
Coco Miller,WAS,G,34,658,34,4,658,84,171,",491",12,30,",400",72,141,",511",26,29,",897",36,91,59,34,4,49,73,206
Iziane Castro Marques,SEA,F-G,34,657,34,26,657,91,194,",469",25,65,",385",66,129,",512",39,59,",661",16,72,47,23,2,49,58,246
Jessica Moore,LAS,F-C,34,655,34,33,655,59,136,",434",0,2,",000",59,134,",440",29,38,",763",35,98,24,22,9,28,79,147
Chelsea Newton,CHI,G,27,648,27,11,648,52,155,",335",13,49,",265",39,106,",368",59,80,",738",19,71,58,36,7,40,69,176
Tiffani Johnson,SEA,C,32,638,32,8,638,61,147,",415",0,0,0,61,147,",415",28,37,",757",32,125,17,10,17,31,66,150
Tamara Moore,LAS,G,34,637,34,33,637,68,145,",469",17,49,",347",51,96,",531",53,66,",803",16,71,65,33,8,38,59,206
Katie Mattera,SAS,C,34,632,34,14,632,100,214,",467",0,0,0,100,214,",467",65,105,",619",74,209,14,12,26,69,104,265
Stacey Lovelace,CHI,C,34,628,34,6,628,95,229,",415",19,63,",302",76,166,",458",44,56,",786",48,136,22,19,20,53,69,253
Bernadette Ngoyisa,CHI,C,30,626,30,23,626,122,231,",528",0,0,0,122,231,",528",58,98,",592",65,170,28,14,7,60,89,302
Barbara Turner,SEA,G-F,34,622,34,9,622,71,159,",447",10,40,",250",61,119,",513",64,77,",831",26,86,48,13,6,47,56,216
Erin Phillips,CON,G,34,615,34,13,615,57,145,",393",24,70,",343",33,75,",440",44,50,",880",20,73,80,29,2,38,38,182
Sherill Baker,NYL,G,34,614,34,16,614,97,251,",386",9,33,",273",88,218,",404",48,56,",857",23,56,35,46,1,50,69,251
Helen Darling,CHA,G,29,614,29,29,614,51,138,",370",18,47,",383",33,91,",363",38,55,",691",13,59,82,35,3,73,76,158
Nykesha Sales,CON,F-G,22,609,22,20,609,109,254,",429",32,80,",400",77,174,",443",36,50,",720",21,82,60,26,6,29,43,286
LaToya Bond,CHA,G,34,608,34,5,608,63,158,",399",10,46,",217",53,112,",473",57,77,",740",7,49,73,35,8,80,83,193
Rebekkah Brunson,SAC,F,34,603,34,14,603,94,204,",461",0,0,0,94,204,",461",44,75,",587",77,191,17,21,15,40,65,232
Tamecka Dixon,HOU,G,23,591,23,14,591,69,171,",404",1,9,",111",68,162,",420",23,28,",821",19,60,54,13,2,58,63,162
Kendra Wecker,SAS,F,34,578,34,11,578,75,214,",350",19,56,",339",56,158,",354",21,27,",778",22,84,47,11,3,32,42,190
Plenette Pierson,DET,F,34,566,34,0,566,82,180,",456",0,3,",000",82,177,",463",56,80,",700",44,132,24,18,14,37,84,220
Shanna Zolman,SAS,G,34,549,34,0,549,83,219,",379",48,127,",378",35,92,",380",12,18,",667",7,41,34,11,4,38,21,226
Christi Thomas,LAS,F-C,27,541,27,1,541,65,133,",489",4,20,",200",61,113,",540",30,47,",638",43,143,26,20,14,42,80,164
Kelly Schumacher,NYL,C,21,539,21,21,539,58,141,",411",2,8,",250",56,133,",421",45,63,",714",38,116,23,3,25,35,68,163
Penny Taylor,PHO,F,20,536,20,8,536,98,220,",445",24,65,",369",74,155,",477",57,66,",864",32,113,51,29,9,29,57,277
Hamchetou Maiga-Ba,SAC,F,34,535,34,7,535,75,158,",475",0,1,",000",75,157,",478",27,48,",563",35,73,30,32,9,45,80,177
Tanisha Wright,SEA,G,33,507,33,0,507,42,119,",353",2,14,",143",40,105,",381",38,45,",844",19,60,41,11,2,52,53,124
Jennifer Lacy,PHO,F,33,504,33,3,504,61,128,",477",0,4,",000",61,124,",492",40,58,",690",42,102,14,12,12,45,102,162
Scholanda Dorrell,SAC,G,33,498,33,21,498,64,172,",372",25,85,",294",39,87,",448",18,22,",818",9,36,17,29,4,39,43,171
Adrian Williams-Strong,MIN,C-F,32,486,32,0,486,60,134,",448",0,1,",000",60,133,",451",37,69,",536",40,149,8,25,8,19,60,157
Kristin Haynie,SAC,G,34,471,34,0,471,55,151,",364",9,30,",300",46,121,",380",21,25,",840",20,67,68,27,2,46,50,140
Jennifer Derevjanik,PHO,G,31,467,31,8,467,38,75,",507",4,15,",267",34,60,",567",16,26,",615",11,57,68,23,7,25,42,96
Doneeka Lewis,LAS,G,34,456,34,3,456,46,144,",319",18,61,",295",28,83,",337",21,23,",913",9,42,66,14,4,43,26,131
Ashley Battle,NYL,F,33,455,33,2,455,54,141,",383",15,46,",326",39,95,",411",20,25,",800",13,62,29,31,3,38,32,143
Stacey Dales,CHI,F,23,453,23,16,453,52,147,",354",25,81,",309",27,66,",409",32,46,",696",6,27,40,9,1,32,39,161
DeMya Walker,SAC,F,23,435,23,8,435,79,181,",436",0,0,0,79,181,",436",55,84,",655",55,92,32,15,7,36,53,213
Dominique Canty,HOU,G,15,431,15,15,431,54,105,",514",0,3,",000",54,102,",529",56,77,",727",12,52,44,17,0,35,36,164
Vanessa Hayden,MIN,C,33,424,33,3,424,68,169,",402",0,0,0,68,169,",402",41,66,",621",41,115,19,6,44,44,118,177
Janel McCarville,CHA,F-C,30,423,30,3,423,54,118,",458",0,0,0,54,118,",458",28,44,",636",40,105,25,17,20,28,51,136
La'Tangela Atkinson,IND,G-F,33,419,33,1,419,38,87,",437",5,17,",294",33,70,",471",18,39,",462",25,76,22,18,5,34,31,99
Chantelle Anderson,SAS,C,23,413,23,20,413,59,112,",527",0,0,0,59,112,",527",35,45,",778",28,85,15,7,10,29,73,153
Kedra Holland-Corn,DET,G,34,401,34,0,401,51,142,",359",28,84,",333",23,58,",397",10,16,",625",12,40,43,23,2,40,29,140
Megan Duffy,MIN,G,31,389,31,0,389,33,92,",359",12,37,",324",21,55,",382",27,39,",692",10,29,36,9,0,24,37,105
Sancho Lyttle,HOU,F,29,381,29,2,381,40,87,",460",0,0,0,40,87,",460",26,42,",619",40,114,8,25,4,18,61,106
Erin Thorn,NYL,G,27,378,27,1,378,55,132,",417",28,65,",431",27,67,",403",28,31,",903",9,38,33,6,1,20,22,166
Elaine Powell,TOT,G,25,370,25,3,370,29,76,",382",0,5,",000",29,71,",408",25,38,",658",14,38,52,16,3,35,37,83
LaToya Thomas,SAS,F,19,369,19,0,369,56,124,",452",0,0,0,56,124,",452",45,59,",763",27,82,22,14,7,27,49,157
Kara Braxton,DET,C-F,34,360,34,1,360,58,143,",406",0,2,",000",58,141,",411",30,48,",625",42,117,26,11,11,53,83,146
Laura Summerton,CON,C,33,359,33,3,359,32,74,",432",3,15,",200",29,59,",492",16,27,",593",12,36,19,3,2,20,38,83
Megan Mahoney,CON,F,31,351,31,1,351,26,85,",306",7,29,",241",19,56,",339",17,19,",895",15,66,24,7,1,25,38,76
Brooke Wyckoff,CHI,F,15,343,15,13,343,16,66,",242",10,43,",233",6,23,",261",8,10,",800",15,40,33,14,12,16,40,50
Latasha Byears,WAS,G-F,26,332,26,0,332,48,107,",449",0,0,0,48,107,",449",16,20,",800",37,87,10,12,2,35,58,112
Deanna Jackson,CHI,F,22,330,22,1,330,49,124,",395",1,3,",333",48,121,",397",33,51,",647",32,66,13,9,3,22,38,132
Ashley Robinson,TOT,C,29,324,29,5,324,18,54,",333",1,2,",500",17,52,",327",5,16,",313",34,79,13,8,16,22,53,42
Dalma Ivanyi,SAS,G,31,322,31,1,322,15,56,",268",8,37,",216",7,19,",368",4,6,",667",7,41,50,12,0,19,38,42
Tye'sha Fluker,CHA,C,31,319,31,1,319,30,89,",337",0,2,",000",30,87,",345",16,22,",727",26,66,9,2,14,21,48,76
Lisa Willis,LAS,G,24,319,24,0,319,35,91,",385",19,52,",365",16,39,",410",22,31,",710",13,43,10,26,0,17,25,111
Kim Smith,SAC,F,31,313,31,0,313,28,84,",333",13,32,",406",15,52,",288",5,9,",556",11,39,20,9,0,22,33,74
Allison Feaster,CHA,F,32,309,32,1,309,19,81,",235",16,64,",250",3,17,",176",1,2,",500",3,20,21,13,2,14,20,55
Jamie Carey,CON,G,24,286,24,0,286,22,58,",379",14,40,",350",8,18,",444",5,5,"1,000",1,16,32,7,0,17,24,63
Mistie Bass,HOU,F,27,273,27,6,273,34,64,",531",0,0,0,34,64,",531",11,34,",324",29,64,16,11,3,10,32,79
Liz Moeggenberg,CHI,F,27,273,27,1,273,20,63,",317",4,12,",333",16,51,",314",14,30,",467",27,46,17,10,6,15,14,58
Shaunzinski Gortman,SEA,G,20,264,20,0,264,20,55,",364",2,12,",167",18,43,",419",14,18,",778",9,48,17,11,2,25,32,56
Anastasia Kostaki,HOU,G,32,262,32,0,262,18,57,",316",6,30,",200",12,27,",444",25,35,",714",3,25,19,7,0,42,41,67
Iciss Tillis,NYL,F-C,25,256,25,0,256,32,89,",360",6,29,",207",26,60,",433",16,22,",727",21,55,11,10,4,21,46,86
Coretta Brown,CHI,G,15,252,15,2,252,16,59,",271",12,44,",273",4,15,",267",4,8,",500",4,22,26,10,0,18,12,48
Belinda Snell,PHO,G,30,250,30,0,250,35,90,",389",20,63,",317",15,27,",556",10,10,"1,000",11,39,19,15,3,17,28,100
Tari Phillips,HOU,F-C,21,223,21,2,223,20,52,",385",0,0,0,20,52,",385",19,29,",655",12,47,4,9,5,23,37,59
Edwige Lawson-Wade,SEA,G,26,211,26,0,211,17,45,",378",5,19,",263",12,26,",462",4,6,",667",2,21,29,15,1,19,20,43
Le'coe Willingham,CON,F,29,209,29,0,209,25,53,",472",6,10,",600",19,43,",442",7,13,",538",20,55,17,5,0,15,23,63
Tynesha Lewis,MIN,G,19,202,19,0,202,19,55,",345",1,11,",091",18,44,",409",7,10,",700",10,27,18,12,5,16,16,46
Crystal Smith,PHO,G,22,197,22,0,197,21,47,",447",7,19,",368",14,28,",500",11,12,",917",4,22,22,17,0,18,24,60
Ayana Walker,CHA,F,25,182,25,0,182,17,37,",459",0,0,0,17,37,",459",12,21,",571",11,31,3,10,10,4,31,46
Nikki Blue,WAS,G,24,181,24,0,181,14,54,",259",1,12,",083",13,42,",310",25,31,",806",7,20,36,18,0,18,36,54
Jacqueline Batteast,DET,F,26,174,26,1,174,15,54,",278",2,14,",143",13,40,",325",4,7,",571",13,25,7,2,3,4,21,36
Charlotte Smith,IND,F,18,173,18,2,173,12,39,",308",8,22,",364",4,17,",235",3,4,",750",9,24,7,3,1,13,21,35
Linda Frohlich,IND,F-C,20,169,20,0,169,26,68,",382",8,22,",364",18,46,",391",6,8,",750",14,35,9,5,0,13,27,66
Tamara James,WAS,G-F,21,156,21,0,156,19,49,",388",3,12,",250",16,37,",432",16,18,",889",9,16,3,4,2,10,13,57
Olympia Scott,IND,C,21,155,21,0,155,23,53,",434",0,1,",000",23,52,",442",4,8,",500",8,33,7,7,2,15,29,50
K.B. Sharp,IND,G,23,153,23,0,153,8,35,",229",3,15,",200",5,20,",250",3,3,"1,000",3,9,23,7,0,8,3,22
Laurie Koehn,WAS,G,32,151,32,0,151,23,46,",500",22,42,",524",1,4,",250",3,4,",750",0,12,8,2,2,5,16,71
Shona Thorburn,MIN,G,22,143,22,0,143,5,27,",185",1,8,",125",4,19,",211",5,8,",625",4,18,19,4,2,14,11,16
Kayte Christensen,TOT,F,17,140,17,0,140,9,22,",409",0,0,0,9,22,",409",3,4,",750",11,33,6,3,1,16,35,21
Shyra Ely-Gash,SAS,F,12,135,12,1,135,12,44,",273",2,9,",222",10,35,",286",15,26,",577",5,31,10,2,0,13,17,41
Katie Cronin,CHI,G-F,11,133,11,0,133,9,30,",300",4,13,",308",5,17,",294",2,7,",286",3,12,2,6,2,11,18,24
Angelina Williams,DET,G,21,130,21,0,130,14,43,",326",2,8,",250",12,35,",343",11,17,",647",3,13,12,7,6,15,9,41
Astou Ndiaye-Diatta,HOU,F,11,127,11,3,127,16,35,",457",0,0,0,16,35,",457",3,6,",500",10,30,8,1,1,10,14,35
Wendy Palmer,SEA,F,5,120,5,2,120,16,33,",485",1,3,",333",15,30,",500",14,19,",737",13,38,3,5,3,10,17,47
Brandi Davis,LAS,G,14,118,14,0,118,14,53,",264",7,33,",212",7,20,",350",6,10,",600",1,13,8,5,1,5,11,41
Jae Kingi-Cross,SAS,G,18,115,18,1,115,8,18,",444",2,6,",333",6,12,",500",7,9,",778",3,10,11,6,0,5,8,25
Emmeline Ndongue,LAS,C,17,111,17,0,111,7,27,",259",0,0,0,7,27,",259",6,13,",462",15,26,3,7,8,6,23,20
Zane Tamane,WAS,C,16,102,16,0,102,14,26,",538",0,0,0,14,26,",538",1,2,",500",11,27,1,3,3,4,18,29
Christelle N'Garsanet,NYL,C,15,92,15,0,92,8,29,",276",0,2,",000",8,27,",296",11,25,",440",11,18,5,5,2,8,10,27
Nikki McCray,CHI,G,11,83,11,2,83,8,22,",364",1,5,",200",7,17,",412",5,7,",714",2,5,5,7,1,10,8,22
Bridget Pettis,PHO,G,11,67,11,0,67,5,19,",263",1,8,",125",4,11,",364",3,6,",500",5,9,10,3,0,2,11,14
Kiesha Brown,NYL,G,16,58,16,0,58,6,20,",300",1,4,",250",5,16,",313",7,8,",875",2,8,9,2,0,3,7,20
Tamicha Jackson,PHO,G,3,54,3,2,54,10,28,",357",0,3,",000",10,25,",400",4,6,",667",1,4,7,6,1,4,7,24
Kasha Terry,IND,C-F,10,54,10,0,54,11,19,",579",0,0,0,11,19,",579",1,5,",200",4,14,0,0,3,8,14,23
Sabrina Palie,DET,G,11,51,11,0,51,5,25,",200",2,5,",400",3,20,",150",0,0,0,4,4,6,1,1,10,9,12
Ann Strother,PHO,G-F,8,39,8,0,39,6,14,",429",4,10,",400",2,4,",500",0,0,0,2,5,2,1,2,0,3,16
Sandora Irvin,PHO,F,7,38,7,0,38,2,13,",154",0,3,",000",2,10,",200",3,5,",600",2,10,1,2,8,3,5,7
Chandi Jones,MIN,G,6,38,6,0,38,5,9,",556",3,4,",750",2,5,",400",4,4,"1,000",2,5,3,1,0,2,3,17
Yelena Leuchanka,CHA,C,4,38,4,0,38,5,10,",500",0,0,0,5,10,",500",2,4,",500",2,5,3,0,1,1,5,12
Edwina Brown,HOU,G-F,4,28,4,0,28,1,5,",200",0,0,0,1,5,",200",2,2,"1,000",1,4,1,1,0,2,2,4
Cisti Greenwalt,SEA,C,5,24,5,0,24,0,7,",000",0,0,0,0,7,",000",2,4,",500",2,8,0,0,0,0,9,2
Tiffany Stansbury,LAS,F-C,4,22,4,0,22,3,8,",375",0,0,0,3,8,",375",0,0,0,6,7,2,1,2,2,4,6
Mandisa Stevenson,PHO,F-C,2,18,2,0,18,1,5,",200",1,1,"1,000",0,4,",000",0,0,0,1,2,0,1,1,2,3,3
Emilie Gomis,NYL,G,2,15,2,0,15,0,4,",000",0,2,",000",0,2,",000",3,4,",750",0,0,0,1,0,1,3,3
Brittany Wilkins,SAC,C,4,15,4,0,15,3,7,",429",0,0,0,3,7,",429",0,0,0,0,0,1,0,0,2,5,6
Kaayla Chones,SEA,C,3,14,3,0,14,0,2,",000",0,0,0,0,2,",000",0,0,0,0,0,0,0,0,1,4,0
Irina Osipova,DET,C,2,12,2,0,12,0,0,0,0,0,0,0,0,0,2,2,"1,000",1,1,0,0,0,1,1,2
Daliborka Vilipic,LAS,F-C,2,12,2,0,12,0,2,",000",0,0,0,0,2,",000",0,0,0,0,2,0,0,1,1,2,0
Brooke Queenan,CON,F,4,10,4,0,10,0,1,",000",0,0,0,0,1,",000",2,2,"1,000",0,0,0,0,0,1,0,2
Ambrosia Anderson,TOT,F,4,10,4,0,10,0,1,",000",0,0,0,0,1,",000",0,0,0,1,4,0,1,0,1,0,0
Jessica Brungo,CON,F,4,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0


===== wnba_2006_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Diana Taurasi,PHO,G,34,1152,34,34,"33,9","8,8","19,4",",452","3,6","9,0",",397","5,2","10,4",",499","4,2","5,4",",781","0,7","3,6","4,1","1,2","0,8","2,3","2,9","25,3"
Katie Smith*,DET,G,34,1140,34,34,"33,5","3,6","8,9",",407","1,7","4,7",",366","1,9","4,1",",454","2,7","3,0",",912","0,6","2,7","3,3","0,7","0,1","1,9","2,3","11,7"
Seimone Augustus*,MIN,G-F,34,1127,34,34,"33,1","8,3","18,2",",456","0,9","2,5",",353","7,4","15,7",",473","4,4","4,9",",897","0,4","3,8","1,5","0,6","0,5","2,1","1,7","21,9"
Sheryl Swoopes*,HOU,F-G,31,1111,31,31,"35,8","5,8","14,1",",413","0,8","2,9",",278","5,0","11,2",",448","3,1","4,1",",764","1,1","5,9","3,7","2,1","0,3","2,4","1,5","15,5"
Deanna Nolan,DET,G-F,34,1090,34,34,"32,1","5,1","12,5",",405","1,1","3,3",",345","3,9","9,2",",426","2,5","2,9",",850","0,9","4,5","3,6","1,4","0,3","2,5","2,3","13,8"
Tamika Catchings*,IND,F,32,1072,32,32,"33,5","5,1","12,4",",407","1,0","3,3",",299","4,1","9,1",",447","5,2","6,4",",809","2,1","7,5","3,7","2,9","1,1","2,5","2,8","16,3"
Cappie Pondexter,PHO,G,32,1067,32,32,"33,3","6,8","15,5",",442","1,5","3,9",",373","5,4","11,5",",466","4,3","5,1",",853","1,2","3,3","3,1","1,2","0,1","1,4","2,6","19,5"
Sue Bird*,SEA,G,34,1066,34,34,"31,4","4,0","9,8",",411","1,6","4,5",",366","2,4","5,3",",450","1,7","2,0",",868","0,7","3,0","4,8","1,8","0,1","2,6","1,8","11,4"
Tamika Whitmore,IND,F,34,1058,34,34,"31,1","5,9","12,8",",457","0,4","1,1",",395","5,4","11,7",",463","3,4","4,1",",821","1,6","4,9","1,8","1,4","0,4","2,8","2,7","15,5"
