===== wnba_1998_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kym Hampton,NYL,C,30,745,30,30,745,98,217,",452",0,1,",000",98,216,",454",78,109,",716",53,181,26,33,15,62,90,274
Rita Williams,WAS,G,30,712,30,18,712,41,127,",323",12,55,",218",29,72,",403",38,60,",633",13,68,69,63,2,69,51,132
Tamecka Dixon,LAS,G,22,710,22,22,710,124,283,",438",21,59,",356",103,224,",460",88,113,",779",13,56,54,24,8,57,67,357
Mwadi Mabika,LAS,G,29,710,29,23,710,87,257,",339",33,107,",308",54,150,",360",30,43,",698",29,127,44,30,9,37,73,237
Chantel Tremitiere,UTA,G,28,709,28,18,709,48,132,",364",18,49,",367",30,83,",361",41,54,",759",13,62,102,22,2,42,53,155
Tangela Smith,SAC,C,28,707,28,10,707,112,278,",403",5,14,",357",107,264,",405",40,54,",741",45,129,31,17,46,46,78,269
Razija Brcaninovic,DET,C,30,695,30,30,695,106,204,",520",0,0,0,106,204,",520",60,90,",667",54,154,29,9,26,64,86,272
Linda Burgess,SAC,F,30,692,30,29,692,90,189,",476",1,8,",125",89,181,",492",45,59,",763",53,146,28,42,11,61,81,226
Merlakia Jones,CLE,G,30,683,30,21,683,109,235,",464",7,20,",350",102,215,",474",61,81,",753",28,95,39,32,3,52,69,286
Tora Suber,CHA,G,30,682,30,12,682,58,185,",314",36,116,",310",22,69,",319",29,46,",630",12,53,86,30,1,44,55,181
Elena Baranova,UTA,F,20,671,20,19,671,92,219,",420",15,48,",313",77,171,",450",59,71,",831",61,186,70,21,30,55,44,258
Janeth Arcain,HOU,G,30,657,30,4,657,83,195,",426",5,33,",152",78,162,",481",34,45,",756",43,108,26,25,3,38,48,205
Monica Lamb,HOU,C,30,649,30,25,649,66,122,",541",0,0,0,66,122,",541",29,42,",690",62,142,9,24,21,27,87,161
Adia Barnes,SAC,F,29,619,29,16,619,88,223,",395",14,47,",298",74,176,",420",29,39,",744",35,84,22,15,10,53,70,219
Katrina Colleton,LAS,F,30,575,30,14,575,30,99,",303",5,19,",263",25,80,",313",15,18,",833",25,51,47,18,11,29,44,80
Sharon Manning,CHA,F-C,30,575,30,6,575,59,134,",440",0,2,",000",59,132,",447",44,66,",667",60,166,30,32,7,43,62,162
Pamela McGee,LAS,F-C,30,570,30,22,570,80,183,",437",0,4,",000",80,179,",447",43,70,",614",62,145,13,23,24,54,104,203
Kim Williams,UTA,G,30,543,30,10,543,91,223,",408",9,28,",321",82,195,",421",36,49,",735",24,58,46,43,6,66,74,227
Rachael Sporn,DET,F,30,535,30,1,535,60,147,",408",0,0,0,60,147,",408",16,32,",500",51,108,38,8,12,34,58,136
Michelle Edwards,CLE,G,23,533,23,9,533,68,163,",417",11,34,",324",57,129,",442",31,50,",620",6,52,65,23,1,46,42,178
Yolanda Moore,HOU,F-C,30,533,30,4,533,32,71,",451",1,2,",500",31,69,",449",33,41,",805",32,86,10,26,0,20,54,98
Rushia Brown,CLE,F,30,522,30,7,522,64,139,",460",0,1,",000",64,138,",464",66,85,",776",34,93,28,34,16,49,79,194
Heidi Burge,WAS,F-C,30,501,30,15,501,81,159,",509",2,7,",286",79,152,",520",37,62,",597",31,100,26,16,15,73,93,201
LaTonya Johnson,UTA,F,28,490,28,8,490,58,145,",400",14,49,",286",44,96,",458",21,34,",618",14,54,20,11,1,42,42,151
Alessandra Santos de Oliveira,WAS,C,16,481,16,12,481,63,122,",516",0,0,0,63,122,",516",50,108,",463",60,129,1,12,7,55,45,176
Tammi Reiss,UTA,G,22,477,22,17,477,54,134,",403",16,54,",296",38,80,",475",19,29,",655",14,39,48,11,1,25,32,143
Kisha Ford,NYL,G-F,30,471,30,0,471,60,138,",435",2,11,",182",58,127,",457",25,40,",625",23,37,23,32,2,16,68,147
Sandra Van Embricqs,LAS,F-C,28,470,28,2,470,43,89,",483",0,0,0,43,89,",483",8,16,",500",34,75,16,24,9,19,57,94
Dena Head,UTA,G,30,467,30,14,467,36,85,",424",13,27,",481",23,58,",397",23,33,",697",14,52,37,30,0,44,40,108
Olympia Scott,UTA,C,29,466,29,1,466,58,135,",430",1,5,",200",57,130,",438",37,65,",569",37,85,22,24,10,49,78,154
Rhonda Mapp,CHA,C,21,456,21,14,456,83,164,",506",1,10,",100",82,154,",532",45,60,",750",35,89,33,13,8,39,60,212
Christy Smith,CHA,G,24,448,24,18,448,27,75,",360",18,57,",316",9,18,",500",17,20,",850",3,34,71,10,0,48,34,89
Sue Wicks,NYL,F,30,444,30,0,444,46,107,",430",0,3,",000",46,104,",442",36,45,",800",40,83,36,16,10,48,66,128
Deborah Carter,WAS,G-F,29,434,29,6,434,39,144,",271",12,49,",245",27,95,",284",21,26,",808",20,65,23,16,4,40,57,111
Keri Chaconas,WAS,G,30,397,30,1,397,44,148,",297",30,105,",286",14,43,",326",26,33,",788",7,24,38,13,0,49,53,144
Lynette Woodard*,DET,G,27,383,27,8,383,36,93,",387",0,0,0,36,93,",387",23,40,",575",31,66,22,22,3,31,33,95
Franthea Price,SAC,G,26,379,26,1,379,43,115,",374",28,78,",359",15,37,",405",13,18,",722",7,44,35,20,2,32,29,127
Andrea Congreaves,CHA,F-C,24,372,24,10,372,35,81,",432",15,51,",294",20,30,",667",19,21,",905",18,71,36,11,5,23,37,104
Adrienne Shuler,WAS,G,25,363,25,12,363,31,84,",369",13,38,",342",18,46,",391",14,17,",824",12,52,48,23,3,41,52,89
Kristi Harrower,PHO,G,30,355,30,0,355,19,52,",365",11,32,",344",8,20,",400",21,28,",750",2,21,52,15,3,31,25,70
Fran Harris,UTA,G-F,18,353,18,12,353,28,79,",354",5,16,",313",23,63,",365",10,12,",833",14,39,30,13,1,17,33,71
Rhonda Blades,DET,G,29,340,29,2,340,20,78,",256",12,50,",240",8,28,",286",14,29,",483",5,32,41,12,1,41,47,66
Andrea Kuklova,PHO,G-F,29,340,29,2,340,38,95,",400",1,7,",143",37,88,",420",20,36,",556",19,37,31,18,4,40,40,97
Octavia Blue,LAS,F,30,331,30,3,331,26,77,",338",6,21,",286",20,56,",357",15,24,",625",19,49,10,13,3,27,41,73
Adrienne Johnson,CLE,G,29,330,29,0,330,53,116,",457",14,33,",424",39,83,",470",13,18,",722",17,48,15,7,4,24,35,133
Jamila Wideman,LAS,G,25,329,25,0,329,12,43,",279",3,12,",250",9,31,",290",21,29,",724",5,22,57,10,1,34,28,48
Marlies Askamp,PHO,C,26,319,26,0,319,49,104,",471",0,0,0,49,104,",471",41,62,",661",36,85,12,12,7,22,45,139
Pauline Jordan,TOT,F-C,24,277,24,0,277,26,69,",377",0,1,",000",26,68,",382",22,35,",629",15,49,20,14,12,25,48,74
La'Shawn Brown,WAS,C,22,272,22,2,272,13,37,",351",0,0,0,13,37,",351",17,33,",515",17,53,8,10,20,24,62,43
Brandy Reed,PHO,F,24,254,24,0,254,50,95,",526",2,8,",250",48,87,",552",22,31,",710",36,78,20,18,7,33,30,124
Bridgette Gordon,SAC,F,22,253,22,5,253,25,64,",391",0,8,",000",25,56,",446",9,16,",563",11,30,9,8,0,30,27,59
Eugenia Rycraw,LAS,C,20,226,20,4,226,15,32,",469",0,0,0,15,32,",469",16,22,",727",17,50,4,7,18,14,27,46
Coquese Washington,NYL,G,28,226,28,0,226,15,51,",294",5,21,",238",10,30,",333",18,26,",692",5,26,44,17,0,37,31,53
Toni Foster,PHO,F-C,16,218,16,5,218,28,60,",467",0,0,0,28,60,",467",23,30,",767",10,30,19,14,5,15,20,79
Tricia Bader Binford,UTA,G,22,206,22,0,206,16,53,",302",10,27,",370",6,26,",231",4,8,",500",0,10,20,13,0,26,34,46
Gergana Branzova,DET,F,26,204,26,0,204,29,65,",446",0,4,",000",29,61,",475",11,20,",550",13,42,7,3,4,21,42,69
Elisabeth Cebrian,NYL,C,22,187,22,0,187,15,35,",429",0,0,0,15,35,",429",8,14,",571",12,27,8,1,7,20,32,38
Cindy Blodgett,CLE,G,22,184,22,0,184,19,66,",288",10,37,",270",9,29,",310",15,24,",625",2,14,18,9,0,12,18,63
Pollyanna Johns Kimbrough,CHA,C,24,180,24,0,180,22,45,",489",0,0,0,22,45,",489",18,28,",643",14,37,6,3,2,9,9,62
Tammy Jackson,TOT,F-C,21,174,21,0,174,10,24,",417",0,0,0,10,24,",417",8,13,",615",7,25,6,4,5,14,34,28
Raegan Pebley,CLE,F-C,22,167,22,0,167,14,38,",368",0,2,",000",14,36,",389",10,12,",833",5,29,7,3,5,9,24,38
Sonia Chase,CHA,G,23,166,23,0,166,14,28,",500",0,0,0,14,28,",500",6,6,"1,000",5,14,13,5,0,13,16,34
Erin Alexander,TOT,G,20,141,20,0,141,12,44,",273",11,35,",314",1,9,",111",4,4,"1,000",8,18,9,3,0,12,18,39
Ruthie Bolton,SAC,G,5,133,5,4,133,17,58,",293",4,26,",154",13,32,",406",17,28,",607",5,11,6,6,0,7,12,55
Maria Stepanova,PHO,C,20,130,20,0,130,26,61,",426",0,0,0,26,61,",426",14,22,",636",17,38,7,3,11,9,29,66
Tully Bevilaqua,CLE,G,11,126,11,2,126,8,14,",571",1,3,",333",7,11,",636",4,6,",667",2,10,23,12,2,9,12,21
Alicia Thompson,NYL,F,19,126,19,0,126,9,39,",231",1,1,"1,000",8,38,",211",12,19,",632",7,24,4,1,2,8,12,31
Tia Paschal,CHA,F,20,110,20,0,110,11,37,",297",1,4,",250",10,33,",303",4,6,",667",4,15,9,8,0,11,12,27
Haixia Zheng,LAS,C,6,98,6,2,98,20,32,",625",0,0,0,20,32,",625",5,7,",714",8,26,3,0,1,6,11,45
Tiffany Woosley,HOU,G,18,96,18,0,96,7,23,",304",3,12,",250",4,11,",364",5,7,",714",3,7,9,8,0,13,9,22
Albena Branzova,NYL,F,11,94,11,0,94,9,25,",360",2,4,",500",7,21,",333",3,4,",750",6,16,5,3,1,12,12,23
Nadine Domond,SAC,G,9,92,9,0,92,10,33,",303",3,16,",188",7,17,",412",4,4,"1,000",6,9,9,7,1,11,13,27
Quacy Barnes,SAC,C,17,90,17,0,90,6,15,",400",0,0,0,6,15,",400",4,11,",364",5,8,2,1,6,9,20,16
Rehema Stephens,SAC,G,8,81,8,0,81,11,41,",268",2,12,",167",9,29,",310",2,4,",500",7,10,4,2,1,11,8,26
Trena Trice,NYL,F-C,10,77,10,0,77,7,17,",412",0,0,0,7,17,",412",7,11,",636",7,18,1,0,3,7,12,21
Leila Sobral,WAS,F,15,71,15,0,71,6,25,",240",3,11,",273",3,14,",214",10,15,",667",3,10,6,5,2,9,14,25
Amaya Valdemoro,HOU,F,16,61,16,0,61,8,16,",500",2,5,",400",6,11,",545",12,17,",706",2,10,7,7,1,17,8,30
Mikiko Hagiwara,PHO,G,10,59,10,0,59,8,21,",381",4,12,",333",4,9,",444",2,3,",667",0,2,3,0,0,5,4,22
Aneta Kausaite,DET,F,10,58,10,0,58,5,20,",250",0,2,",000",5,18,",278",4,7,",571",8,11,1,3,0,3,4,14
Nyree Roberts,HOU,C,14,55,14,0,55,6,7,",857",0,0,0,6,7,",857",4,7,",571",3,10,2,1,0,4,3,16
Kelly Boucher,CHA,F,9,52,9,0,52,3,15,",200",1,6,",167",2,9,",222",3,4,",750",2,13,2,1,0,3,3,10
Margo Graham,WAS,C,9,49,9,0,49,8,19,",421",0,0,0,8,19,",421",2,4,",500",8,13,1,1,1,8,14,18
Michelle Reed,LAS,G-F,9,49,9,0,49,3,11,",273",1,4,",250",2,7,",286",7,12,",583",2,11,2,2,1,6,4,14
Tajama Abraham,DET,C,12,44,12,0,44,5,14,",357",0,0,0,5,14,",357",8,15,",533",2,7,0,2,1,5,8,18
Allison Feaster,LAS,F,3,41,3,0,41,3,14,",214",2,10,",200",1,4,",250",2,2,"1,000",1,2,3,2,0,4,10,10
Angela Jackson,WAS,C,7,36,7,0,36,3,6,",500",0,0,0,3,6,",500",4,6,",667",3,4,0,1,2,0,10,10
Tiffani Johnson,SAC,C,6,32,6,0,32,0,6,",000",0,0,0,0,6,",000",2,4,",500",3,10,0,2,0,3,5,2
Tanja Kostic,CLE,F,5,30,5,0,30,2,3,",667",0,0,0,2,3,",667",1,2,",500",1,2,2,0,0,3,2,5
Angie Hamblin,DET,G-F,6,29,6,0,29,2,8,",250",1,2,",500",1,6,",167",1,2,",500",2,7,2,1,0,7,4,6
Mfon Udoka,DET,F,3,25,3,0,25,1,6,",167",0,0,0,1,6,",167",2,4,",500",1,3,0,0,0,1,3,4
Leslie Johnson,WAS,F,6,15,6,0,15,1,2,",500",0,0,0,1,2,",500",0,0,0,0,1,1,0,0,4,3,2
Wanda Guyton,HOU,C,1,14,1,1,14,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,0,1,1,2,4,0
Karen Booker,HOU,C,1,2,1,0,2,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,0,1,0,0,0,0


===== wnba_1998_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Ticha Penicheiro,SAC,G,30,1080,30,30,"36,0","1,8","5,5",",333","0,3","1,4",",233","1,5","4,1",",369","2,3","3,6",",642","0,4","4,7","7,5","2,2","0,1","3,9","3,0","6,3"
Cynthia Cooper*,HOU,G,30,1051,30,30,"35,0","6,8","15,2",",446","2,1","5,3",",400","4,6","9,8",",471","7,0","8,2",",854","0,8","3,7","4,4","1,6","0,4","3,2","2,2","22,7"
Andrea Stinson,CHA,G,30,1046,30,30,"34,9","5,8","13,8",",418","1,0","3,4",",282","4,8","10,4",",463","2,5","3,3",",750","1,0","4,6","4,5","1,8","0,5","2,6","2,4","15,0"
Teresa Weatherspoon*,NYL,G,30,1002,30,30,"33,4","2,4","6,3",",388","0,5","1,6",",327","1,9","4,6",",410","1,4","2,3",",609","0,7","4,0","6,4","3,3","0,0","3,2","2,8","6,8"
Sandy Brondello,DET,G,30,993,30,28,"33,1","5,2","12,2",",428","0,5","1,5",",364","4,7","10,8",",437","3,2","3,5",",923","0,6","2,9","3,3","1,3","0,0","2,1","1,9","14,2"
Kim Perrot,HOU,G,30,986,30,30,"32,9","2,9","7,3",",404","1,0","3,6",",269","2,0","3,7",",536","1,6","2,3",",700","0,6","3,1","4,7","2,8","0,0","2,7","2,3","8,5"
Eva Nemcova,CLE,F,30,972,30,30,"32,4","4,4","9,4",",466","0,9","2,1",",452","3,4","7,3",",470","2,2","2,5",",893","0,9","3,7","2,2","1,1","0,7","2,1","2,6","11,9"
Nikki McCray,WAS,G,29,969,29,28,"33,4","6,6","15,8",",418","0,8","2,5",",315","5,8","13,2",",438","3,7","4,9",",748","1,2","2,9","3,1","1,5","0,1","4,3","2,8","17,7"
Tracy Reid,CHA,F,30,966,30,30,"32,2","5,0","10,3",",487","0,0","0,1",",000","5,0","10,3",",490","3,7","6,0",",613","2,0","5,2","1,5","1,3","0,4","2,4","2,0","13,8"
Cindy Brown,DET,F,30,965,30,30,"32,2","4,2","8,9",",470","0,7","2,0",",328","3,5","6,9",",512","2,7","3,9",",707","2,3","10,0","1,8","1,7","0,7","2,2","3,5","11,8"
Jennifer Gillom,PHO,F-C,30,962,30,30,"32,1","7,6","16,4",",465","1,0","2,7",",378","6,6","13,7",",482","4,6","6,5",",703","2,1","7,3","1,4","1,7","0,3","3,0","3,1","20,9"
Murriel Page,WAS,F,30,955,30,30,"31,8","3,5","7,2",",479","0,0","0,1",",000","3,5","7,2",",484","1,4","2,2",",631","2,7","6,9","1,3","0,6","0,4","1,9","3,2","8,3"
Vicky Bullett,CHA,F,30,947,30,30,"31,6","5,4","12,2",",441","0,1","0,9",",154","5,3","11,4",",463","2,4","2,9",",826","2,1","6,5","1,5","2,2","1,5","2,1","2,9","13,3"
Penny Toler,LAS,G,30,945,30,30,"31,5","4,8","11,6",",415","0,8","2,0",",417","4,0","9,6",",415","1,8","2,5",",743","1,2","3,5","4,8","1,1","0,1","3,4","2,6","12,3"
Sheryl Swoopes*,HOU,F-G,29,937,29,29,"32,3","6,0","14,0",",427","1,2","3,4",",360","4,7","10,5",",449","2,4","3,0",",826","1,3","5,1","2,1","2,5","0,5","2,0","1,4","15,6"
Michele Timms*,PHO,G,30,934,30,30,"31,1","2,4","7,4",",318","1,0","3,5",",298","1,3","4,0",",336","1,1","1,6",",694","0,6","2,5","5,3","1,3","0,1","2,3","2,5","6,9"
Korie Hlede,DET,G,27,912,27,27,"33,8","5,0","12,8",",391","1,1","2,7",",392","3,9","10,0",",391","3,1","3,8",",806","1,4","5,2","2,7","0,8","0,0","3,3","2,4","14,1"
Vickie Johnson,NYL,G-F,30,905,30,30,"30,2","4,9","10,9",",446","0,7","1,9",",375","4,2","9,0",",461","2,1","2,7",",768","1,5","3,8","2,5","1,0","0,2","1,5","2,3","12,5"
Lisa Leslie*,LAS,C,28,898,28,28,"32,1","7,2","15,1",",478","0,3","0,8",",391","6,9","14,3",",483","4,9","6,3",",768","2,8","10,2","2,5","1,5","2,1","3,6","4,3","19,6"
Sophia Witherspoon,NYL,G,30,898,30,30,"29,9","4,8","12,0",",401","1,1","3,2",",344","3,7","8,8",",422","3,1","3,9",",786","1,1","3,0","1,9","1,3","0,1","2,4","1,8","13,8"
Suzie McConnell Serio,CLE,G,28,882,28,28,"31,5","2,9","6,3",",455","1,0","2,5",",408","1,8","3,8",",486","1,8","2,5",",729","0,3","2,2","6,4","1,8","0,2","3,7","1,7","8,6"
Rebecca Lobo*,NYL,C,30,875,30,30,"29,2","4,5","9,4",",484","0,4","1,3",",308","4,1","8,1",",512","2,2","3,1",",710","2,3","6,9","1,5","0,6","1,1","2,2","3,3","11,7"
Tina Thompson*,HOU,F,27,874,27,27,"32,4","4,5","10,7",",419","1,4","3,8",",359","3,1","6,9",",452","2,3","2,7",",851","2,4","7,1","0,9","1,1","0,9","1,7","3,3","12,7"
Bridget Pettis,PHO,G,30,849,30,28,"28,3","3,8","10,0",",377","1,2","4,1",",285","2,6","5,9",",441","2,6","3,0",",865","1,1","3,4","2,1","1,0","0,3","2,1","2,5","11,3"
Umeki Webb,PHO,G-F,30,846,30,30,"28,2","1,9","5,3",",363","0,1","0,5",",286","1,8","4,9",",370","1,3","2,0",",661","1,6","3,9","3,1","1,6","0,7","1,4","3,5","5,3"
Janice Braxton,CLE,F,30,840,30,30,"28,0","3,6","7,3",",495","0,1","0,2",",333","3,5","7,1",",500","2,6","3,4",",755","1,2","5,6","2,5","1,7","0,5","2,2","2,6","9,8"
Margo Dydek,UTA,C,30,839,30,30,"28,0","4,9","10,1",",482","0,0","0,2",",143","4,8","9,9",",490","3,1","4,2",",732","1,4","7,6","1,8","0,5","3,8","3,6","4,2","12,9"
Latasha Byears,SAC,G-F,30,828,30,26,"27,6","6,0","13,3",",453","0,1","0,6",",222","5,9","12,7",",463","2,0","3,1",",663","2,8","6,6","1,0","1,4","0,4","2,4","4,0","14,2"
Carla Boyd,DET,F,30,817,30,24,"27,2","3,0","8,7",",342","0,6","2,1",",302","2,3","6,6",",355","1,6","2,5",",632","1,7","3,9","2,3","0,9","0,3","1,7","2,9","8,2"
Isabelle Fijalkowski,CLE,F-C,28,806,28,23,"28,8","5,2","9,5",",547","0,1","0,4",",400","5,1","9,2",",553","3,1","3,8",",821","2,1","6,9","2,1","0,6","1,0","2,9","4,1","13,7"
Lady Grooms,SAC,F,30,792,30,29,"26,4","2,5","5,1",",487","0,0","0,2",",167","2,5","4,9",",500","2,1","3,1",",670","1,2","2,7","1,6","0,7","0,1","1,7","1,2","7,1"
Michelle Brogan,PHO,F,30,779,30,25,"26,0","3,1","6,1",",505","0,4","0,8",",478","2,7","5,4",",509","2,6","3,3",",796","1,5","4,4","1,4","1,5","0,2","1,7","1,6","9,2"
Wendy Palmer,UTA,F,28,761,28,21,"27,2","5,2","11,0",",472","0,2","0,6",",353","5,0","10,4",",479","2,9","4,4",",653","2,5","6,6","1,1","0,6","0,2","2,0","2,7","13,5"
Penny Moore,WAS,F,29,756,29,26,"26,1","3,2","9,3",",343","0,7","3,2",",207","2,6","6,2",",413","1,1","1,6",",717","1,2","3,7","1,6","1,5","0,7","2,1","2,0","8,2"
Kym Hampton,NYL,C,30,745,30,30,"24,8","3,3","7,2",",452","0,0","0,0",",000","3,3","7,2",",454","2,6","3,6",",716","1,8","6,0","0,9","1,1","0,5","2,1","3,0","9,1"
Rita Williams,WAS,G,30,712,30,18,"23,7","1,4","4,2",",323","0,4","1,8",",218","1,0","2,4",",403","1,3","2,0",",633","0,4","2,3","2,3","2,1","0,1","2,3","1,7","4,4"
Tamecka Dixon,LAS,G,22,710,22,22,"32,3","5,6","12,9",",438","1,0","2,7",",356","4,7","10,2",",460","4,0","5,1",",779","0,6","2,5","2,5","1,1","0,4","2,6","3,0","16,2"
Mwadi Mabika,LAS,G,29,710,29,23,"24,5","3,0","8,9",",339","1,1","3,7",",308","1,9","5,2",",360","1,0","1,5",",698","1,0","4,4","1,5","1,0","0,3","1,3","2,5","8,2"
Chantel Tremitiere,UTA,G,28,709,28,18,"25,3","1,7","4,7",",364","0,6","1,8",",367","1,1","3,0",",361","1,5","1,9",",759","0,5","2,2","3,6","0,8","0,1","1,5","1,9","5,5"
Tangela Smith,SAC,C,28,707,28,10,"25,3","4,0","9,9",",403","0,2","0,5",",357","3,8","9,4",",405","1,4","1,9",",741","1,6","4,6","1,1","0,6","1,6","1,6","2,8","9,6"
Razija Brcaninovic,DET,C,30,695,30,30,"23,2","3,5","6,8",",520","0,0","0,0",0,"3,5","6,8",",520","2,0","3,0",",667","1,8","5,1","1,0","0,3","0,9","2,1","2,9","9,1"
Linda Burgess,SAC,F,30,692,30,29,"23,1","3,0","6,3",",476","0,0","0,3",",125","3,0","6,0",",492","1,5","2,0",",763","1,8","4,9","0,9","1,4","0,4","2,0","2,7","7,5"
Merlakia Jones,CLE,G,30,683,30,21,"22,8","3,6","7,8",",464","0,2","0,7",",350","3,4","7,2",",474","2,0","2,7",",753","0,9","3,2","1,3","1,1","0,1","1,7","2,3","9,5"
Tora Suber,CHA,G,30,682,30,12,"22,7","1,9","6,2",",314","1,2","3,9",",310","0,7","2,3",",319","1,0","1,5",",630","0,4","1,8","2,9","1,0","0,0","1,5","1,8","6,0"
Elena Baranova,UTA,F,20,671,20,19,"33,6","4,6","11,0",",420","0,8","2,4",",313","3,9","8,6",",450","3,0","3,6",",831","3,1","9,3","3,5","1,1","1,5","2,8","2,2","12,9"
Janeth Arcain,HOU,G,30,657,30,4,"21,9","2,8","6,5",",426","0,2","1,1",",152","2,6","5,4",",481","1,1","1,5",",756","1,4","3,6","0,9","0,8","0,1","1,3","1,6","6,8"
