===== wnba_2002_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Nikki McCray,IND,G,32,1058,32,32,1058,132,318,",415",21,66,",318",111,252,",440",84,103,",816",29,97,70,28,3,82,73,369
Chasity Melvin,CLE,C-F,32,1055,32,32,1055,153,330,",464",3,6,",500",150,324,",463",90,131,",687",84,193,56,29,18,74,104,399
Tina Thompson*,HOU,F,29,1052,29,29,1052,176,408,",431",40,108,",370",136,300,",453",93,113,",823",67,217,62,25,20,92,76,485
Mwadi Mabika,LAS,G,32,1050,32,32,1050,188,444,",423",64,175,",366",124,269,",461",99,118,",839",32,167,92,38,9,62,90,539
Nykesha Sales,ORL,F-G,32,1042,32,32,1042,155,376,",412",37,115,",322",118,261,",452",84,106,",792",36,120,60,60,7,71,97,431
Vickie Johnson,NYL,G-F,31,1028,31,31,1028,139,305,",456",32,76,",421",107,229,",467",49,61,",803",42,109,86,27,4,45,60,359
Tamika Williams,MIN,F,31,1023,31,31,1023,124,221,",561",3,11,",273",121,210,",576",63,108,",583",96,229,51,44,13,74,57,314
Tari Phillips,NYL,F-C,32,1009,32,31,1009,183,373,",491",0,2,",000",183,371,",493",85,126,",675",69,223,41,58,14,93,113,451
Natalie Williams,UTA,C,31,1008,31,31,1008,124,285,",435",5,12,",417",119,273,",436",98,132,",742",105,255,38,38,16,72,122,351
Tamika Whitmore,NYL,F,32,977,32,32,977,148,310,",477",0,1,",000",148,309,",479",110,150,",733",43,141,23,27,43,49,102,406
Olympia Scott,IND,C,31,975,31,31,975,113,232,",487",0,4,",000",113,228,",496",66,82,",805",80,211,52,38,13,69,127,292
DeLisha Milton-Jones,LAS,F,32,966,32,25,966,132,271,",487",21,50,",420",111,221,",502",77,104,",740",65,211,45,50,35,94,122,362
Wendy Palmer,TOT,F,32,965,32,32,965,130,301,",432",42,120,",350",88,181,",486",62,92,",674",47,189,41,35,8,57,90,364
Tamecka Dixon,LAS,G,30,958,30,30,958,125,320,",391",20,57,",351",105,263,",399",49,59,",831",18,92,119,28,5,82,74,319
Allison Feaster,CHA,F,32,956,32,32,956,115,292,",394",79,189,",418",36,103,",350",70,85,",824",37,118,61,39,12,40,79,379
Teresa Weatherspoon*,NYL,G,32,954,32,32,954,39,114,",342",2,20,",100",37,94,",394",28,54,",519",23,86,181,42,3,78,88,108
Vicky Bullett,WAS,F,32,953,32,32,953,109,236,",462",19,48,",396",90,188,",479",34,41,",829",46,186,53,54,37,56,84,271
Andrea Stinson,CHA,G,32,950,32,32,950,159,349,",456",29,70,",414",130,279,",466",64,93,",688",37,177,91,37,9,52,56,411
Penny Taylor,CLE,F,30,908,30,26,908,133,320,",416",38,111,",342",95,209,",455",87,102,",853",51,158,68,37,11,58,66,391
Coco Miller,WAS,G,32,904,32,32,904,114,263,",433",24,64,",375",90,199,",452",46,56,",821",44,116,82,33,2,59,84,298
Kedra Holland-Corn,SAC,G,32,902,32,32,902,102,299,",341",38,157,",242",64,142,",451",54,72,",750",28,90,63,41,5,81,74,296
Debbie Black,MIA,G,32,899,32,32,899,64,160,",400",0,3,",000",64,157,",408",25,33,",758",41,123,137,59,5,32,75,153
Lisa Harrison,PHO,F,32,899,32,28,899,120,242,",496",2,6,",333",118,236,",500",20,23,",870",43,126,40,31,3,45,62,262
Charlotte Smith,CHA,F,32,890,32,32,890,91,222,",410",34,91,",374",57,131,",435",40,54,",741",39,121,53,21,17,60,113,256
Tammy Sutton-Brown,CHA,C,32,885,32,29,885,128,242,",529",0,0,0,128,242,",529",124,174,",713",76,191,15,29,36,49,125,380
Lauren Jackson*,SEA,F-C,28,882,28,28,882,186,462,",403",42,120,",350",144,342,",421",68,90,",756",66,190,41,30,81,47,95,482
Nikki Teasley,LAS,G,32,882,32,32,882,67,166,",404",40,100,",400",27,66,",409",30,40,",750",17,84,140,25,9,68,63,204
Adrian Williams-Strong,PHO,C-F,32,878,32,30,878,79,169,",467",0,0,0,79,169,",467",42,60,",700",64,220,35,48,29,63,88,200
Margo Dydek,UTA,C,30,876,30,27,876,139,319,",436",2,8,",250",137,311,",441",114,135,",844",52,262,71,25,107,96,99,394
Jennifer Gillom,PHO,F-C,31,874,31,31,874,166,400,",415",36,93,",387",130,307,",423",105,131,",802",36,116,37,29,21,61,90,473
Ukari Figgs,POR,G,31,866,31,31,866,83,232,",358",39,120,",325",44,112,",393",59,65,",908",13,80,104,25,2,44,50,264
Gordana Grubin,PHO,G,32,859,32,31,859,114,297,",384",29,92,",315",85,205,",415",60,79,",759",16,64,104,36,3,58,59,317
Ticha Penicheiro,SAC,G,24,853,24,24,853,60,159,",377",8,32,",250",52,127,",409",75,103,",728",7,102,192,64,1,69,49,203
Lady Grooms,SAC,F,32,850,32,26,850,78,181,",431",0,1,",000",78,180,",433",71,83,",855",38,99,39,21,8,46,69,227
DeMya Walker,POR,F,31,848,31,29,848,139,287,",484",2,12,",167",137,275,",498",59,95,",621",55,154,51,26,33,90,97,339
Katie Douglas,ORL,G-F,32,830,32,30,830,92,205,",449",29,79,",367",63,126,",500",58,67,",866",41,135,53,49,13,42,66,271
Sylvia Crawley,POR,F,32,819,32,31,819,114,284,",401",7,17,",412",107,267,",401",44,63,",698",46,134,47,18,37,62,90,279
Kamila Vodichkova,SEA,F-C,32,817,32,30,817,114,245,",465",13,38,",342",101,207,",488",54,67,",806",61,176,47,36,18,55,96,295
Tiffani Johnson,HOU,C,32,815,32,32,815,77,178,",433",0,2,",000",77,176,",438",47,58,",810",73,173,39,17,24,38,67,201
Svetlana Abrosimova,MIN,F,27,805,27,27,805,119,316,",377",20,60,",333",99,256,",387",56,116,",483",45,146,60,42,10,92,73,314
Stacey Dales,WAS,F,31,805,31,28,805,93,230,",404",43,109,",394",50,121,",413",74,100,",740",26,81,84,16,4,68,79,303
Deanna Nolan,DET,G-F,32,804,32,32,804,103,248,",415",42,114,",368",61,134,",455",29,36,",806",17,87,62,27,12,61,74,277
Ann Wauters,CLE,C,28,802,28,25,802,120,217,",553",0,1,",000",120,216,",556",74,87,",851",45,141,39,16,21,59,74,314
Pollyanna Johns Kimbrough,MIA,C,31,801,31,30,801,78,149,",523",0,0,0,78,149,",523",61,97,",629",58,140,32,27,15,53,75,217
Astou Ndiaye-Diatta,DET,F,32,776,32,32,776,126,270,",467",0,2,",000",126,268,",470",23,39,",590",44,162,39,17,12,58,65,275
Sandy Brondello,MIA,G,30,763,30,23,763,97,266,",365",14,44,",318",83,222,",374",55,67,",821",7,41,46,26,4,40,40,263
Murriel Page,WAS,F,32,750,32,15,750,88,195,",451",2,4,",500",86,191,",450",30,53,",566",55,155,37,14,15,45,79,208
Ruthie Bolton,SAC,G,32,737,32,1,737,125,316,",396",43,132,",326",82,184,",446",56,77,",727",31,94,37,45,2,35,74,349
Tamara Moore,TOT,G,31,736,31,23,736,71,197,",360",28,77,",364",43,120,",358",54,63,",857",23,83,88,30,9,85,81,224
Sonja Henning,TOT,G,31,728,31,15,728,26,74,",351",3,16,",188",23,58,",397",7,15,",467",18,84,66,32,7,43,57,62
Betty Lennox,TOT,G,31,719,31,4,719,120,355,",338",51,154,",331",69,201,",343",50,68,",735",20,89,63,30,5,82,102,341
Elaine Powell,TOT,G,30,705,30,14,705,89,220,",405",8,33,",242",81,187,",433",50,66,",758",33,95,90,43,12,71,50,236
Jennifer Rizzotti,CLE,G,26,695,26,25,695,54,135,",400",38,99,",384",16,36,",444",32,40,",800",5,70,85,23,3,45,53,178
Simone Edwards,SEA,C,32,694,32,5,694,84,158,",532",1,1,"1,000",83,157,",529",54,73,",740",46,141,19,21,12,44,66,223
Tamicha Jackson,POR,G,32,692,32,10,692,122,291,",419",24,76,",316",98,215,",456",46,66,",697",20,59,95,55,1,64,59,314
Kristen Rasmussen,MIA,F,31,674,31,5,674,64,116,",552",3,7,",429",61,109,",560",39,46,",848",41,117,41,18,16,37,63,170
Coquese Washington,TOT,G,32,674,32,23,674,43,120,",358",22,52,",423",21,68,",309",16,22,",727",14,74,79,36,2,44,60,124
Mery Andrade,CLE,F,32,665,32,16,665,34,111,",306",5,26,",192",29,85,",341",18,23,",783",17,56,67,28,6,41,82,91
Becky Hammon*,NYL,G,32,659,32,1,659,87,197,",442",44,114,",386",43,83,",518",38,56,",679",18,68,54,25,0,55,49,256
La'Keshia Frett,SAC,F,32,648,32,15,648,84,187,",449",5,15,",333",79,172,",459",14,17,",824",30,95,23,5,19,27,70,187
Chamique Holdsclaw,WAS,F,20,634,20,20,634,149,330,",452",11,28,",393",138,302,",457",88,106,",830",54,232,45,20,6,45,50,397
Alisa Burras,POR,C,32,633,32,24,633,117,186,",629",0,0,0,117,186,",629",44,52,",846",52,147,7,10,7,49,58,278
Annie La Fleur,WAS,G,26,632,26,26,632,39,101,",386",12,33,",364",27,68,",397",35,45,",778",16,62,93,34,4,41,39,125
Dominique Canty,DET,G,28,625,28,12,625,52,154,",338",1,5,",200",51,149,",342",55,76,",724",24,69,83,21,4,56,59,160
Stacey Thomas,POR,F,32,621,32,6,621,51,148,",345",10,39,",256",41,109,",376",31,61,",508",34,94,67,42,12,36,62,143
Adriana Moises,PHO,G,32,619,32,4,619,63,164,",384",19,66,",288",44,98,",449",48,60,",800",15,60,79,30,3,72,53,193
Asjha Jones,WAS,F,32,612,32,5,612,93,233,",399",2,10,",200",91,223,",408",20,33,",606",39,89,28,13,17,39,88,208
Kristin Folkl,POR,F,32,602,32,4,602,62,126,",492",0,3,",000",62,123,",504",31,35,",886",41,148,32,18,17,32,56,155
Adrienne Johnson,ORL,G,32,602,32,2,602,68,181,",376",18,61,",295",50,120,",417",12,17,",706",14,46,22,15,2,26,40,166
Amanda Lassiter,TOT,F,30,600,30,22,600,47,140,",336",20,71,",282",27,69,",391",13,19,",684",24,69,57,29,21,51,62,127
Nadine Malcolm,IND,F,29,599,29,28,599,58,158,",367",12,41,",293",46,117,",393",28,37,",757",22,61,21,13,3,34,42,156
Semeka Randall,TOT,G,29,593,29,16,593,65,173,",376",4,21,",190",61,152,",401",58,80,",725",42,89,37,24,2,46,49,192
Lynn Pride,MIN,G-F,31,589,31,15,589,57,148,",385",1,10,",100",56,138,",406",8,17,",471",25,103,43,25,25,47,73,123
Yolanda Griffith*,SAC,C-F,17,577,17,17,577,93,179,",520",0,0,0,93,179,",520",102,127,",803",66,148,19,16,13,45,70,288
Rita Williams,TOT,G,29,569,29,1,569,44,146,",301",19,73,",260",25,73,",342",32,44,",727",10,43,50,32,2,39,45,139
Barbara Farris,DET,F-C,32,564,32,16,564,49,117,",419",0,1,",000",49,116,",422",45,61,",738",29,94,16,12,9,38,62,143
Kelly Miller,CHA,G,32,554,32,0,554,79,177,",446",24,51,",471",55,126,",437",29,38,",763",31,68,49,22,1,27,39,211
Edwina Brown,DET,G-F,28,549,28,7,549,43,131,",328",6,12,",500",37,119,",311",23,32,",719",29,82,58,25,7,60,73,115
Ayana Walker,DET,F,32,548,32,0,548,63,167,",377",2,9,",222",61,158,",386",34,49,",694",56,118,17,12,34,29,56,162
Ruth Riley,MIA,C,26,519,26,8,519,60,129,",465",0,0,0,60,129,",465",28,46,",609",24,90,25,11,41,49,87,148
Brooke Wyckoff,ORL,F,32,514,32,5,514,31,95,",326",14,50,",280",17,45,",378",5,7,",714",28,90,32,19,18,30,71,81
Georgia Schweitzer,MIN,G-F,30,509,30,9,509,42,87,",483",14,33,",424",28,54,",519",26,30,",867",7,51,37,15,5,27,47,124
Adia Barnes,SEA,F,26,493,26,17,493,37,111,",333",1,4,",250",36,107,",336",15,29,",517",45,102,28,32,9,25,64,90
Latasha Byears,LAS,G-F,26,486,26,5,486,76,123,",618",0,0,0,76,123,",618",30,53,",566",65,141,13,19,4,20,89,182
Kristi Harrower,MIN,G,27,481,27,6,481,37,95,",389",18,54,",333",19,41,",463",4,10,",400",9,46,54,12,0,28,24,96
Michelle Snow,HOU,C,32,480,32,2,480,45,96,",469",1,2,",500",44,94,",468",34,57,",596",31,119,13,12,26,22,59,125
Helen Luz,WAS,G,32,474,32,0,474,65,148,",439",42,106,",396",23,42,",548",15,19,",789",9,32,48,18,5,43,40,187
Jessie Hicks,ORL,C-F,31,471,31,6,471,73,153,",477",0,0,0,73,153,",477",44,63,",698",60,102,23,19,25,51,77,190
Rushia Brown,CLE,F,28,468,28,2,468,42,105,",400",0,1,",000",42,104,",404",28,38,",737",29,75,27,21,8,39,54,112
Vanessa Nygaard,MIA,F,29,443,29,22,443,43,101,",426",24,64,",375",19,37,",514",10,13,",769",27,67,9,11,1,13,49,120
Niele Ivey,IND,G,31,439,31,23,439,25,71,",352",19,50,",380",6,21,",286",17,21,",810",6,28,39,16,3,22,31,86
Felicia Ragland,SEA,G,31,432,31,3,432,48,125,",384",22,55,",400",26,70,",371",23,28,",821",27,48,23,27,1,29,44,141
Clarisse Machanguana,ORL,C-F,29,428,29,25,428,61,114,",535",0,0,0,61,114,",535",16,25,",640",26,64,17,12,4,33,61,138
Sue Wicks,NYL,F,30,428,30,0,428,24,70,",343",0,1,",000",24,69,",348",18,27,",667",30,101,14,22,15,30,60,66
Tully Bevilaqua,POR,G,27,421,27,19,421,25,61,",410",15,36,",417",10,25,",400",19,29,",655",7,33,44,22,3,27,49,84
Tracy Reid,PHO,F,24,421,24,12,421,48,117,",410",0,1,",000",48,116,",414",17,28,",607",33,77,14,22,2,36,29,113
Kayte Christensen,PHO,F,30,413,30,2,413,48,95,",505",0,1,",000",48,94,",511",24,35,",686",39,80,15,24,13,32,73,120
Andrea Nagy,SAC,G,24,409,24,8,409,12,44,",273",3,14,",214",9,30,",300",7,16,",438",3,29,73,10,4,31,51,34
Brandi McCain,CLE,G,31,392,31,2,392,25,86,",291",21,58,",362",4,28,",143",12,16,",750",4,26,41,11,3,34,29,83
Erin Perperoglou,CHA,F,29,392,29,0,392,33,82,",402",4,11,",364",29,71,",408",25,36,",694",32,91,18,13,15,27,61,95
Taj McWilliams-Franklin,ORL,F-C,13,383,13,12,383,41,82,",500",1,3,",333",40,79,",506",27,31,",871",21,63,13,19,14,22,40,110
Jackie Stiles,POR,G,21,382,21,3,382,43,135,",319",15,44,",341",28,91,",308",24,30,",800",7,18,20,4,0,21,38,125
Bridget Pettis,IND,G,32,375,32,0,375,38,107,",355",9,43,",209",29,64,",453",28,39,",718",17,39,17,8,0,24,22,113
Shaunzinski Gortman,MIN,G,29,369,29,2,369,35,97,",361",14,43,",326",21,54,",389",7,9,",778",16,61,21,13,6,25,42,91
Kristen Veal,PHO,G,23,361,23,10,361,24,79,",304",13,47,",277",11,32,",344",10,13,",769",6,27,41,14,2,42,41,71
Sophia Witherspoon,LAS,G,31,358,31,1,358,49,118,",415",28,67,",418",21,51,",412",35,46,",761",9,29,29,13,2,22,27,161
Nicky McCrimmon,LAS,G,32,356,32,0,356,20,49,",408",4,15,",267",16,34,",471",7,11,",636",9,23,53,22,3,24,22,51
Kelly Schumacher,IND,C,31,352,31,1,352,45,89,",506",0,1,",000",45,88,",511",18,26,",692",18,59,13,7,23,21,49,108
Michele Van Gorp,MIN,C,22,352,22,13,352,41,90,",456",2,7,",286",39,83,",470",16,22,",727",29,64,14,6,11,20,53,100
Janell Burse,MIN,C,31,344,31,2,344,31,83,",373",0,1,",000",31,82,",378",21,36,",583",29,60,7,7,13,18,60,83
Summer Erb,CHA,C,31,342,31,3,342,35,62,",565",0,0,0,35,62,",565",18,25,",720",20,71,10,13,11,35,70,88
Slobodanka Tuvic,PHO,C,26,320,26,1,320,30,77,",390",1,6,",167",29,71,",408",25,32,",781",11,63,11,9,9,31,53,86
Alicia Thompson,IND,F,18,314,18,2,314,39,109,",358",7,29,",241",32,80,",400",12,17,",706",12,42,14,7,2,18,20,97
Susanna Bonfiglio,PHO,G,22,306,22,6,306,43,89,",483",0,6,",000",43,83,",518",19,25,",760",16,37,23,12,0,18,35,105
Tonya Edwards,CHA,G,29,303,29,0,303,36,99,",364",7,25,",280",29,74,",392",33,46,",717",11,41,24,16,2,17,28,112
Jaynetta Saunders,PHO,F,28,302,28,1,302,39,103,",379",0,4,",000",39,99,",394",21,32,",656",10,38,23,9,4,20,23,99
Tonya Massaline,WAS,F,25,291,25,0,291,28,86,",326",6,18,",333",22,68,",324",11,13,",846",27,38,15,3,2,16,6,73
Marlies Askamp,TOT,C,26,287,26,5,287,30,65,",462",0,1,",000",30,64,",469",12,25,",480",30,60,7,12,5,12,34,72
LaQuanda Barksdale,POR,G,17,285,17,3,285,36,101,",356",5,22,",227",31,79,",392",23,26,",885",18,40,12,8,7,23,31,100
Michelle Marciniak,SEA,G,23,280,23,1,280,24,68,",353",2,8,",250",22,60,",367",22,29,",759",8,28,38,11,2,25,33,72
Kelley Gibson,HOU,F-G,29,276,29,2,276,21,55,",382",14,36,",389",7,19,",368",4,6,",667",3,20,14,8,7,21,21,60
Kate Starbird,TOT,F-G,24,274,24,0,274,30,69,",435",7,19,",368",23,50,",460",12,16,",750",3,26,19,15,8,13,35,79
Amy Herrig,UTA,C,28,269,28,3,269,23,53,",434",0,0,0,23,53,",434",22,30,",733",15,57,4,9,14,21,35,68
LaTonya Johnson,UTA,F,28,269,28,1,269,25,76,",329",10,32,",313",15,44,",341",15,20,",750",8,19,10,7,2,15,36,75
Cintia dos Santos,ORL,C,26,260,26,0,260,26,53,",491",0,1,",000",26,52,",500",36,46,",783",15,35,10,4,13,20,48,88
Cass Bauer-Bilodeau,SAC,C,25,233,25,2,233,17,57,",298",0,0,0,17,57,",298",9,15,",600",14,41,1,2,5,25,34,43
Andrea Gardner,UTA,F-C,30,198,30,2,198,18,49,",367",0,0,0,18,49,",367",21,38,",553",29,61,5,3,3,13,35,57
Hamchetou Maiga-Ba,SAC,F,23,197,23,3,197,13,53,",245",0,0,0,13,53,",245",14,30,",467",18,37,9,15,3,23,37,40
Claudia Neves,MIA,G,20,194,20,0,194,11,31,",355",4,21,",190",7,10,",700",11,16,",688",0,7,25,8,0,13,18,37
Carolyn Young,POR,G,19,186,19,0,186,26,74,",351",10,22,",455",16,52,",308",21,24,",875",5,14,12,4,0,18,18,83
Grace Daley,HOU,G,23,185,23,4,185,16,37,",432",2,8,",250",14,29,",483",29,47,",617",13,23,16,3,1,17,15,63
Iziane Castro Marques,MIA,F-G,19,182,19,1,182,24,72,",333",1,17,",059",23,55,",418",17,25,",680",7,17,7,7,0,18,22,66
Lenae Williams,DET,G-F,27,177,27,0,177,30,101,",297",13,54,",241",17,47,",362",0,5,",000",7,19,4,4,0,14,15,73
Tracy Henderson,CLE,C,23,173,23,0,173,16,41,",390",0,0,0,16,41,",390",3,3,"1,000",12,34,3,3,7,18,26,35
Monica Maxwell,IND,F,18,170,18,0,170,14,47,",298",5,17,",294",9,30,",300",2,2,"1,000",12,31,7,7,4,6,16,35
Kelly Santos,DET,F,12,169,12,0,169,16,42,",381",0,0,0,16,42,",381",12,20,",600",12,32,7,3,9,14,20,44
Audrey Sauret,WAS,G,15,165,15,2,165,10,24,",417",1,5,",200",9,19,",474",3,5,",600",3,11,18,8,2,15,12,24
Lindsey Yamasaki,MIA,G-F,15,147,15,0,147,19,43,",442",9,17,",529",10,26,",385",5,10,",500",3,15,9,4,1,10,20,52
Tynesha Lewis,HOU,G,17,145,17,1,145,13,30,",433",3,8,",375",10,22,",455",5,8,",625",6,18,9,3,3,9,18,34
Deanna Jackson,CLE,F,18,143,18,0,143,19,46,",413",0,3,",000",19,43,",442",17,24,",708",10,27,6,2,1,9,11,55
Elisa Aguilar,UTA,G,28,141,28,0,141,14,33,",424",11,21,",524",3,12,",250",4,7,",571",0,11,16,3,2,11,5,43
Tricia Bader Binford,CLE,G,18,132,18,0,132,4,26,",154",1,14,",071",3,12,",250",5,6,",833",1,7,15,6,1,7,3,14
Rebecca Lobo*,HOU,C,21,132,21,0,132,15,32,",469",3,7,",429",12,25,",480",1,4,",250",9,23,12,1,5,11,10,34
Korie Hlede,NYL,G,16,129,16,0,129,11,26,",423",0,1,",000",11,25,",440",4,9,",444",4,16,12,6,2,21,24,26
Jackie Moore,IND,C,18,128,18,2,128,16,38,",421",0,1,",000",16,37,",432",10,14,",714",9,29,3,5,1,14,16,42
Jill Chapman-Daily,DET,C,19,119,19,0,119,10,27,",370",0,1,",000",10,26,",385",2,3,",667",11,26,0,3,2,8,20,22
Camille Cooper,NYL,C,23,119,23,1,119,11,28,",393",0,0,0,11,28,",393",5,8,",625",5,16,3,4,5,10,28,27
Kate Paye,SEA,G,19,114,19,0,114,7,19,",368",6,16,",375",1,3,",333",1,2,",500",2,7,5,3,0,8,18,21
Jamie Redd,SEA,F,10,112,10,0,112,17,34,",500",9,18,",500",8,16,",500",9,12,",750",8,13,7,2,0,7,17,52
Kiesha Brown,WAS,G,18,108,18,0,108,12,35,",343",1,11,",091",11,24,",458",3,3,"1,000",4,12,6,5,0,5,10,28
Stacy Clinesmith,DET,G,12,105,12,0,105,8,21,",381",6,15,",400",2,6,",333",5,6,",833",1,5,17,1,1,6,6,27
Amber Hall,POR,F,20,104,20,0,104,11,24,",458",0,0,0,11,24,",458",8,16,",500",8,26,1,7,1,12,12,30
Maren Walseth,WAS,F,18,104,18,0,104,6,25,",240",1,7,",143",5,18,",278",0,2,",000",7,21,7,2,0,9,8,13
Brandy Reed,PHO,F,5,85,5,4,85,15,41,",366",0,5,",000",15,36,",417",8,11,",727",1,4,4,2,3,8,8,38
Danielle Crockrom,UTA,F,18,84,18,0,84,10,28,",357",0,1,",000",10,27,",370",9,12,",750",6,13,2,0,2,3,8,29
Vedrana Grgin-Fonseca,LAS,F,12,79,12,0,79,12,31,",387",5,12,",417",7,19,",368",2,3,",667",3,8,1,1,0,8,11,31
Kara Wolters,SAC,C,14,78,14,0,78,9,28,",321",0,0,0,9,28,",321",6,10,",600",8,23,3,0,3,6,18,24
Tammy Jackson,HOU,F-C,5,69,5,1,69,3,8,",375",0,0,0,3,8,",375",0,2,",000",7,13,1,3,3,6,7,6
Linda Frohlich,NYL,F-C,16,67,16,0,67,1,10,",100",0,4,",000",1,6,",167",4,4,"1,000",3,13,1,2,0,4,11,6
LaNeishea Caufield,UTA,G,8,65,8,0,65,6,15,",400",5,9,",556",1,6,",167",2,2,"1,000",3,5,1,7,0,8,13,19
Begona Garcia,DET,G,8,64,8,0,64,2,11,",182",2,6,",333",0,5,",000",2,4,",500",0,4,9,3,0,11,8,8
Shalonda Enis,CHA,F-C,4,59,4,0,59,5,18,",278",0,3,",000",5,15,",333",9,9,"1,000",6,9,3,1,2,1,4,19
Takeisha Lewis,SEA,F-C,14,57,14,0,57,4,10,",400",0,1,",000",4,9,",444",10,18,",556",7,24,3,2,0,7,12,18
Val Whiting-Raymond,MIN,C-F,6,52,6,3,52,4,13,",308",0,0,0,4,13,",308",5,12,",417",3,9,5,2,2,4,10,13
Tiffany McCain,ORL,G,16,51,16,0,51,2,10,",200",0,4,",000",2,6,",333",3,4,",750",1,3,2,3,0,3,9,7
Oksana Zakaluzhnaya,TOT,C,8,47,8,0,47,3,9,",333",0,0,0,3,9,",333",2,4,",500",0,3,0,0,1,4,7,8
Danielle McCulley,SEA,C-F,4,43,4,1,43,0,12,",000",0,3,",000",0,9,",000",2,2,"1,000",3,7,1,1,0,2,5,2
Erika de Souza,LAS,F-C,11,41,11,0,41,5,14,",357",0,0,0,5,14,",357",2,10,",200",8,14,2,3,0,6,14,12
Zuzi Klimesova,IND,F,11,39,11,0,39,2,12,",167",0,0,0,2,12,",167",1,1,"1,000",1,5,2,1,1,2,2,5
Trisha Stafford-Odom,MIA,F,6,38,6,0,38,1,6,",167",0,0,0,1,6,",167",6,8,",750",3,6,2,1,0,6,5,8
Keisha Anderson,CHA,G,7,31,7,0,31,3,12,",250",1,4,",250",2,8,",250",0,0,0,2,6,5,0,0,3,4,7
Shanele Stires,MIN,F,9,22,9,0,22,2,4,",500",1,2,",500",1,2,",500",1,2,",500",4,6,1,0,1,2,3,6
Davalyn Cunningham,ORL,F,6,21,6,0,21,0,5,",000",0,0,0,0,5,",000",0,0,0,1,2,0,2,0,1,5,0
Vicki Hall,LAS,F,3,19,3,0,19,2,4,",500",0,1,",000",2,3,",667",3,4,",750",1,2,1,1,0,1,2,7
Tausha Mills,WAS,C,4,17,4,0,17,0,4,",000",0,0,0,0,4,",000",0,2,",000",0,3,0,1,0,2,3,0
Lucienne Berthieu,CLE,F-C,5,16,5,0,16,3,7,",429",0,1,",000",3,6,",500",2,4,",500",3,4,0,0,0,0,5,8
Sheila Lambert,CHA,G,3,16,3,0,16,1,3,",333",0,0,0,1,3,",333",0,0,0,2,3,3,1,0,2,1,2
Jenny Mowe,POR,C,5,16,5,0,16,0,1,",000",0,0,0,0,1,",000",1,2,",500",1,1,0,0,0,1,3,1
Quacy Barnes,PHO,C,2,13,2,0,13,0,7,",000",0,0,0,0,7,",000",3,4,",750",0,1,0,1,2,0,1,3
Shea Mahoney,PHO,F,3,13,3,0,13,2,3,",667",0,1,",000",2,2,"1,000",1,1,"1,000",2,2,1,0,0,1,4,5
Edna Campbell,SAC,G,1,12,1,0,12,2,5,",400",0,2,",000",2,3,",667",0,0,0,0,1,0,1,0,0,0,4
