===== wnba_2008_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Leilani Mitchell,NYL,G,34,518,34,5,518,39,105,",371",19,47,",404",20,58,",345",34,42,",810",14,57,97,17,3,39,43,131
Alison Bales,TOT,C,31,515,31,9,515,44,110,",400",3,8,",375",41,102,",402",28,40,",700",27,124,13,20,43,13,55,119
Tasha Humphrey,TOT,C,30,509,30,23,509,96,206,",466",26,68,",382",70,138,",507",31,39,",795",35,112,31,17,8,45,91,249
Jamie Carey,CON,G,33,499,33,3,499,47,111,",423",34,83,",410",13,28,",464",9,10,",900",4,40,47,8,1,22,24,137
Tiffany Jackson-Jones,NYL,F,25,496,25,0,496,81,157,",516",0,0,0,81,157,",516",46,73,",630",47,143,26,24,8,48,46,208
Sancho Lyttle,HOU,F,27,489,27,9,489,92,158,",582",0,0,0,92,158,",582",38,51,",745",49,166,24,37,26,33,64,222
Kristin Haynie,ATL,G,33,486,33,3,486,30,95,",316",10,32,",313",20,63,",317",24,32,",750",15,56,82,30,4,47,41,94
Sheri Sam,DET,G-F,32,478,32,15,478,34,110,",309",6,21,",286",28,89,",315",18,26,",692",29,91,38,19,3,31,36,92
Sandrine Gruda,CON,F-C,31,476,31,1,476,81,178,",455",0,0,0,81,178,",455",31,57,",544",44,110,28,19,26,41,56,193
Katie Gearlds,SEA,G-F,34,468,34,3,468,59,158,",373",36,92,",391",23,66,",348",17,23,",739",5,44,21,11,3,15,28,171
Katie Mattera,ATL,C,33,462,33,4,462,77,144,",535",0,0,0,77,144,",535",66,88,",750",43,130,10,3,27,58,91,220
Lisa Willis,NYL,G,34,458,34,2,458,59,140,",421",44,94,",468",15,46,",326",29,30,",967",8,58,14,29,5,31,45,191
Sidney Spencer,LAS,G,33,451,33,2,451,63,155,",406",31,81,",383",32,74,",432",17,18,",944",28,62,18,14,4,23,48,174
Sylvia Fowles*,CHI,C,17,430,17,14,430,77,148,",520",0,0,0,77,148,",520",24,41,",585",28,127,5,18,36,38,32,178
Erica White,HOU,G,34,426,34,2,426,25,88,",284",1,7,",143",24,81,",296",70,78,",897",14,47,47,23,3,49,60,121
Raffaella Masciadri,LAS,F,29,412,29,1,412,47,135,",348",16,68,",235",31,67,",463",16,20,",800",15,40,16,8,1,16,35,126
Temeka Johnson,LAS,G,23,393,23,8,393,35,101,",347",0,10,",000",35,91,",385",26,36,",722",12,43,71,24,2,37,38,96
Chelsea Newton,SAC,G,26,393,26,0,393,38,95,",400",2,7,",286",36,88,",409",39,51,",765",13,35,28,30,1,25,56,117
Kristen Rasmussen,MIN,F,31,393,31,0,393,27,72,",375",8,23,",348",19,49,",388",17,23,",739",32,85,27,12,6,19,48,79
Crystal Smith,TOT,G,29,392,29,4,392,39,110,",355",14,38,",368",25,72,",347",29,36,",806",10,28,25,14,2,34,43,121
Shyra Ely-Gash,SEA,F,34,389,34,1,389,47,115,",409",4,11,",364",43,104,",413",15,24,",625",30,90,16,12,5,29,56,113
Erin Thorn,NYL,G,32,380,32,5,380,36,106,",340",19,71,",268",17,35,",486",10,11,",909",2,20,36,7,2,20,22,101
LaToya Sanders,PHO,F-C,29,377,29,7,377,43,96,",448",0,0,0,43,96,",448",42,51,",824",52,102,9,10,44,27,71,128
Tamika Williams,CON,F,34,374,34,1,374,30,72,",417",0,2,",000",30,70,",429",24,41,",585",48,99,13,10,1,26,40,84
Jolene Anderson,CON,G,24,367,24,7,367,35,126,",278",16,69,",232",19,57,",333",11,15,",733",11,58,26,7,1,16,17,97
Mistie Bass,HOU,F,32,365,32,0,365,47,93,",505",0,1,",000",47,92,",511",28,51,",549",36,77,18,13,9,27,32,122
A'Quonesia Franklin,SAC,G,34,351,34,0,351,19,70,",271",6,24,",250",13,46,",283",9,14,",643",5,45,59,16,1,26,44,53
Morenike Atunrase,SAS,G-F,33,348,33,0,348,24,87,",276",12,41,",293",12,46,",261",11,16,",688",16,48,23,16,13,26,21,71
Ashley Battle,NYL,F,34,336,34,0,336,37,98,",378",11,30,",367",26,68,",382",36,50,",720",18,53,24,15,1,28,26,121
Erlana Larkins,NYL,F,27,335,27,0,335,48,94,",511",0,0,0,48,94,",511",33,56,",589",38,73,18,10,7,35,54,129
Ashley Robinson,SEA,C,33,329,33,1,329,13,43,",302",0,0,0,13,43,",302",3,10,",300",29,72,12,12,20,28,62,29
Mwadi Mabika,HOU,G,20,327,20,11,327,30,99,",303",17,62,",274",13,37,",351",15,21,",714",10,37,17,10,0,12,39,92
LaToya Bond,IND,G,32,325,32,1,325,26,90,",289",9,42,",214",17,48,",354",13,16,",813",7,31,27,15,4,33,56,74
Olayinka Sanni,DET,F-C,31,325,31,9,325,41,82,",500",0,1,",000",41,81,",506",24,37,",649",26,64,6,11,7,40,59,106
Elaine Powell,DET,G,16,313,16,16,313,24,49,",490",1,2,",500",23,47,",489",9,12,",750",18,50,35,6,1,18,21,58
Jessica Moore,LAS,F-C,28,309,28,2,309,14,43,",326",0,0,0,14,43,",326",11,16,",688",17,45,17,4,5,17,48,39
Vanessa Hayden,MIN,C,30,304,30,0,304,65,146,",445",0,0,0,65,146,",445",27,44,",614",42,105,12,14,14,26,82,157
Stacey Lovelace,TOT,C,22,302,22,9,302,38,96,",396",12,29,",414",26,67,",388",13,19,",684",21,61,16,18,10,22,40,101
Allison Feaster,IND,F,33,301,33,0,301,30,89,",337",23,75,",307",7,14,",500",2,2,"1,000",9,23,26,5,3,14,23,85
Kasha Terry,TOT,C-F,22,299,22,8,299,37,81,",457",0,0,0,37,81,",457",20,33,",606",28,69,12,10,11,43,55,94
Edwige Lawson-Wade,SAS,G,30,280,30,1,280,36,80,",450",22,47,",468",14,33,",424",6,9,",667",9,31,26,12,0,25,29,100
Erika de Souza,ATL,F-C,12,277,12,8,277,48,82,",585",0,0,0,48,82,",585",16,26,",615",39,79,8,17,21,20,48,112
Roneeka Hodges,HOU,G,15,274,15,6,274,41,97,",423",26,70,",371",15,27,",556",2,2,"1,000",5,29,18,5,3,8,11,110
Cathy Joens,CHI,G-F,26,272,26,0,272,34,91,",374",24,65,",369",10,26,",385",7,8,",875",5,35,14,5,2,23,26,99
Kristen Mann,TOT,F,18,254,18,8,254,19,48,",396",4,9,",444",15,39,",385",5,5,"1,000",10,23,15,9,5,15,23,47
Murriel Page,LAS,F,27,243,27,1,243,16,49,",327",2,8,",250",14,41,",341",8,12,",667",13,35,14,5,1,11,33,42
Quianna Chaney,CHI,G,28,241,28,0,241,23,83,",277",12,50,",240",11,33,",333",10,12,",833",4,28,24,15,3,23,19,68
Tye'sha Fluker,CHI,C,26,231,26,2,231,25,65,",385",1,3,",333",24,62,",387",19,25,",760",11,34,10,6,8,18,40,70
Ketia Swanier,CON,G,25,231,25,6,231,13,47,",277",7,30,",233",6,17,",353",8,10,",800",5,29,26,14,1,20,17,41
Bernadette Ngoyisa,IND,C,31,226,31,1,226,30,63,",476",0,0,0,30,63,",476",23,32,",719",20,53,7,6,7,31,46,83
Sequoia Holmes,HOU,G,17,203,17,3,203,16,62,",258",4,17,",235",12,45,",267",16,22,",727",12,35,11,8,1,14,19,52
LaToya Thomas,TOT,F,20,187,20,0,187,23,53,",434",5,9,",556",18,44,",409",4,9,",444",10,30,4,3,1,20,19,55
Khadijah Whittington,IND,F,22,186,22,0,186,17,44,",386",0,0,0,17,44,",386",9,17,",529",10,34,6,9,11,12,42,43
Bernice Mosby,WAS,F,24,183,24,1,183,20,51,",392",0,0,0,20,51,",392",8,12,",667",17,53,2,2,7,12,20,48
Yuko Oga,PHO,G,23,180,23,0,180,20,57,",351",0,10,",000",20,47,",426",16,17,",941",5,17,14,7,0,22,13,56
Andrea Gardner,WAS,F-C,22,178,22,0,178,22,58,",379",0,0,0,22,58,",379",13,24,",542",23,50,6,3,0,11,26,57
Ann Strother,ATL,G-F,21,160,21,0,160,12,34,",353",7,19,",368",5,15,",333",8,12,",667",5,13,7,5,3,3,17,39
Christi Thomas,LAS,F-C,20,159,20,0,159,12,34,",353",1,6,",167",11,28,",393",4,8,",500",10,40,6,2,8,8,33,29
Jessica Davenport,NYL,C,14,154,14,3,154,28,59,",475",0,0,0,28,59,",475",9,15,",600",12,40,4,4,10,18,27,65
Jennifer Derevjanik,PHO,G,17,145,17,0,145,5,19,",263",1,8,",125",4,11,",364",3,4,",750",5,17,27,2,4,10,17,14
Laurie Koehn,WAS,G,30,144,30,0,144,24,61,",393",23,55,",418",1,6,",167",0,2,",000",4,11,3,0,0,10,9,71
Kim Smith,SAC,F,21,143,21,0,143,12,47,",255",1,12,",083",11,35,",314",8,12,",667",5,14,5,7,2,9,22,33
Amber Jacobs,TOT,G,11,143,11,3,143,6,23,",261",5,15,",333",1,8,",125",3,4,",750",2,9,17,3,0,16,14,20
Shay Murphy,TOT,G,17,138,17,3,138,14,48,",292",5,20,",250",9,28,",321",4,6,",667",13,26,8,6,2,11,19,37
Kelly Santos,SEA,F,22,134,22,1,134,16,41,",390",0,0,0,16,41,",390",15,23,",652",10,28,5,4,2,10,26,47
Brooke Smith,PHO,F-C,10,134,10,0,134,16,28,",571",0,0,0,16,28,",571",9,13,",692",10,36,9,2,3,9,29,41
Navonda Moore,MIN,G,16,125,16,0,125,15,47,",319",3,9,",333",12,38,",316",15,27,",556",7,15,5,4,3,3,18,48
Sandora Irvin,SAS,F,21,116,21,0,116,9,28,",321",1,4,",250",8,24,",333",7,11,",636",10,36,2,3,5,7,19,26
Sherill Baker,IND,G,13,110,13,0,110,12,37,",324",0,1,",000",12,36,",333",25,34,",735",7,22,15,9,1,11,15,49
Svetlana Abrosimova,CON,F,6,107,6,0,107,11,36,",306",2,12,",167",9,24,",375",10,12,",833",3,20,12,8,0,11,13,34
Allie Quigley,PHO,G,14,100,14,0,100,13,39,",333",2,11,",182",11,28,",393",1,2,",500",6,11,4,6,1,6,9,29
Kimberly Beck,SEA,G,17,93,17,0,93,4,9,",444",4,6,",667",0,3,",000",5,6,",833",2,12,6,4,2,4,7,17
Kelly Schumacher,DET,C,7,89,7,0,89,6,16,",375",0,2,",000",6,14,",429",2,2,"1,000",4,20,5,2,3,8,13,14
Erin Phillips,CON,G,8,86,8,0,86,13,28,",464",6,12,",500",7,16,",438",9,11,",818",9,17,3,4,1,6,7,41
Chioma Nnamaka,ATL,G,12,84,12,0,84,6,26,",231",2,11,",182",4,15,",267",2,3,",667",6,12,2,5,0,4,11,16
Krystal Vaughn,WAS,F,15,78,15,0,78,3,19,",158",0,2,",000",3,17,",176",6,10,",600",4,15,0,2,2,10,6,12
La'Tangela Atkinson,SAC,G-F,5,73,5,1,73,6,16,",375",0,1,",000",6,15,",400",2,4,",500",3,14,8,5,2,10,5,14
Olympia Scott,PHO,C,6,69,6,0,69,8,22,",364",0,0,0,8,22,",364",0,0,0,2,19,3,1,6,6,23,16
Doneeka Lewis,IND,G,8,56,8,0,56,7,20,",350",2,7,",286",5,13,",385",0,0,0,2,6,2,3,1,6,2,16
Ashley Shields,TOT,G,10,56,10,0,56,8,29,",276",3,11,",273",5,18,",278",5,8,",625",0,3,3,2,0,7,6,24
DeMya Walker,SAC,F,7,52,7,0,52,5,11,",455",0,0,0,5,11,",455",1,2,",500",4,6,1,5,0,10,10,11
Charel Allen,SAC,G,6,49,6,0,49,7,16,",438",2,6,",333",5,10,",500",0,0,0,2,6,3,1,0,6,5,16
Kendra Wecker,WAS,F,9,48,9,0,48,2,17,",118",1,7,",143",1,10,",100",0,0,0,4,11,7,3,0,7,5,5
Latasha Byears,HOU,G-F,11,46,11,0,46,8,17,",471",0,0,0,8,17,",471",2,3,",667",5,12,1,3,0,1,16,18
Megan Duffy,NYL,G,6,45,6,0,45,2,6,",333",1,4,",250",1,2,",500",6,6,"1,000",0,2,3,0,0,5,6,11
Willnett Crockett,PHO,F,5,41,5,1,41,3,8,",375",0,0,0,3,8,",375",3,5,",600",4,11,0,4,1,1,14,9
Brooke Queenan,CHI,F,8,36,8,0,36,1,8,",125",0,2,",000",1,6,",167",0,0,0,1,4,2,0,0,5,5,2
Kristen O'Neill,SEA,G-F,11,31,11,0,31,0,4,",000",0,2,",000",0,2,",000",0,0,0,0,3,1,0,0,1,4,0
Sharnee Zoll,MIN,G,6,30,6,0,30,2,8,",250",1,3,",333",1,5,",200",5,6,",833",1,3,3,1,0,3,2,10
Margo Dydek,LAS,C,2,14,2,0,14,2,5,",400",0,0,0,2,5,",400",0,0,0,2,3,0,0,0,0,0,4
Kamela Gissendanner,LAS,F,2,14,2,0,14,0,4,",000",0,1,",000",0,3,",000",0,0,0,2,2,0,0,0,1,2,0
Danielle Page,CON,F,3,12,3,0,12,3,5,",600",0,0,0,3,5,",600",0,0,0,2,6,0,0,0,2,3,6
Leah Rush,CHI,F,2,12,2,0,12,0,2,",000",0,1,",000",0,1,",000",3,4,",750",0,0,0,0,0,2,4,3
Marcedes Walker,HOU,C,2,11,2,0,11,0,4,",000",0,0,0,0,4,",000",0,2,",000",5,7,1,0,1,4,3,0
Chrissy Givens,DET,G,3,10,3,0,10,0,2,",000",0,0,0,0,2,",000",2,2,"1,000",0,0,2,0,0,2,2,2
Nancy Lieberman*,DET,G,1,9,1,0,9,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,2,0,0,2,0,0
Florina Pascalau,SEA,C,3,9,3,0,9,0,1,",000",0,0,0,0,1,",000",0,0,0,1,1,0,0,0,1,1,0
Adrianne Ross,SAS,G,4,7,4,0,7,0,2,",000",0,0,0,0,2,",000",2,2,"1,000",0,1,0,0,0,0,2,2
Val Berezhynska,SAS,C,2,6,2,0,6,0,2,",000",0,1,",000",0,1,",000",0,0,0,0,0,0,0,0,0,2,0
Wanisha Smith,DET,G,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brittany Wilkins,SAS,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2008_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Katie Smith*,DET,G,34,1152,34,34,"33,9","4,6","12,1",",383","2,2","6,2",",360","2,4","5,9",",407","3,2","3,6",",887","0,3","2,8","4,0","0,9","0,1","2,4","2,1","14,7"
Deanna Nolan,DET,G-F,34,1144,34,34,"33,6","6,4","13,7",",465","1,3","3,4",",374","5,1","10,3",",494","1,9","2,1",",863","0,8","3,9","4,4","1,2","0,3","2,1","2,0","15,8"
Katie Douglas,IND,G-F,33,1134,33,33,"34,4","5,2","13,9",",371","1,7","5,3",",324","3,4","8,5",",401","3,6","4,5",",799","1,2","4,1","3,2","1,6","0,3","3,0","1,6","15,6"
