===== wnba_2000_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Elena Tornikidou,DET,F,32,869,32,32,869,122,241,",506",1,8,",125",121,233,",519",85,93,",914",41,110,82,29,13,68,73,330
Ruthie Bolton,SAC,G,29,868,29,29,868,133,368,",361",50,160,",313",83,208,",399",64,84,",762",42,106,57,34,1,45,60,380
Astou Ndiaye-Diatta,DET,F,32,868,32,32,868,158,333,",474",1,6,",167",157,327,",480",29,51,",569",65,187,40,23,22,63,86,346
Korie Hlede,UTA,G,31,867,31,31,867,118,260,",454",25,58,",431",93,202,",460",51,70,",729",25,93,92,38,4,76,84,312
Stacey Thomas,POR,F,32,863,32,31,863,58,163,",356",3,12,",250",55,151,",364",44,74,",595",48,126,101,54,15,68,93,163
Rhonda Mapp,CHA,C,30,856,30,30,856,138,300,",460",8,22,",364",130,278,",468",73,88,",830",60,205,64,30,24,59,112,357
Kristin Folkl,MIN,F,32,845,32,20,845,86,191,",450",4,19,",211",82,172,",477",66,94,",702",38,154,67,23,22,50,80,242
Vanessa Nygaard,POR,F,32,843,32,28,843,91,209,",435",30,90,",333",61,119,",513",41,54,",759",50,121,30,17,5,38,98,253
Becky Hammon*,NYL,G,32,835,32,16,835,119,252,",472",52,141,",369",67,111,",604",61,69,",884",19,64,58,29,1,62,55,351
Jennifer Gillom,PHO,F-C,30,826,30,30,826,139,316,",440",19,69,",275",120,247,",486",79,106,",745",31,116,45,21,29,59,91,376
Debbie Black,MIA,G,32,820,32,32,820,57,150,",380",9,42,",214",48,108,",444",29,42,",690",23,92,98,58,1,50,86,152
Cintia dos Santos,ORL,C,32,820,32,31,820,94,222,",423",0,1,",000",94,221,",425",40,57,",702",35,124,38,16,63,54,111,228
Ukari Figgs,LAS,G,32,803,32,32,803,66,153,",431",29,82,",354",37,71,",521",54,65,",831",14,55,127,21,3,43,53,215
Mery Andrade,CLE,F,32,797,32,18,797,89,195,",456",27,75,",360",62,120,",517",60,80,",750",32,95,75,41,10,65,91,265
Tully Bevilaqua,POR,G,32,796,32,32,796,40,112,",357",17,60,",283",23,52,",442",56,72,",778",19,95,89,41,6,66,92,153
Kara Wolters,IND,C,31,793,31,30,793,148,264,",561",0,0,0,148,264,",561",74,100,",740",46,164,39,12,49,73,99,370
Alicia Thompson,IND,F,31,792,31,26,792,131,255,",514",18,40,",450",113,215,",526",30,42,",714",48,157,41,24,4,53,85,310
Keitha Dickerson,MIN,F,32,791,32,29,791,54,142,",380",0,2,",000",54,140,",386",34,45,",756",31,141,59,37,2,70,107,142
Dominique Canty,DET,G,28,784,28,27,784,83,203,",409",0,5,",000",83,198,",419",91,131,",695",31,70,82,49,5,51,64,257
Margo Dydek,UTA,C,32,775,32,32,775,105,236,",445",2,14,",143",103,222,",464",82,103,",796",29,175,51,18,96,82,114,294
Lisa Harrison,PHO,F,31,750,31,20,750,81,154,",526",8,12,",667",73,142,",514",30,37,",811",38,121,36,30,4,22,62,200
Michelle Brogan,PHO,F,28,725,28,23,725,70,137,",511",8,25,",320",62,112,",554",63,79,",797",40,111,49,30,6,36,88,211
Crystal Robinson,NYL,F,27,722,27,14,722,86,201,",428",36,102,",353",50,99,",505",30,33,",909",26,68,48,23,10,33,74,238
Gordana Grubin,IND,G,29,720,29,20,720,90,239,",377",28,91,",308",62,148,",419",31,40,",775",20,76,63,31,0,60,47,239
Quacy Barnes,SEA,C,31,705,31,23,705,89,213,",418",1,9,",111",88,204,",431",30,56,",536",27,84,33,19,33,62,103,209
Suzie McConnell Serio,CLE,G,32,705,32,32,705,58,140,",414",38,97,",392",20,43,",465",19,25,",760",9,50,119,15,1,69,30,173
Andrea Nagy,WAS,G,23,694,23,23,694,31,79,",392",14,39,",359",17,40,",425",21,26,",808",10,63,118,17,8,55,55,97
Tamika Whitmore,NYL,F,32,689,32,16,689,109,253,",431",0,3,",000",109,250,",436",59,84,",702",34,105,20,17,17,53,102,277
Tiffani Johnson,HOU,C,31,687,31,29,687,48,100,",480",0,0,0,48,100,",480",35,50,",700",59,147,10,10,16,17,86,131
Sue Wicks,NYL,F,32,680,32,12,680,55,143,",385",1,5,",200",54,138,",391",45,62,",726",49,149,21,26,39,50,78,156
Rushia Brown,CLE,F,30,679,30,22,679,93,187,",497",1,2,",500",92,185,",497",66,78,",846",54,124,44,38,13,59,81,253
Charlotte Smith,CHA,F,30,659,30,7,659,56,159,",352",24,76,",316",32,83,",386",20,25,",800",29,106,55,15,17,48,88,156
Simone Edwards,SEA,C,29,645,29,7,645,83,182,",456",0,0,0,83,182,",456",50,80,",625",38,107,22,16,10,44,57,216
Claudia Neves,DET,G,30,636,30,20,636,63,166,",380",28,92,",304",35,74,",473",25,30,",833",8,35,59,31,1,56,31,179
Stephanie White,IND,G-F,32,635,32,12,635,66,166,",398",27,70,",386",39,96,",406",71,86,",826",14,60,57,31,6,47,49,230
Tracy Reid,CHA,F,29,620,29,17,620,86,180,",478",0,2,",000",86,178,",483",39,72,",542",45,100,29,14,9,51,47,211
Edwina Brown,DET,G-F,32,619,32,7,619,60,169,",355",1,4,",250",59,165,",358",67,80,",838",36,88,72,24,5,68,77,188
Marla Brumfield,MIN,G,32,613,32,17,613,47,101,",465",1,9,",111",46,92,",500",29,42,",690",22,60,42,22,2,40,70,124
Shantia Owens,MIA,F,31,605,31,16,605,51,131,",389",0,0,0,51,131,",389",29,54,",537",47,97,21,11,26,54,95,131
Ann Wauters,CLE,C,32,598,32,0,598,78,149,",523",0,2,",000",78,147,",531",43,58,",741",47,129,37,21,24,63,75,199
Bridget Pettis,PHO,G,32,583,32,6,583,60,168,",357",20,75,",267",40,93,",430",49,61,",803",19,60,46,31,4,39,62,189
Grace Daley,MIN,G,30,577,30,4,577,57,147,",388",17,56,",304",40,91,",440",42,65,",646",32,72,57,12,0,50,49,173
Vicki Hall,CLE,F,32,577,32,10,577,59,158,",373",10,42,",238",49,116,",422",22,34,",647",24,92,24,17,8,25,60,150
Tiffany Travis,CHA,F,32,574,32,12,574,70,158,",443",12,25,",480",58,133,",436",21,28,",750",24,81,26,31,4,32,74,173
Andrea Garner,SEA,F-C,32,560,32,19,560,37,115,",322",1,2,",500",36,113,",319",24,38,",632",42,97,25,27,10,43,44,99
Jennifer Azzi,UTA,G,15,559,15,15,559,47,104,",452",10,24,",417",37,80,",463",40,43,",930",5,41,92,12,5,28,43,144
Helen Darling,CLE,G,32,556,32,0,556,47,150,",313",13,38,",342",34,112,",304",48,65,",738",24,63,65,37,5,67,52,155
Michelle Marciniak,POR,G,32,537,32,0,537,58,154,",377",18,54,",333",40,100,",400",43,75,",573",11,59,73,37,6,67,79,177
Latasha Byears,SAC,G-F,32,521,32,0,521,75,143,",524",1,2,",500",74,141,",525",30,49,",612",42,122,21,30,5,35,72,181
Charmin Smith,SEA,G,32,516,32,3,516,16,56,",286",10,32,",313",6,24,",250",10,18,",556",14,47,53,16,3,32,52,52
Edna Campbell,SEA,G,16,510,16,16,510,84,215,",391",13,49,",265",71,166,",428",41,58,",707",8,34,37,19,4,40,35,222
Michelle Cleary,PHO,G,24,509,24,7,509,14,45,",311",10,30,",333",4,15,",267",19,27,",704",12,37,77,34,2,14,36,59
Dalma Ivanyi,UTA,G,27,489,27,16,489,30,96,",313",12,43,",279",18,53,",340",21,28,",750",12,54,63,25,3,50,67,93
Kamila Vodichkova,SEA,F-C,23,489,23,19,489,68,171,",398",4,20,",200",64,151,",424",60,78,",769",28,97,22,13,12,57,63,200
Nicky McCrimmon,LAS,G,32,488,32,0,488,39,77,",506",16,33,",485",23,44,",523",7,14,",500",9,32,65,29,8,48,41,101
LaTonya Johnson,UTA,F,29,481,29,6,481,52,129,",403",12,36,",333",40,93,",430",28,43,",651",14,52,26,12,2,34,65,144
Milena Flores,MIA,G,32,474,32,0,474,34,112,",304",18,61,",295",16,51,",314",26,42,",619",6,23,49,23,3,48,36,112
Michelle Edwards,TOT,G,23,472,23,13,472,55,153,",359",6,35,",171",49,118,",415",23,35,",657",7,36,41,14,5,42,32,139
Allison Feaster,LAS,F,32,469,32,0,469,60,167,",359",22,85,",259",38,82,",463",60,72,",833",36,85,33,23,2,35,47,202
Kristen Rasmussen,TOT,F,26,463,26,7,463,35,100,",350",2,7,",286",33,93,",355",54,64,",844",45,98,28,25,14,30,49,126
Lynn Pride,POR,G-F,32,462,32,1,462,41,118,",347",3,9,",333",38,109,",349",29,42,",690",22,61,40,16,9,33,59,114
Maylana Martin,MIN,C-F,30,456,30,13,456,54,118,",458",5,19,",263",49,99,",495",19,32,",594",25,67,21,17,13,29,81,132
Danielle McCulley,IND,C-F,29,456,29,2,456,63,153,",412",3,17,",176",60,136,",441",46,63,",730",45,82,19,16,22,37,63,175
Eva Nemcova,CLE,F,14,443,14,14,443,67,164,",409",29,71,",408",38,93,",409",22,24,",917",9,41,23,15,8,27,29,185
Jennifer Rizzotti,HOU,G,32,437,32,2,437,21,55,",382",12,39,",308",9,16,",563",6,9,",667",6,36,44,15,2,26,38,60
Keisha Anderson,WAS,G,30,434,30,9,434,29,68,",426",3,8,",375",26,60,",433",14,18,",778",12,46,75,25,3,47,53,75
Anna DeForge,DET,G,27,433,27,10,433,51,126,",405",18,56,",321",33,70,",471",25,32,",781",9,47,47,27,4,33,34,145
Kisha Ford,MIA,G-F,28,424,28,0,424,33,108,",306",1,4,",250",32,104,",308",35,61,",574",32,62,21,32,1,27,65,102
Jurgita Streimikyte,IND,F,27,424,27,6,424,46,117,",393",2,6,",333",44,111,",396",27,35,",771",25,71,44,16,23,32,67,121
Clarisse Machanguana,LAS,C-F,31,421,31,1,421,48,83,",578",0,1,",000",48,82,",585",14,25,",560",20,72,18,13,4,19,66,110
Carla McGhee,ORL,F,32,408,32,0,408,30,83,",361",0,3,",000",30,80,",375",27,39,",692",27,64,23,21,5,31,58,87
Kate Paye,MIN,G,28,408,28,12,408,19,58,",328",12,41,",293",7,17,",412",6,9,",667",3,30,38,8,6,28,49,56
Sharon Manning,MIA,F-C,24,403,24,9,403,44,92,",478",1,2,",500",43,90,",478",14,26,",538",41,100,17,23,4,39,59,103
Lady Grooms,SAC,F,30,401,30,3,401,39,88,",443",0,1,",000",39,87,",448",46,61,",754",27,44,13,10,3,21,27,124
Cass Bauer-Bilodeau,CHA,C,29,398,29,18,398,29,72,",403",0,1,",000",29,71,",408",18,21,",857",20,56,14,8,3,28,72,76
Jamie Redd,SEA,F,26,387,26,8,387,49,125,",392",18,52,",346",31,73,",425",24,34,",706",18,45,16,19,1,35,53,140
Robin Threatt-Elliott,SEA,G,20,377,20,7,377,60,157,",382",12,37,",324",48,120,",400",23,35,",657",10,32,18,13,3,30,36,155
Olympia Scott,DET,C,28,369,28,0,369,37,89,",416",0,2,",000",37,87,",425",26,40,",650",28,80,28,12,10,45,83,100
Adrian Williams-Strong,PHO,C-F,28,351,28,2,351,29,72,",403",0,0,0,29,72,",403",20,38,",526",24,71,16,14,4,29,42,78
Elaine Powell,ORL,G,20,347,20,1,347,26,66,",394",3,9,",333",23,57,",404",17,22,",773",17,50,42,12,1,30,21,72
Amy Herrig,UTA,C,25,341,25,0,341,36,75,",480",0,1,",000",36,74,",486",19,31,",613",26,59,20,7,5,29,41,91
Kate Starbird,UTA,F-G,29,340,29,0,340,39,109,",358",5,23,",217",34,86,",395",34,42,",810",12,33,30,13,11,29,32,117
Tammy Jackson,HOU,F-C,29,339,29,1,339,35,61,",574",0,0,0,35,61,",574",6,11,",545",18,61,11,12,9,24,62,76
Andrea Lloyd-Curry,MIN,F,14,333,14,2,333,26,68,",382",11,32,",344",15,36,",417",12,17,",706",14,43,22,12,2,24,32,75
Stacey Lovelace,SEA,C,23,324,23,1,324,36,103,",350",2,9,",222",34,94,",362",25,31,",806",19,57,16,13,2,35,42,99
Shalonda Enis,CHA,F-C,12,323,12,9,323,41,104,",394",11,32,",344",30,72,",417",46,60,",767",21,45,10,10,1,16,30,139
Chantel Tremitiere,IND,G,25,318,25,3,318,18,51,",353",4,9,",444",14,42,",333",10,16,",625",6,31,51,10,1,30,30,50
Alisa Burras,POR,C,21,314,21,4,314,64,109,",587",0,0,0,64,109,",587",31,41,",756",20,74,6,3,7,36,36,159
DeMya Walker,POR,F,30,311,30,1,311,35,88,",398",0,2,",000",35,86,",407",22,47,",468",29,47,19,17,7,35,69,92
Katy Steding,SAC,F,29,309,29,0,309,36,95,",379",17,53,",321",19,42,",452",2,7,",286",11,39,14,11,10,17,22,91
Tausha Mills,WAS,C,31,295,31,0,295,46,105,",438",0,0,0,46,105,",438",38,51,",745",39,80,9,10,8,37,71,130
Naomi Mulitauaopele,UTA,C,22,291,22,3,291,41,69,",594",2,3,",667",39,66,",591",15,20,",750",12,34,6,4,6,30,37,99
Stacy Clinesmith,SAC,G,26,285,26,2,285,20,57,",351",12,41,",293",8,16,",500",14,17,",824",7,30,49,12,1,25,19,66
Charisse Sampson,SEA,G,21,280,21,6,280,22,47,",468",9,23,",391",13,24,",542",25,28,",893",14,41,11,18,6,14,37,78
Summer Erb,CHA,C,29,275,29,0,275,32,73,",438",0,1,",000",32,72,",444",28,43,",651",26,63,10,8,6,17,68,92
Markita Aldridge,WAS,G,29,272,29,0,272,25,54,",463",6,12,",500",19,42,",452",7,22,",318",8,24,28,9,4,27,30,63
Joy Holmes-Harris,DET,F,29,271,29,0,271,33,70,",471",4,11,",364",29,59,",492",21,30,",700",17,45,14,11,4,16,36,91
Tamicha Jackson,DET,G,17,267,17,0,267,41,106,",387",8,32,",250",33,74,",446",26,35,",743",8,25,36,22,0,21,30,116
Oksana Zakaluzhnaya,DET,C,23,258,23,0,258,38,73,",521",3,7,",429",35,66,",530",10,11,",909",15,46,2,5,13,19,45,89
Katrina Hibbert,SEA,G-F,20,240,20,6,240,19,59,",322",8,31,",258",11,28,",393",7,9,",778",8,30,18,7,1,17,22,53
Coquese Washington,HOU,G,25,236,25,0,236,12,33,",364",3,15,",200",9,18,",500",16,20,",800",3,19,24,16,0,19,19,43
Jameka Jones,MIA,G,21,233,21,0,233,25,95,",263",7,35,",200",18,60,",300",13,18,",722",10,22,10,8,0,25,40,70
Stacy Frese,UTA,G,21,222,21,0,222,10,30,",333",9,26,",346",1,4,",250",33,36,",917",4,18,17,4,0,14,14,62
Tiffany McCain,ORL,G,25,214,25,0,214,15,49,",306",5,22,",227",10,27,",370",16,18,",889",2,11,5,3,1,9,18,51
E.C. Hill,CHA,G,26,213,26,0,213,16,56,",286",5,22,",227",11,34,",324",2,5,",400",8,23,14,5,1,25,33,39
Angie Braziel,CHA,F,22,203,22,3,203,19,49,",388",0,0,0,19,49,",388",13,19,",684",16,34,5,5,0,17,24,51
Tricia Bader Binford,CLE,G,25,201,25,0,201,17,48,",354",8,24,",333",9,24,",375",5,6,",833",2,11,21,17,1,18,16,47
Michele Van Gorp,POR,C,28,199,28,1,199,25,50,",500",0,0,0,25,50,",500",19,35,",543",16,42,5,3,4,30,37,69
Beth Cunningham,WAS,G,21,198,21,0,198,17,68,",250",9,37,",243",8,31,",258",16,19,",842",4,21,12,2,0,12,23,59
Umeki Webb,MIA,G-F,13,195,13,5,195,10,40,",250",2,8,",250",8,32,",250",21,25,",840",3,14,14,7,4,23,29,43
La'Keshia Frett,LAS,F,25,187,25,0,187,14,51,",275",0,1,",000",14,50,",280",12,16,",750",8,24,6,7,6,13,10,40
Vedrana Grgin-Fonseca,LAS,F,18,183,18,0,183,17,62,",274",1,17,",059",16,45,",356",14,23,",609",9,23,12,3,1,14,17,49
Michele Timms*,PHO,G,8,176,8,8,176,11,30,",367",4,17,",235",7,13,",538",4,4,"1,000",2,16,18,15,2,18,22,30
Jamie Cassidy,MIA,C,22,175,22,0,175,20,55,",364",4,8,",500",16,47,",340",30,43,",698",7,23,9,5,2,13,17,74
Tara Williams,POR,G,26,174,26,0,174,31,69,",449",14,41,",341",17,28,",607",4,8,",500",5,17,13,8,2,10,26,80
Jannon Roland,ORL,F,21,173,21,0,173,13,37,",351",3,10,",300",10,27,",370",4,8,",500",7,17,8,6,0,19,16,33
Amaya Valdemoro,HOU,F,22,171,22,0,171,20,60,",333",11,29,",379",9,31,",290",6,6,"1,000",3,21,13,8,4,13,21,57
Maria Stepanova,PHO,C,15,170,15,1,170,24,54,",444",0,0,0,24,54,",444",9,15,",600",15,48,8,4,9,22,42,57
Shea Mahoney,NYL,F,15,158,15,3,158,11,38,",289",1,5,",200",10,33,",303",4,8,",500",10,30,4,2,1,5,14,27
Jessie Hicks,ORL,C-F,26,157,26,1,157,10,23,",435",0,0,0,10,23,",435",18,29,",621",13,26,4,2,7,17,33,38
Marina Ferragut,NYL,F,23,154,23,4,154,23,53,",434",3,10,",300",20,43,",465",1,2,",500",4,17,4,0,2,11,34,50
Elena Shakirova,HOU,C,14,150,14,0,150,13,30,",433",2,12,",167",11,18,",611",29,33,",879",14,31,4,5,2,7,12,57
Dena Head,PHO,G,17,149,17,1,149,8,22,",364",1,7,",143",7,15,",467",10,16,",625",5,18,15,4,0,11,17,27
Rankica Sarenac,PHO,C,20,142,20,0,142,23,44,",523",1,1,"1,000",22,43,",512",17,27,",630",11,30,8,0,1,17,30,64
Monica Lamb,HOU,C,13,140,13,2,140,10,20,",500",0,0,0,10,20,",500",6,12,",500",5,26,3,2,4,4,23,26
Cindy Blodgett,SAC,G,20,133,20,0,133,20,50,",400",8,28,",286",12,22,",545",4,6,",667",1,9,3,8,1,13,9,52
Barbara Farris,DET,F-C,14,130,14,2,130,15,30,",500",0,1,",000",15,29,",517",15,27,",556",16,32,2,6,1,14,30,45
Texlin Quinney,IND,F,17,118,17,0,118,6,14,",429",0,0,0,6,14,",429",3,5,",600",11,16,15,4,0,10,12,15
Shanele Stires,MIN,F,21,117,21,0,117,13,29,",448",5,10,",500",8,19,",421",4,6,",667",6,14,7,6,0,14,22,35
Tonya Massaline,WAS,F,19,103,19,0,103,8,29,",276",6,14,",429",2,15,",133",4,6,",667",6,14,5,2,0,4,4,26
Sonja Tate,MIN,G,8,94,8,0,94,10,22,",455",6,11,",545",4,11,",364",1,2,",500",6,13,5,3,0,7,13,27
Niesa Johnson,CHA,G,6,78,6,0,78,9,17,",529",2,5,",400",7,12,",583",6,6,"1,000",0,4,11,4,0,9,3,26
Katryna Gaither,TOT,C,15,78,15,0,78,5,15,",333",0,0,0,5,15,",333",10,10,"1,000",8,20,5,4,1,5,10,20
Kelley Gibson,HOU,F-G,17,76,17,0,76,7,19,",368",3,7,",429",4,12,",333",7,8,",875",4,12,2,1,0,4,11,24
Jessica Bibby,NYL,G,17,69,17,0,69,3,18,",167",2,6,",333",1,12,",083",11,13,",846",3,5,11,3,0,12,9,19
Donna Harrington,IND,F,8,67,8,0,67,1,6,",167",0,0,0,1,6,",167",6,10,",600",4,9,5,2,1,11,16,8
Paige Sauer,LAS,C,12,66,12,0,66,8,14,",571",0,0,0,8,14,",571",4,5,",800",3,16,3,2,1,6,10,20
Heather Owen,WAS,F-C,11,60,11,0,60,1,4,",250",0,0,0,1,4,",250",0,0,0,2,9,2,0,0,3,12,2
Pollyanna Johns Kimbrough,CLE,C,12,57,12,0,57,5,10,",500",0,0,0,5,10,",500",7,12,",583",7,14,2,0,1,8,9,17
Larecha Jones,CHA,G-F,9,54,9,0,54,8,19,",421",2,6,",333",6,13,",462",1,2,",500",0,5,2,0,1,4,5,19
Tanja Kostic,MIA,F,5,46,5,0,46,3,9,",333",0,0,0,3,9,",333",1,2,",500",3,5,4,2,0,7,6,7
Romana Hamzova,ORL,G,15,43,15,0,43,2,11,",182",0,3,",000",2,8,",250",3,6,",500",1,3,5,5,0,4,4,7
Linda Burgess,SAC,F,5,41,5,0,41,3,15,",200",0,0,0,3,15,",200",6,9,",667",7,17,2,1,0,4,8,12
Jamila Wideman,POR,G,5,35,5,0,35,0,2,",000",0,0,0,0,2,",000",0,0,0,2,4,2,2,0,6,3,0
Michelle Campbell,WAS,C,5,22,5,0,22,2,5,",400",0,0,0,2,5,",400",2,2,"1,000",0,2,1,0,1,3,2,6
Rhonda Banchero,SAC,C,9,21,9,0,21,2,7,",286",0,2,",000",2,5,",400",2,4,",500",2,3,1,0,0,2,3,6
Usha Gilmore,IND,G,4,21,4,0,21,1,5,",200",0,1,",000",1,4,",250",0,0,0,3,5,2,0,0,4,6,2
Olga Firsova,NYL,C,9,19,9,0,19,4,10,",400",0,1,",000",4,9,",444",4,5,",800",0,4,1,0,1,2,8,12
Nicole Kubik,PHO,G,4,19,4,0,19,1,3,",333",0,1,",000",1,2,",500",4,4,"1,000",0,2,2,0,0,3,4,6
Adia Barnes,CLE,F,5,18,5,0,18,3,5,",600",0,1,",000",3,4,",750",2,4,",500",2,2,4,0,0,2,2,8
Venus Lacy,NYL,C,2,18,2,2,18,2,5,",400",0,0,0,2,5,",400",2,4,",500",1,5,0,0,0,2,0,6
Angela Aycock,TOT,G,4,13,4,0,13,0,3,",000",0,2,",000",0,1,",000",0,0,0,1,5,4,0,0,0,3,0
LaCharlotte Smith,ORL,G,3,12,3,0,12,2,3,",667",0,1,",000",2,2,"1,000",1,1,"1,000",1,2,1,2,0,2,2,5
Alessandra Santos de Oliveira,IND,C,3,11,3,0,11,1,1,"1,000",0,0,0,1,1,"1,000",1,6,",167",0,3,0,0,0,2,3,3
Amanda Wilson,PHO,F,3,9,3,0,9,0,1,",000",0,0,0,0,1,",000",2,4,",500",0,1,1,0,0,0,2,2
