===== wnba_2005_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Katie Douglas,CON,G-F,32,998,32,32,998,119,288,",413",31,110,",282",88,178,",494",82,106,",774",45,130,94,48,4,54,57,351
Dominique Canty,HOU,G,33,997,33,32,997,95,238,",399",0,4,",000",95,234,",406",80,110,",727",25,108,101,29,2,67,75,270
Nicole Powell,SAC,F,34,988,34,34,988,120,317,",379",66,159,",415",54,158,",342",58,72,",806",32,124,62,39,16,44,83,364
Temeka Johnson,WAS,G,34,973,34,34,973,125,273,",458",13,43,",302",112,230,",487",52,66,",788",13,104,177,44,1,88,99,315
Crystal Robinson,NYL,F,32,969,32,31,969,85,224,",379",34,107,",318",51,117,",436",30,38,",789",29,100,58,21,5,38,86,234
Michelle Snow,HOU,C,33,966,33,33,966,152,276,",551",0,0,0,152,276,",551",92,130,",708",68,225,40,20,38,65,120,396
Yolanda Griffith*,SAC,C-F,34,962,34,33,962,173,357,",485",0,0,0,173,357,",485",123,174,",707",87,223,52,42,31,68,98,469
Elena Baranova,NYL,F,33,953,33,33,953,104,236,",441",33,85,",388",71,151,",470",47,55,",855",39,227,59,25,46,59,79,288
Cheryl Ford,DET,F,33,932,33,33,932,120,279,",430",0,0,0,120,279,",430",73,150,",487",113,322,26,33,46,69,143,313
Ticha Penicheiro,SAC,G,34,927,34,33,927,54,172,",314",8,41,",195",46,131,",351",79,100,",790",8,97,149,48,6,67,64,195
Tamika Whitmore,LAS,F,34,917,34,34,917,115,265,",434",5,19,",263",110,246,",447",92,106,",868",54,143,42,33,14,57,110,327
Dawn Staley*,TOT,G,33,905,33,26,905,63,159,",396",21,56,",375",42,103,",408",32,40,",800",9,70,149,36,1,54,70,179
Tammy Sutton-Brown,CHA,C,34,887,34,33,887,111,218,",509",0,0,0,111,218,",509",96,141,",681",64,179,14,30,37,69,138,318
Wendy Palmer,SAS,F,34,882,34,29,882,125,242,",517",24,56,",429",101,186,",543",52,70,",743",53,193,33,20,7,42,74,326
Iziane Castro Marques,SEA,F-G,33,879,33,32,879,93,242,",384",24,72,",333",69,170,",406",59,73,",808",23,97,49,18,4,59,73,269
Ann Wauters,NYL,C,28,879,28,28,879,151,279,",541",2,2,"1,000",149,277,",538",79,105,",752",47,184,41,18,23,71,91,383
Tully Bevilaqua,IND,G,31,873,31,31,873,63,162,",389",44,116,",379",19,46,",413",24,44,",545",12,63,80,60,0,51,69,194
Janell Burse,SEA,C,34,859,34,34,859,127,243,",523",0,0,0,127,243,",523",86,123,",699",81,199,23,19,40,78,139,340
Ruth Riley,DET,C,33,855,33,33,855,100,267,",375",3,12,",250",97,255,",380",48,60,",800",43,156,39,23,46,68,131,251
Penny Taylor,PHO,F,29,852,29,29,852,121,261,",464",38,94,",404",83,167,",497",102,118,",864",38,120,94,38,11,77,86,382
Kristi Harrower,MIN,G,34,832,34,34,832,53,151,",351",22,68,",324",31,83,",373",28,36,",778",11,82,96,38,1,54,37,156
Kamila Vodichkova,PHO,F-C,28,821,28,25,821,127,257,",494",3,7,",429",124,250,",496",48,72,",667",60,196,63,28,22,58,86,305
Shameka Christon,NYL,G,34,809,34,9,809,111,270,",411",24,89,",270",87,181,",481",65,76,",855",25,92,41,33,19,50,100,311
Natalie Williams,IND,C,34,804,34,34,804,103,248,",415",0,0,0,103,248,",415",45,67,",672",74,186,31,35,12,56,105,251
Betty Lennox,SEA,G,28,800,28,26,800,123,314,",392",24,78,",308",99,236,",419",76,87,",874",21,124,57,35,5,75,82,346
Svetlana Abrosimova,MIN,F,31,777,31,31,777,109,276,",395",33,82,",402",76,194,",392",53,73,",726",29,107,60,48,6,80,86,304
Plenette Pierson,TOT,F,35,762,35,11,762,91,231,",394",1,2,",500",90,229,",393",87,125,",696",46,121,34,24,19,74,93,270
Tamika Williams,MIN,F,34,758,34,9,758,86,156,",551",0,3,",000",86,153,",562",25,46,",543",76,171,39,30,2,41,52,197
Rebekkah Brunson,SAC,F,34,722,34,16,722,105,246,",427",0,0,0,105,246,",427",55,92,",598",75,187,16,28,15,42,61,265
Chelsea Newton,SAC,G,34,715,34,34,715,60,149,",403",6,25,",240",54,124,",435",22,36,",611",32,66,55,24,9,37,102,148
Asjha Jones,CON,F,33,705,33,4,705,133,275,",484",2,5,",400",131,270,",485",33,56,",589",54,121,40,10,7,51,70,301
Tan White,IND,G,34,693,34,3,693,85,254,",335",25,81,",309",60,173,",347",47,58,",810",21,53,53,30,7,70,62,242
Jurgita Streimikyte,IND,F,34,686,34,20,686,82,178,",461",3,6,",500",79,172,",459",19,27,",704",37,101,32,29,11,36,75,186
Katie Mattera,SAS,C,34,673,34,14,673,104,222,",468",0,0,0,104,222,",468",90,128,",703",57,175,6,9,44,62,90,298
Margo Dydek,CON,C,31,671,31,30,671,87,162,",537",1,2,",500",86,160,",538",50,65,",769",27,195,38,8,71,47,62,225
Elaine Powell,DET,G,29,671,29,21,671,62,142,",437",0,2,",000",62,140,",443",39,65,",600",25,80,77,29,4,51,62,163
Chantelle Anderson,SAS,C,34,669,34,19,669,83,178,",466",0,0,0,83,178,",466",37,46,",804",28,90,11,8,15,55,106,203
Doneeka Lewis,LAS,G,32,669,32,11,669,65,157,",414",31,69,",449",34,88,",386",17,25,",680",8,47,77,18,7,48,35,178
Allison Feaster,CHA,F,21,666,21,21,666,61,162,",377",37,86,",430",24,76,",316",33,39,",846",9,37,51,14,2,38,52,192
Ashley Robinson,PHO,C,34,658,34,15,658,42,129,",326",0,1,",000",42,128,",328",19,38,",500",48,118,31,20,34,38,108,103
Chandi Jones,TOT,G,31,610,31,9,610,75,196,",383",29,69,",420",46,127,",362",27,38,",711",18,64,53,26,5,40,68,206
Tamecka Dixon,LAS,G,30,607,30,23,607,63,154,",409",0,5,",000",63,149,",423",34,40,",850",24,67,77,24,2,40,73,160
Helen Darling,CHA,G,31,600,31,11,600,27,88,",307",10,32,",313",17,56,",304",43,58,",741",5,47,83,41,0,51,73,107
DeMya Walker,SAC,F,22,598,22,19,598,125,234,",534",1,1,"1,000",124,233,",532",60,93,",645",47,117,48,28,13,69,66,311
Brooke Wyckoff,CON,F,34,596,34,1,596,35,88,",398",22,52,",423",13,36,",361",13,20,",650",25,95,35,13,9,28,82,105
Vanessa Hayden,MIN,C,31,595,31,25,595,103,238,",433",0,0,0,103,238,",433",40,72,",556",48,163,23,15,68,63,110,246
Stacey Lovelace,MIN,C,34,594,34,2,594,70,173,",405",26,63,",413",44,110,",400",43,54,",796",35,107,31,24,11,37,57,209
Murriel Page,WAS,F,34,589,34,4,589,47,119,",395",6,22,",273",41,97,",423",8,8,"1,000",21,83,25,15,9,23,56,108
Dalma Ivanyi,SAS,G,30,577,30,14,577,25,67,",373",20,45,",444",5,22,",227",5,8,",625",5,50,68,26,0,53,48,75
Nikki Teasley,LAS,G,19,551,19,19,551,45,135,",333",29,94,",309",16,41,",390",22,26,",846",6,53,70,23,4,47,38,141
Kristen Rasmussen,TOT,F,27,551,27,19,551,49,102,",480",7,18,",389",42,84,",500",22,30,",733",28,81,24,14,16,20,64,127
Shyra Ely-Gash,SAS,F,31,528,31,11,528,50,132,",379",9,31,",290",41,101,",406",30,39,",769",11,62,27,7,4,33,42,139
Tanisha Wright,SEA,G,34,528,34,8,528,49,106,",462",0,1,",000",49,105,",467",24,36,",667",20,57,53,18,3,40,60,122
Christi Thomas,LAS,F-C,32,520,32,0,520,48,96,",500",4,12,",333",44,84,",524",22,32,",688",28,104,17,11,19,25,102,122
Kelly Schumacher,IND,C,34,516,34,14,516,58,138,",420",2,11,",182",56,127,",441",17,21,",810",26,68,14,10,24,33,59,135
Kara Lawson,SAC,G,24,508,24,1,508,65,148,",439",36,81,",444",29,67,",433",26,31,",839",7,33,37,13,3,22,28,192
LaToya Thomas,SAS,F,21,505,21,12,505,69,161,",429",3,7,",429",66,154,",429",44,49,",898",18,68,22,7,8,33,42,185
Coco Miller,WAS,G,34,500,34,4,500,68,160,",425",9,24,",375",59,136,",434",8,10,",800",24,59,44,26,3,28,53,153
Ebony Hoffman,IND,F,33,497,33,0,497,47,116,",405",1,2,",500",46,114,",404",25,30,",833",34,97,16,21,10,23,59,120
Amber Jacobs,MIN,G,33,478,33,0,478,40,104,",385",20,53,",377",20,51,",392",21,29,",724",4,19,68,19,4,46,34,121
Deanna Jackson,IND,F,34,472,34,0,472,56,139,",403",0,3,",000",56,136,",412",50,68,",735",37,77,23,17,12,32,55,162
Adrienne Goodson,TOT,F,33,466,33,0,466,59,144,",410",2,3,",667",57,141,",404",22,36,",611",33,71,21,11,1,34,40,142
Jia Perkins,CHA,G,30,464,30,11,464,64,151,",424",3,9,",333",61,142,",430",19,30,",633",24,44,32,29,9,32,45,150
Raffaella Masciadri,LAS,F,33,463,33,1,463,44,104,",423",19,46,",413",25,58,",431",15,20,",750",20,47,23,15,1,21,51,122
Suzy Batkovic-Brown,SEA,C,29,461,29,0,461,76,174,",437",2,7,",286",74,167,",443",45,58,",776",26,94,26,17,24,32,85,199
Sancho Lyttle,HOU,F,33,460,33,0,460,59,101,",584",0,0,0,59,101,",584",22,40,",550",35,125,17,20,3,23,45,140
Swin Cash*,DET,F,21,458,21,21,458,48,126,",381",2,10,",200",46,116,",397",21,32,",656",42,88,43,12,6,47,44,119
Kara Braxton,DET,C-F,33,455,33,2,455,97,210,",462",0,1,",000",97,209,",464",33,60,",550",42,100,14,18,13,52,78,227
Barbara Farris,DET,F-C,34,444,34,1,444,25,73,",342",0,0,0,25,73,",342",33,54,",611",31,84,19,8,1,43,55,83
Tina Thompson*,HOU,F,15,439,15,15,439,62,150,",413",12,40,",300",50,110,",455",16,21,",762",17,57,22,12,4,32,32,152
Kristin Haynie,SAC,G,30,434,30,0,434,40,117,",342",5,32,",156",35,85,",412",19,23,",826",19,62,43,33,1,35,41,104
Francesca Zara,SEA,G,34,413,34,4,413,34,85,",400",5,22,",227",29,63,",460",17,21,",810",11,39,51,16,1,41,29,90
Maria Stepanova,PHO,C,15,409,15,14,409,68,144,",472",0,0,0,68,144,",472",26,40,",650",29,80,23,20,38,22,33,162
Hamchetou Maiga-Ba,SAC,F,34,408,34,0,408,59,131,",450",0,0,0,59,131,",450",11,35,",314",31,67,30,24,6,42,69,129
Amanda Lassiter,MIN,F,31,388,31,3,388,38,115,",330",24,72,",333",14,43,",326",7,11,",636",10,46,23,14,4,29,55,107
Mwadi Mabika,LAS,G,17,367,17,14,367,39,122,",320",11,49,",224",28,73,",384",10,20,",500",8,27,29,15,0,14,43,99
Tari Phillips,HOU,F-C,32,366,32,1,366,40,94,",426",0,0,0,40,94,",426",31,48,",646",30,79,14,11,8,30,56,111
Teana Miller,CHA,C,31,362,31,1,362,44,91,",484",0,0,0,44,91,",484",25,36,",694",29,65,7,14,18,26,71,113
La'Keshia Frett,NYL,F,33,361,33,1,361,42,88,",477",0,0,0,42,88,",477",14,19,",737",15,38,18,12,4,18,52,98
Jennifer Derevjanik,CON,G,34,359,34,1,359,8,22,",364",1,7,",143",7,15,",467",7,16,",438",10,30,40,11,2,26,47,24
Shereka Wright,PHO,F,25,346,25,5,346,24,59,",407",11,35,",314",13,24,",542",35,52,",673",18,50,23,14,3,28,13,94
Ayana Walker,TOT,F,21,333,21,11,333,29,68,",426",0,0,0,29,68,",426",13,20,",650",20,65,19,8,12,19,26,71
Alicia Thompson,SEA,F,30,329,30,1,329,32,81,",395",7,22,",318",25,59,",424",12,16,",750",10,45,14,4,4,18,17,83
Janel McCarville,CHA,F-C,28,311,28,3,311,17,50,",340",0,0,0,17,50,",340",16,25,",640",32,76,11,12,7,22,39,50
Nikki McCray,SAS,G,23,302,23,5,302,15,62,",242",1,20,",050",14,42,",333",7,11,",636",7,20,16,11,0,18,26,38
Lisa Harrison,PHO,F,27,297,27,2,297,15,34,",441",0,1,",000",15,33,",455",11,14,",786",13,39,10,5,1,12,33,41
Nakia Sanford,WAS,C-F,27,293,27,0,293,29,60,",483",0,0,0,29,60,",483",30,62,",484",15,45,6,10,11,17,50,88
Tynesha Lewis,TOT,G,21,256,21,1,256,29,88,",330",2,15,",133",27,73,",370",15,25,",600",10,25,20,6,4,22,14,75
Niele Ivey,TOT,G,26,254,26,0,254,13,47,",277",5,22,",227",8,25,",320",7,7,"1,000",8,22,30,12,0,11,31,38
Bernadette Ngoyisa,SAS,C,26,251,26,0,251,46,81,",568",0,0,0,46,81,",568",19,26,",731",17,61,5,5,2,25,45,111
Edna Campbell,SAS,G,28,248,28,2,248,21,67,",313",5,19,",263",16,48,",333",1,1,"1,000",2,14,14,7,0,15,20,48
Laurie Koehn,WAS,G,30,229,30,0,229,37,79,",468",35,75,",467",2,4,",500",4,5,",800",4,11,10,2,0,6,15,113
Belinda Snell,PHO,G,20,227,20,0,227,19,55,",345",11,37,",297",8,18,",444",16,18,",889",19,36,18,7,1,11,31,65
Kelly Mazzante,CHA,G,27,226,27,2,226,21,72,",292",14,46,",304",7,26,",269",8,10,",800",14,31,7,9,0,7,9,64
Erin Perperoglou,SAC,F,23,209,23,0,209,28,40,",700",0,0,0,28,40,",700",20,34,",588",14,29,14,16,5,26,29,76
Erin Thorn,NYL,G,21,203,21,0,203,21,54,",389",10,29,",345",11,25,",440",4,4,"1,000",4,14,13,4,0,7,12,56
Simone Edwards,SEA,C,28,201,28,0,201,24,41,",585",0,0,0,24,41,",585",7,12,",583",9,31,3,4,2,4,13,55
Loree Moore,NYL,G,24,197,24,0,197,9,23,",391",0,2,",000",9,21,",429",4,9,",444",4,27,19,10,0,25,12,22
Cathrine Kraayeveld,NYL,F,17,196,17,0,196,23,55,",418",9,24,",375",14,31,",452",14,15,",933",13,27,5,4,8,17,21,69
Roneeka Hodges,HOU,G,26,188,26,0,188,13,47,",277",5,26,",192",8,21,",381",2,2,"1,000",9,17,7,3,0,3,8,33
Kristen Mann,MIN,F,24,185,24,0,185,30,60,",500",0,9,",000",30,51,",588",11,16,",688",11,35,11,8,1,7,16,71
Olympia Scott,SAC,C,18,170,18,0,170,14,39,",359",0,0,0,14,39,",359",10,20,",500",17,33,5,4,2,22,27,38
Jessica Moore,TOT,F-C,21,158,21,0,158,5,11,",455",0,0,0,5,11,",455",1,2,",500",5,13,3,4,0,9,30,11
Sheila Lambert,DET,G,12,152,12,5,152,14,45,",311",1,7,",143",13,38,",342",4,5,",800",2,17,21,8,1,24,11,33
Angelina Williams,PHO,G,16,149,16,0,149,15,50,",300",4,18,",222",11,32,",344",6,7,",857",9,23,9,4,7,11,17,40
Laura Macchi,LAS,F,13,148,13,1,148,21,53,",396",9,28,",321",12,25,",480",12,17,",706",6,18,7,8,1,13,23,63
Stacey Thomas,TOT,F,18,136,18,0,136,2,14,",143",0,1,",000",2,13,",154",8,20,",400",11,22,8,8,3,3,15,12
Miao Lijie,SAC,G,18,135,18,0,135,9,30,",300",6,20,",300",3,10,",300",7,7,"1,000",0,4,13,5,1,15,13,31
Edwige Lawson-Wade,TOT,G,19,126,19,0,126,8,28,",286",5,15,",333",3,13,",231",6,6,"1,000",1,9,4,2,1,12,7,27
Sandora Irvin,PHO,F,12,122,12,0,122,14,44,",318",4,8,",500",10,36,",278",12,15,",800",16,34,5,5,6,2,20,44
Gwen Jackson,PHO,F,11,121,11,2,121,13,26,",500",2,4,",500",11,22,",500",3,6,",500",8,23,3,0,3,10,12,31
Edniesha Curry,LAS,G,13,113,13,0,113,7,23,",304",6,16,",375",1,7,",143",3,6,",500",4,11,12,7,1,10,16,23
Kayte Christensen,PHO,F,11,108,11,1,108,7,15,",467",0,0,0,7,15,",467",4,7,",571",9,22,7,7,5,10,25,18
Andrea Stinson,DET,G,18,102,18,1,102,8,23,",348",2,10,",200",6,13,",462",4,6,",667",6,12,13,3,0,4,6,22
Natalia Vodopyanova,SEA,F,17,98,17,0,98,8,22,",364",1,5,",200",7,17,",412",8,12,",667",3,20,10,3,2,8,9,25
Le'coe Willingham,CON,F,18,91,18,0,91,7,17,",412",0,0,0,7,17,",412",10,20,",500",10,17,3,2,0,14,16,24
DeTrina White,NYL,F,13,90,13,0,90,4,11,",364",0,0,0,4,11,",364",8,12,",667",9,22,0,4,3,3,15,16
Jamie Carey,CON,G,15,85,15,0,85,7,19,",368",4,13,",308",3,6,",500",0,0,0,2,6,7,2,0,4,9,18
Yolanda Paige,IND,G,13,78,13,0,78,6,22,",273",1,5,",200",5,17,",294",3,4,",750",2,9,13,2,0,6,1,16
Tamicha Jackson,WAS,G,8,68,8,0,68,4,26,",154",1,9,",111",3,17,",176",0,2,",000",1,6,10,5,0,4,5,9
Kaayla Chones,WAS,C,12,61,12,0,61,6,14,",429",0,0,0,6,14,",429",2,3,",667",2,6,1,1,0,4,9,14
Caity Matter,CHA,G,10,56,10,0,56,3,13,",231",1,7,",143",2,6,",333",2,2,"1,000",0,3,6,1,0,2,4,9
Mandisa Stevenson,SEA,F-C,4,53,4,1,53,3,12,",250",0,1,",000",3,11,",273",0,0,0,2,6,1,2,0,4,3,6
Jenni Benningfield,IND,F,10,52,10,0,52,3,8,",375",0,2,",000",3,6,",500",3,4,",750",3,6,4,1,1,4,5,9
Tai Dillard,SAS,G,10,51,10,0,51,4,16,",250",0,3,",000",4,13,",308",1,4,",250",1,6,3,2,0,3,5,9
Jessica Brungo,CON,F,12,48,12,0,48,1,9,",111",0,4,",000",1,5,",200",0,0,0,1,6,2,0,0,2,4,2
Tamara Moore,NYL,G,7,48,7,0,48,4,6,",667",1,3,",333",3,3,"1,000",2,2,"1,000",0,7,6,0,0,4,6,11
Jacqueline Batteast,MIN,F,8,46,8,0,46,0,6,",000",0,0,0,0,6,",000",0,0,0,0,5,3,0,1,3,4,0
Laura Summerton,CON,C,11,43,11,0,43,3,9,",333",0,0,0,3,9,",333",4,5,",800",5,10,3,2,0,4,11,10
Gordana Grubin,LAS,G,9,41,9,0,41,0,8,",000",0,2,",000",0,6,",000",1,4,",250",1,6,5,1,0,2,4,1
Kiesha Brown,TOT,G,6,32,6,0,32,1,2,",500",0,1,",000",1,1,"1,000",0,0,0,0,1,2,3,0,4,1,2
Sui Feifei,SAC,G,5,24,5,0,24,1,6,",167",1,1,"1,000",0,5,",000",4,4,"1,000",0,1,3,0,0,2,3,7
Coretta Brown,IND,G,6,23,6,0,23,2,5,",400",2,5,",400",0,0,0,0,0,0,0,2,3,1,0,3,1,6
Susan King Borchardt,MIN,G,3,17,3,0,17,0,1,",000",0,0,0,0,1,",000",3,4,",750",0,1,1,0,1,0,2,3
Marlous Nieuwveen,LAS,C,7,16,7,0,16,2,3,",667",0,0,0,2,3,",667",0,0,0,2,2,0,0,0,2,5,4
Amisha Carter,NYL,F,3,13,3,0,13,0,1,",000",0,0,0,0,1,",000",0,0,0,0,2,0,0,0,1,4,0
Kendra Wecker,SAS,F,1,11,1,0,11,2,6,",333",0,3,",000",2,3,",667",0,0,0,0,0,2,1,0,1,0,4
Felicia Ragland,HOU,G,4,9,4,0,9,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,1,0,0,0,3,0
Ashley Battle,SEA,F,2,8,2,0,8,1,2,",500",0,0,0,1,2,",500",0,0,0,0,2,0,0,0,1,1,2
Jennifer Smith,NYL,C,2,7,2,0,7,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,0,0,0,0,0,0
Mactabene Amachree,WAS,F,3,3,3,0,3,0,1,",000",0,0,0,0,1,",000",2,2,"1,000",0,0,0,0,0,0,0,2
Nuria Martinez,MIN,G,1,2,1,0,2,0,1,",000",0,1,",000",0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2005_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Sheryl Swoopes*,HOU,F-G,33,1225,33,33,"37,1","6,6","14,7",",447","0,8","2,3",",360","5,8","12,5",",462","4,6","5,5",",850","0,8","3,6","4,3","2,0","0,8","2,2","1,6","18,6"
Deanna Nolan,DET,G-F,33,1213,33,33,"36,8","5,6","14,0",",398","0,8","2,7",",311","4,7","11,3",",419","3,9","4,8",",800","0,9","4,7","3,7","1,7","0,4","3,0","1,9","15,9"
Chamique Holdsclaw,LAS,F,33,1183,33,33,"35,8","6,5","13,6",",480","0,1","0,4",",231","6,5","13,2",",487","3,8","4,8",",788","2,6","6,8","3,2","1,2","0,5","3,0","2,8","17,0"
Lauren Jackson*,SEA,F-C,34,1176,34,34,"34,6","6,1","13,2",",458","1,0","3,5",",288","5,1","9,8",",518","4,4","5,3",",834","2,8","9,2","1,7","1,1","2,0","1,7","2,9","17,6"
Tamika Catchings*,IND,F,34,1174,34,34,"34,5","4,6","12,1",",383","1,0","3,6",",285","3,6","8,4",",425","4,5","5,7",",788","2,0","7,8","4,2","2,6","0,5","2,7","2,8","14,7"
Becky Hammon*,NYL,G,34,1165,34,34,"34,3","4,3","9,9",",432","1,9","5,2",",365","2,4","4,6",",506","3,5","3,9",",901","0,6","3,4","4,3","1,8","0,1","3,1","2,3","13,9"
Katie Smith*,TOT,G,36,1160,36,32,"32,2","3,9","10,2",",380","1,5","4,4",",333","2,4","5,8",",416","2,7","3,4",",782","0,6","2,3","2,4","0,8","0,1","2,0","2,0","11,9"
Anna DeForge,PHO,G,33,1131,33,33,"34,3","4,3","11,0",",390","1,4","4,4",",326","2,9","6,7",",432","3,1","3,6",",850","0,9","3,5","2,4","1,2","0,2","2,5","2,0","13,1"
Shannon Johnson,SAS,G,34,1104,34,33,"32,5","2,6","7,1",",365","0,8","2,6",",311","1,8","4,4",",397","3,3","4,0",",831","0,5","2,7","4,6","1,4","0,1","3,3","2,3","9,3"
Lisa Leslie*,LAS,C,34,1096,34,34,"32,2","6,0","13,6",",440","0,2","1,0",",206","5,8","12,6",",458","3,0","5,1",",586","2,1","7,3","2,6","2,0","2,1","2,9","3,6","15,2"
Diana Taurasi,PHO,G,33,1089,33,33,"33,0","5,3","12,9",",410","1,7","5,4",",313","3,6","7,5",",480","3,7","4,6",",801","0,7","4,2","4,5","1,2","0,8","3,4","3,4","16,0"
Taj McWilliams-Franklin,CON,F-C,34,1083,34,34,"31,9","5,3","10,7",",495","0,1","0,5",",222","5,2","10,2",",509","3,1","4,0",",787","2,3","7,3","1,9","1,1","0,7","1,7","2,4","13,9"
Janeth Arcain,HOU,G,34,1079,34,34,"31,7","3,8","8,9",",421","0,1","0,5",",188","3,7","8,5",",434","2,4","2,8",",883","0,6","2,7","1,6","1,6","0,2","1,6","2,5","10,1"
Sheri Sam,CHA,G-F,34,1075,34,33,"31,6","4,3","11,1",",387","0,5","1,6",",321","3,8","9,4",",399","2,3","3,2",",713","1,6","4,3","2,7","1,3","0,1","2,9","2,6","11,4"
Nykesha Sales,CON,F-G,34,1074,34,34,"31,6","5,9","14,2",",417","1,4","3,4",",422","4,5","10,8",",415","2,4","3,2",",750","1,1","3,6","2,2","1,8","0,3","1,9","2,8","15,6"
DeLisha Milton-Jones,WAS,F,33,1069,33,30,"32,4","4,2","10,0",",417","1,2","3,6",",328","3,0","6,4",",467","2,4","3,0",",798","1,4","5,2","1,8","1,7","0,5","2,3","3,5","11,9"
Tangela Smith,CHA,C,31,1063,31,31,"34,3","5,5","13,1",",417","0,0","0,2",",000","5,5","12,8",",425","2,7","3,4",",798","1,5","5,2","1,3","1,6","1,0","2,7","3,4","13,6"
Kelly Miller,IND,G,34,1057,34,34,"31,1","3,6","8,2",",439","1,1","3,4",",325","2,5","4,8",",518","2,0","2,3",",848","0,8","2,5","2,4","1,2","0,1","1,6","2,4","10,2"
