===== wnba_1999_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Andrea Stinson,CHA,G,32,1041,32,32,1041,174,378,",460",21,68,",309",153,310,",494",65,88,",739",32,113,93,32,18,67,56,434
Nykesha Sales,ORL,F-G,32,1039,32,32,1039,153,397,",385",36,109,",330",117,288,",406",95,118,",805",44,135,91,69,8,69,97,437
Kedra Holland-Corn,SAC,G,32,1034,32,32,1034,123,321,",383",57,167,",341",66,154,",429",76,108,",704",24,68,51,62,10,72,100,379
Tonya Edwards,MIN,G,32,1031,32,32,1031,165,462,",357",66,192,",344",99,270,",367",79,98,",806",15,112,84,27,13,68,104,475
Debbie Black,UTA,G,32,1014,32,32,1014,62,164,",378",8,41,",195",54,123,",439",31,50,",620",31,111,161,77,6,67,116,163
Vicky Bullett,CHA,F,32,1008,32,32,1008,142,292,",486",10,27,",370",132,265,",498",75,97,",773",60,219,50,62,45,60,77,369
Sandy Brondello,DET,G,32,1002,32,32,1002,152,347,",438",37,76,",487",115,271,",424",83,98,",847",29,66,73,25,5,75,81,424
Yolanda Griffith*,SAC,C-F,29,979,29,29,979,200,370,",541",0,1,",000",200,369,",542",145,235,",617",141,329,45,73,54,66,91,545
Katie Smith*,MIN,G,30,971,30,29,971,113,292,",387",52,136,",382",61,156,",391",72,94,",766",42,88,60,19,10,55,106,350
Ruthie Bolton,SAC,G,31,970,31,30,970,143,393,",364",60,187,",321",83,206,",403",75,94,",798",46,132,73,31,0,44,68,421
Natalie Williams,UTA,C,28,954,28,26,954,180,347,",519",0,2,",000",180,345,",522",144,191,",754",109,257,25,38,22,68,108,504
Andrea Nagy,WAS,G,32,947,32,32,947,54,132,",409",9,33,",273",45,99,",455",45,59,",763",11,78,146,31,3,83,111,162
Mwadi Mabika,LAS,G,32,938,32,28,938,125,336,",372",41,146,",281",84,190,",442",56,78,",718",42,153,111,44,15,57,100,347
Sue Wicks,NYL,F,32,938,32,30,938,91,226,",403",2,15,",133",89,211,",422",32,52,",615",76,223,45,41,43,63,123,216
Lisa Leslie*,LAS,C,32,930,32,32,930,182,390,",467",22,52,",423",160,338,",473",114,156,",731",72,248,56,36,49,94,136,500
Eva Nemcova,CLE,F,31,925,31,28,925,124,296,",419",34,93,",366",90,203,",443",62,63,",984",27,114,50,31,22,81,50,344
Murriel Page,WAS,F,32,916,32,26,916,105,183,",574",0,0,0,105,183,",574",71,104,",683",68,213,28,24,30,49,103,281
Crystal Robinson,NYL,F,32,901,32,9,901,125,285,",439",76,174,",437",49,111,",441",49,58,",845",38,89,49,44,11,46,78,375
Andrea Lloyd-Curry,MIN,F,32,899,32,31,899,75,200,",375",30,90,",333",45,110,",409",34,45,",756",38,138,91,30,12,62,92,214
Kym Hampton,NYL,C,32,856,32,32,856,112,260,",431",1,2,",500",111,258,",430",68,91,",747",61,179,22,22,18,51,110,293
Merlakia Jones,CLE,G,32,853,32,8,853,141,325,",434",5,18,",278",136,307,",443",60,78,",769",47,122,51,41,5,66,81,347
Shalonda Enis,WAS,F-C,29,844,29,26,844,83,228,",364",11,40,",275",72,188,",383",39,57,",684",53,157,47,23,4,60,82,216
Jennifer Azzi,DET,G,28,838,28,19,838,93,181,",514",30,58,",517",63,123,",512",86,104,",827",5,61,106,24,4,56,103,302
DeLisha Milton-Jones,LAS,F,32,835,32,32,835,125,236,",530",0,1,",000",125,235,",532",68,86,",791",60,176,50,47,17,71,112,318
Lisa Harrison,PHO,F,32,828,32,23,828,81,171,",474",1,10,",100",80,161,",497",30,44,",682",47,130,53,23,5,35,65,193
Sonja Tate,MIN,G,32,828,32,18,828,52,147,",354",16,67,",239",36,80,",450",23,30,",767",48,127,100,36,3,65,84,143
Andrea Congreaves,ORL,F-C,32,812,32,32,812,75,150,",500",15,41,",366",60,109,",550",44,53,",830",40,101,34,24,7,49,84,209
Michele Timms*,PHO,G,30,804,30,29,804,68,192,",354",31,89,",348",37,103,",359",38,49,",776",17,79,151,43,7,89,87,205
Sonja Henning,HOU,G,32,798,32,32,798,52,117,",444",13,41,",317",39,76,",513",11,18,",611",22,80,74,34,7,29,60,128
Rhonda Mapp,CHA,C,30,790,30,26,790,118,236,",500",1,9,",111",117,227,",515",49,68,",721",48,193,56,25,13,60,102,286
Marlies Askamp,PHO,C,30,781,30,30,781,95,197,",482",0,2,",000",95,195,",487",93,114,",816",92,215,25,22,18,37,98,283
Polina Tzekova,HOU,C,32,778,32,32,778,76,177,",429",11,44,",250",65,133,",489",31,40,",775",54,163,32,13,19,52,118,194
Val Whiting-Raymond,DET,C-F,31,764,31,20,764,76,200,",380",0,0,0,76,200,",380",50,110,",455",66,207,49,40,31,46,84,202
Brandy Reed,MIN,F,25,757,25,24,757,168,366,",459",13,38,",342",155,328,",473",53,70,",757",55,151,64,29,17,63,57,402
Edna Campbell,PHO,G,28,750,28,24,750,95,261,",364",38,101,",376",57,160,",356",40,56,",714",11,53,37,25,10,48,53,268
Charlotte Smith,CHA,F,32,746,32,24,746,62,188,",330",8,56,",143",54,132,",409",41,58,",707",46,115,58,10,7,50,87,173
Michelle Edwards,CLE,G,31,745,31,28,745,88,245,",359",15,69,",217",73,176,",415",45,65,",692",6,72,81,26,8,72,58,236
Wendy Palmer,TOT,F,31,741,31,14,741,104,241,",432",13,46,",283",91,195,",467",86,123,",699",50,188,42,9,12,58,101,307
Janeth Arcain,HOU,G,32,735,32,1,735,71,164,",433",11,44,",250",60,120,",500",34,41,",829",32,91,38,30,2,39,63,187
Margo Dydek,UTA,C,32,733,32,28,733,141,283,",498",7,20,",350",134,263,",510",114,133,",857",38,204,59,13,77,91,112,403
LaTonya Johnson,UTA,F,31,718,31,18,718,66,181,",365",24,82,",293",42,99,",424",47,58,",810",14,54,50,21,8,40,65,203
Angie Potthoff,MIN,F,32,710,32,25,710,53,140,",379",3,18,",167",50,122,",410",18,33,",545",26,85,37,24,5,35,84,127
Chasity Melvin,CLE,C-F,32,709,32,9,709,95,217,",438",1,1,"1,000",94,216,",435",68,98,",694",53,127,38,20,22,42,93,259
Gordana Grubin,LAS,G,32,708,32,18,708,96,237,",405",40,93,",430",56,144,",389",52,68,",765",17,71,90,24,2,53,53,284
Latasha Byears,SAC,G-F,32,705,32,32,705,130,242,",537",0,1,",000",130,241,",539",35,62,",565",77,171,31,36,6,60,101,295
Carla Boyd,DET,F,32,694,32,26,694,69,174,",397",17,51,",333",52,123,",423",17,27,",630",25,72,51,24,8,54,84,172
Korie Hlede,TOT,G,32,685,32,11,685,111,267,",416",21,53,",396",90,214,",421",72,82,",878",31,85,53,30,3,54,83,315
Kristi Harrower,PHO,G,32,666,32,3,666,36,99,",364",12,43,",279",24,56,",429",59,73,",808",9,63,96,25,4,45,45,143
La'Keshia Frett,LAS,F,31,658,31,18,658,77,161,",478",0,0,0,77,161,",478",34,43,",791",48,94,64,9,5,26,42,188
Dominique Canty,DET,G,26,646,26,11,646,76,229,",332",3,17,",176",73,212,",344",94,136,",691",35,80,38,26,1,45,57,249
Cindy Brown,TOT,F,30,646,30,21,646,57,178,",320",8,40,",200",49,138,",355",56,81,",691",49,146,32,34,14,47,61,178
Tangela Smith,SAC,C,31,632,31,3,632,104,235,",443",1,2,",500",103,233,",442",47,72,",653",46,119,17,26,38,38,72,256
Sophia Witherspoon,NYL,G,32,581,32,23,581,97,245,",396",28,78,",359",69,167,",413",49,69,",710",20,47,37,33,2,48,54,271
Tamika Whitmore,NYL,F,27,573,27,1,573,80,184,",435",1,8,",125",79,176,",449",53,78,",679",43,96,18,16,6,56,78,214
Elena Baranova,UTA,F,29,572,29,19,572,60,148,",405",20,48,",417",40,100,",400",33,41,",805",25,98,45,20,23,44,58,173
Alisa Burras,CLE,C,31,563,31,22,563,103,191,",539",0,0,0,103,191,",539",26,47,",553",40,124,17,17,10,38,47,232
Tamecka Dixon,LAS,G,32,563,32,14,563,77,199,",387",15,48,",313",62,151,",411",48,65,",738",17,66,53,17,4,39,42,217
Stephanie White,CHA,G-F,30,563,30,5,563,53,130,",408",23,65,",354",30,65,",462",30,33,",909",16,49,52,19,2,38,47,159
Maria Stepanova,PHO,C,32,554,32,2,554,96,198,",485",1,2,",500",95,196,",485",55,88,",625",62,164,24,13,62,43,86,248
Bridget Pettis,PHO,G,32,541,32,8,541,65,214,",304",22,98,",224",43,116,",371",29,47,",617",29,59,45,26,2,30,57,181
Sharon Manning,CHA,F-C,32,521,32,6,521,57,113,",504",1,1,"1,000",56,112,",500",24,46,",522",37,114,17,28,4,27,51,139
Kristin Folkl,MIN,F,32,518,32,1,518,67,140,",479",2,14,",143",65,126,",516",21,39,",538",41,116,23,14,12,23,68,157
Suzie McConnell Serio,CLE,G,18,511,18,18,511,36,98,",367",20,60,",333",16,38,",421",16,19,",842",4,43,76,10,2,54,31,108
Janice Braxton,CLE,F,26,476,26,21,476,52,113,",460",1,8,",125",51,105,",486",46,66,",697",26,111,33,19,13,34,53,151
Lady Grooms,SAC,F,32,450,32,1,450,27,72,",375",0,2,",000",27,70,",386",44,63,",698",23,54,39,11,2,36,21,98
Astou Ndiaye-Diatta,DET,F,31,438,31,1,438,70,160,",438",0,1,",000",70,159,",440",24,39,",615",25,99,17,11,18,32,51,164
Rushia Brown,CLE,F,30,434,30,12,434,53,124,",427",0,1,",000",53,123,",431",25,37,",676",31,87,20,19,10,34,60,131
Nina Bjedov,LAS,C,27,431,27,0,431,52,100,",520",8,19,",421",44,81,",543",9,18,",500",21,70,17,9,22,26,60,121
Penny Toler,LAS,G,30,427,30,4,427,51,150,",340",2,13,",154",49,137,",358",39,45,",867",12,43,66,13,0,40,36,143
Allison Feaster,LAS,F,32,410,32,4,410,51,103,",495",21,57,",368",30,46,",652",39,57,",684",28,58,32,15,7,28,51,162
Jamila Wideman,CLE,G,26,401,26,13,401,21,77,",273",3,22,",136",18,55,",327",11,17,",647",8,34,51,20,0,40,22,56
Tammy Jackson,HOU,F-C,28,382,28,0,382,24,58,",414",1,1,"1,000",23,57,",404",25,35,",714",45,91,7,15,20,26,75,74
Markita Aldridge,WAS,G,31,379,31,2,379,29,94,",309",3,20,",150",26,74,",351",20,33,",606",12,37,33,15,7,41,35,81
Mery Andrade,CLE,F,32,364,32,1,364,23,59,",390",7,24,",292",16,35,",457",18,26,",692",15,50,48,18,4,40,73,71
Rachael Sporn,DET,F,18,340,18,10,340,44,94,",468",0,1,",000",44,93,",473",18,28,",643",26,59,27,15,4,16,45,106
Tari Phillips,ORL,F-C,32,335,32,0,335,52,128,",406",0,3,",000",52,125,",416",26,54,",481",26,66,9,19,8,48,54,130
Annie La Fleur,MIN,G,25,333,25,0,333,23,67,",343",11,25,",440",12,42,",286",2,8,",250",14,38,36,8,0,20,19,59
Ukari Figgs,LAS,G,22,330,22,10,330,30,82,",366",14,47,",298",16,35,",457",21,24,",875",8,35,32,15,0,31,27,95
Rita Williams,WAS,G,31,312,31,0,312,31,62,",500",19,34,",559",12,28,",429",23,36,",639",7,37,30,21,1,26,41,104
Tracy Henderson,CLE,C,27,308,27,0,308,27,87,",310",0,0,0,27,87,",310",17,29,",586",28,79,9,9,20,25,45,71
Claudia Neves,DET,G,30,306,30,0,306,25,95,",263",14,60,",233",11,35,",314",12,19,",632",8,23,29,16,0,23,32,76
Niesa Johnson,CHA,G,31,296,31,0,296,15,50,",300",6,23,",261",9,27,",333",11,12,",917",3,18,43,10,2,27,19,47
Valerie Still,WAS,F,23,282,23,6,282,12,49,",245",0,3,",000",12,46,",261",7,19,",368",16,43,6,4,4,20,38,31
Trisha Fallon,MIN,G-F,26,281,26,0,281,24,80,",300",6,17,",353",18,63,",286",23,31,",742",9,22,22,11,6,16,30,77
Clarissa Davis-Wrightsil,PHO,F,14,259,14,9,259,52,120,",433",10,33,",303",42,87,",483",16,24,",667",15,38,20,12,4,22,39,130
Elaine Powell,ORL,G,18,256,18,0,256,17,33,",515",1,9,",111",16,24,",667",12,22,",545",9,23,32,9,4,19,22,47
Clarisse Machanguana,LAS,C-F,28,245,28,0,245,24,49,",490",0,0,0,24,49,",490",26,36,",722",16,51,10,8,3,14,34,74
Jennifer Rizzotti,HOU,G,25,242,25,0,242,14,40,",350",7,26,",269",7,14,",500",7,12,",583",2,27,19,18,1,16,21,42
Heather Owen,WAS,F-C,17,235,17,0,235,10,25,",400",0,0,0,10,25,",400",16,23,",696",11,38,7,2,4,15,42,36
Carla McGhee,ORL,F,30,234,30,0,234,15,47,",319",0,0,0,15,47,",319",15,18,",833",22,46,8,8,3,22,38,45
Linda Burgess,SAC,F,27,233,27,0,233,33,76,",434",0,1,",000",33,75,",440",31,41,",756",17,55,3,6,2,20,42,97
Adrienne Johnson,ORL,G,29,224,29,0,224,25,62,",403",1,8,",125",24,54,",444",6,9,",667",12,28,14,5,2,14,21,57
Alessandra Santos de Oliveira,WAS,C,13,216,13,6,216,22,39,",564",0,0,0,22,39,",564",7,22,",318",19,42,1,1,2,16,25,51
Kate Starbird,SAC,F-G,24,215,24,1,215,12,55,",218",2,15,",133",10,40,",250",22,27,",815",9,23,14,13,4,17,23,48
Krystyna Lara,UTA,G,25,204,25,0,204,23,68,",338",10,33,",303",13,35,",371",6,6,"1,000",1,13,23,10,2,36,29,62
Becky Hammon*,NYL,G,30,202,30,0,202,27,64,",422",11,38,",289",16,26,",615",15,17,",882",2,19,17,6,0,24,27,80
Chantel Tremitiere,UTA,G,20,191,20,0,191,9,29,",310",2,8,",250",7,21,",333",1,1,"1,000",3,19,22,6,0,13,28,21
Tracy Reid,CHA,F,10,154,10,3,154,21,49,",429",0,1,",000",21,48,",438",6,14,",429",7,23,9,1,2,17,12,48
Monica Maxwell,WAS,F,20,141,20,0,141,11,50,",220",7,33,",212",4,17,",235",5,9,",556",3,22,10,5,1,11,9,34
Cass Bauer-Bilodeau,CHA,C,25,123,25,0,123,13,34,",382",0,1,",000",13,33,",394",7,8,",875",4,20,4,1,1,13,20,33
Michele Van Gorp,NYL,C,21,117,21,0,117,8,24,",333",0,0,0,8,24,",333",4,5,",800",5,17,7,1,3,3,23,20
Yolanda Moore,ORL,F-C,23,114,23,0,114,10,21,",476",0,1,",000",10,20,",500",6,12,",500",4,13,1,4,0,13,21,26
Tora Suber,ORL,G,25,114,25,0,114,7,24,",292",1,9,",111",6,15,",400",5,10,",500",4,13,9,5,0,10,14,20
Venus Lacy,NYL,C,17,111,17,0,111,10,24,",417",0,0,0,10,24,",417",12,15,",800",7,20,1,3,4,14,24,32
Tricia Bader Binford,TOT,G,16,106,16,0,106,2,16,",125",1,10,",100",1,6,",167",2,2,"1,000",3,13,12,6,1,7,20,7
Wanda Guyton,DET,C,11,98,11,0,98,4,17,",235",0,0,0,4,17,",235",13,16,",813",8,26,2,2,2,10,21,21
Amaya Valdemoro,HOU,F,17,92,17,0,92,13,35,",371",2,5,",400",11,30,",367",12,16,",750",4,13,9,11,0,12,16,40
Adia Barnes,MIN,F,19,91,19,0,91,7,23,",304",1,3,",333",6,20,",300",6,12,",500",8,20,6,5,0,8,16,21
Olympia Scott,TOT,C,12,88,12,0,88,9,28,",321",0,0,0,9,28,",321",7,12,",583",8,20,5,1,3,8,21,25
Elena Tornikidou,DET,F,11,86,11,0,86,9,23,",391",0,0,0,9,23,",391",2,6,",333",3,9,8,1,1,11,8,20
Nyree Roberts,TOT,C,12,79,12,0,79,6,11,",545",0,0,0,6,11,",545",5,9,",556",3,12,1,5,1,11,5,17
Coquese Washington,NYL,G,19,77,19,0,77,5,18,",278",0,5,",000",5,13,",385",2,2,"1,000",1,7,15,9,0,13,15,12
Dalma Ivanyi,UTA,G,14,67,14,1,67,4,12,",333",0,4,",000",4,8,",500",3,4,",750",3,5,7,4,0,11,18,11
Sonia Chase,CHA,G,13,58,13,0,58,3,16,",188",3,11,",273",0,5,",000",2,2,"1,000",2,5,5,4,0,2,9,11
Charmin Smith,MIN,G,13,56,13,0,56,1,9,",111",0,4,",000",1,5,",200",8,10,",800",2,9,2,1,0,5,10,10
Kisha Ford,ORL,G-F,8,45,8,0,45,1,5,",200",0,1,",000",1,4,",250",2,2,"1,000",4,6,0,2,2,1,10,4
Lesley Brown,DET,F,13,43,13,0,43,7,16,",438",1,2,",500",6,14,",429",4,6,",667",2,9,2,1,1,6,10,19
Toni Foster,PHO,F-C,10,42,10,0,42,7,12,",583",0,0,0,7,12,",583",11,16,",688",4,8,1,0,1,4,6,25
Angie Braziel,CHA,F,7,41,7,0,41,7,14,",500",0,0,0,7,14,",500",10,12,",833",1,11,3,2,0,2,6,24
Kara Wolters,HOU,C,10,41,10,0,41,3,13,",231",0,0,0,3,13,",231",10,12,",833",5,12,2,1,0,3,11,16
Monica Lamb,HOU,C,3,36,3,0,36,4,10,",400",0,0,0,4,10,",400",5,6,",833",3,6,0,0,2,1,6,13
Cindy Blodgett,SAC,G,12,34,12,0,34,3,13,",231",0,7,",000",3,6,",500",5,9,",556",0,1,1,1,0,5,4,11
Amanda Wilson,PHO,F,12,34,12,0,34,4,12,",333",1,5,",200",3,7,",429",3,3,"1,000",4,6,2,1,1,2,3,12
Angela Aycock,PHO,G,8,30,8,0,30,0,4,",000",0,3,",000",0,1,",000",4,4,"1,000",0,1,3,2,0,6,5,4
Michelle Campbell,UTA,C,8,30,8,0,30,3,10,",300",0,1,",000",3,9,",333",2,4,",500",0,6,2,0,0,4,4,8
Mila Nikolich,HOU,F,7,29,7,0,29,4,11,",364",1,4,",250",3,7,",429",1,2,",500",3,5,1,0,0,3,3,10
Heather Burge,SAC,C,13,28,13,0,28,3,7,",429",0,0,0,3,7,",429",1,5,",200",0,5,0,2,2,5,5,7
Vanessa Nygaard,CLE,F,4,20,4,0,20,1,2,",500",1,2,",500",0,0,0,0,0,0,1,3,2,2,0,2,4,3
Penny Moore,WAS,F,4,19,4,0,19,1,3,",333",0,0,0,1,3,",333",0,0,0,1,1,0,0,1,4,1,2
Christy Smith,CHA,G,4,19,4,0,19,3,4,",750",2,3,",667",1,1,"1,000",5,6,",833",0,1,1,1,0,1,3,13
Jennifer Whittle,WAS,C,3,18,3,0,18,0,2,",000",0,0,0,0,2,",000",0,0,0,0,3,0,1,1,5,1,0
Jennifer Howard,CLE,G,4,15,4,0,15,0,4,",000",0,3,",000",0,1,",000",0,0,0,0,0,0,0,0,3,2,0
Andrea Kuklova,PHO,G-F,5,13,5,0,13,0,3,",000",0,0,0,0,3,",000",0,0,0,0,0,0,0,0,1,2,0
Kellie Jolly Harper,CLE,G,1,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
MerleLynn Lange-Harris,PHO,F-C,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Rebecca Lobo*,NYL,C,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0


===== wnba_1999_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Shannon Johnson,ORL,G,32,1147,32,32,"35,8","4,7","10,6",",447","1,3","3,4",",364","3,5","7,1",",487","3,3","4,8",",686","1,4","4,7","4,4","1,7","0,4","3,8","2,5","14,0"
Ticha Penicheiro,SAC,G,32,1120,32,32,"35,0","2,2","6,9",",320","0,2","1,2",",158","2,0","5,8",",353","2,7","4,1",",664","0,9","4,8","7,1","2,1","0,2","4,2","2,7","7,3"
Cynthia Cooper*,HOU,G,31,1101,31,31,"35,5","6,8","14,8",",463","1,9","5,6",",335","5,0","9,2",",540","6,6","7,4",",891","0,5","2,8","5,2","1,4","0,4","3,4","2,0","22,1"
Sheryl Swoopes*,HOU,F-G,32,1100,32,32,"34,4","7,1","15,3",",462","1,0","3,1",",337","6,0","12,2",",494","3,1","3,8",",820","1,5","6,3","4,0","2,4","1,4","2,6","1,8","18,3"
Jennifer Gillom,PHO,F-C,32,1095,32,32,"34,2","5,1","13,4",",381","0,6","2,3",",250","4,5","11,1",",407","4,4","5,5",",797","1,7","5,8","1,7","1,2","0,2","2,7","3,3","15,2"
Sheri Sam,ORL,G-F,32,1088,32,32,"34,0","4,2","10,8",",388","1,3","3,9",",328","2,9","6,9",",423","1,7","2,5",",688","1,2","4,6","2,4","1,3","0,3","2,0","3,5","11,4"
Teresa Weatherspoon*,NYL,G,32,1086,32,32,"33,9","2,5","5,9",",421","1,0","2,6",",378","1,5","3,4",",454","1,2","1,8",",679","0,7","3,3","6,4","2,4","0,1","2,5","2,8","7,2"
Vickie Johnson,NYL,G-F,32,1082,32,32,"33,8","5,2","12,3",",419","0,8","2,2",",352","4,4","10,1",",433","2,3","2,7",",837","1,3","4,4","3,3","1,4","0,0","2,0","2,4","13,3"
Tina Thompson*,HOU,F,32,1074,32,32,"33,6","4,4","10,6",",419","1,2","3,5",",351","3,2","7,1",",452","2,1","2,7",",782","2,1","6,4","0,9","1,0","1,0","2,3","3,0","12,2"
Adrienne Goodson,UTA,F,32,1068,32,31,"33,4","5,7","13,3",",426","0,4","1,7",",245","5,3","11,7",",452","3,1","4,0",",767","2,2","4,3","2,7","0,8","0,3","3,1","2,4","14,9"
Dawn Staley*,CHA,G,32,1065,32,32,"33,3","3,9","9,4",",415","1,0","3,3",",317","2,9","6,2",",467","2,7","2,8",",934","0,4","2,3","5,5","1,2","0,1","2,8","2,2","11,5"
Chamique Holdsclaw,WAS,F,31,1061,31,30,"34,2","6,5","14,9",",437","0,2","0,9",",172","6,4","14,0",",455","3,7","4,8",",773","2,4","7,9","2,4","1,2","0,9","3,5","2,2","16,9"
Nikki McCray,WAS,G,32,1043,32,32,"32,6","6,0","14,2",",424","1,4","4,8",",301","4,6","9,4",",487","4,0","5,0",",806","1,1","2,7","2,4","1,1","0,0","3,3","2,7","17,5"
Taj McWilliams-Franklin,ORL,F-C,32,1042,32,32,"32,6","4,8","10,0",",480","0,6","1,4",",444","4,2","8,6",",485","2,9","4,4",",667","2,5","7,5","1,6","1,8","1,2","2,5","3,0","13,1"
Andrea Stinson,CHA,G,32,1041,32,32,"32,5","5,4","11,8",",460","0,7","2,1",",309","4,8","9,7",",494","2,0","2,8",",739","1,0","3,5","2,9","1,0","0,6","2,1","1,8","13,6"
Nykesha Sales,ORL,F-G,32,1039,32,32,"32,5","4,8","12,4",",385","1,1","3,4",",330","3,7","9,0",",406","3,0","3,7",",805","1,4","4,2","2,8","2,2","0,3","2,2","3,0","13,7"
Kedra Holland-Corn,SAC,G,32,1034,32,32,"32,3","3,8","10,0",",383","1,8","5,2",",341","2,1","4,8",",429","2,4","3,4",",704","0,8","2,1","1,6","1,9","0,3","2,3","3,1","11,8"
Tonya Edwards,MIN,G,32,1031,32,32,"32,2","5,2","14,4",",357","2,1","6,0",",344","3,1","8,4",",367","2,5","3,1",",806","0,5","3,5","2,6","0,8","0,4","2,1","3,3","14,8"
Debbie Black,UTA,G,32,1014,32,32,"31,7","1,9","5,1",",378","0,3","1,3",",195","1,7","3,8",",439","1,0","1,6",",620","1,0","3,5","5,0","2,4","0,2","2,1","3,6","5,1"
Vicky Bullett,CHA,F,32,1008,32,32,"31,5","4,4","9,1",",486","0,3","0,8",",370","4,1","8,3",",498","2,3","3,0",",773","1,9","6,8","1,6","1,9","1,4","1,9","2,4","11,5"
Sandy Brondello,DET,G,32,1002,32,32,"31,3","4,8","10,8",",438","1,2","2,4",",487","3,6","8,5",",424","2,6","3,1",",847","0,9","2,1","2,3","0,8","0,2","2,3","2,5","13,3"
Yolanda Griffith*,SAC,C-F,29,979,29,29,"33,8","6,9","12,8",",541","0,0","0,0",",000","6,9","12,7",",542","5,0","8,1",",617","4,9","11,3","1,6","2,5","1,9","2,3","3,1","18,8"
Katie Smith*,MIN,G,30,971,30,29,"32,4","3,8","9,7",",387","1,7","4,5",",382","2,0","5,2",",391","2,4","3,1",",766","1,4","2,9","2,0","0,6","0,3","1,8","3,5","11,7"
Ruthie Bolton,SAC,G,31,970,31,30,"31,3","4,6","12,7",",364","1,9","6,0",",321","2,7","6,6",",403","2,4","3,0",",798","1,5","4,3","2,4","1,0","0,0","1,4","2,2","13,6"
Natalie Williams,UTA,C,28,954,28,26,"34,1","6,4","12,4",",519","0,0","0,1",",000","6,4","12,3",",522","5,1","6,8",",754","3,9","9,2","0,9","1,4","0,8","2,4","3,9","18,0"
Andrea Nagy,WAS,G,32,947,32,32,"29,6","1,7","4,1",",409","0,3","1,0",",273","1,4","3,1",",455","1,4","1,8",",763","0,3","2,4","4,6","1,0","0,1","2,6","3,5","5,1"
Mwadi Mabika,LAS,G,32,938,32,28,"29,3","3,9","10,5",",372","1,3","4,6",",281","2,6","5,9",",442","1,8","2,4",",718","1,3","4,8","3,5","1,4","0,5","1,8","3,1","10,8"
Sue Wicks,NYL,F,32,938,32,30,"29,3","2,8","7,1",",403","0,1","0,5",",133","2,8","6,6",",422","1,0","1,6",",615","2,4","7,0","1,4","1,3","1,3","2,0","3,8","6,8"
Lisa Leslie*,LAS,C,32,930,32,32,"29,1","5,7","12,2",",467","0,7","1,6",",423","5,0","10,6",",473","3,6","4,9",",731","2,3","7,8","1,8","1,1","1,5","2,9","4,3","15,6"
