===== wnba_2004_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Asjha Jones,CON,F,34,699,34,1,699,96,239,",402",2,6,",333",94,233,",403",41,48,",854",51,118,39,20,18,53,82,235
Teresa Edwards*,MIN,G-F,34,697,34,34,697,74,200,",370",25,85,",294",49,115,",426",21,30,",700",29,90,79,47,8,93,37,194
Kristen Rasmussen,IND,F,33,692,33,4,692,56,135,",415",10,27,",370",46,108,",426",30,38,",789",41,113,47,21,14,35,51,152
Slobodanka Tuvic,PHO,C,33,691,33,26,691,37,99,",374",0,1,",000",37,98,",378",17,24,",708",25,123,32,25,37,41,115,91
Margo Dydek,SAS,C,34,682,34,24,682,90,208,",433",1,2,",500",89,206,",432",44,58,",759",30,168,60,20,48,64,70,225
Tiffani Johnson,HOU,C,33,660,33,11,660,59,118,",500",0,0,0,59,118,",500",24,32,",750",30,122,27,9,17,31,72,142
Nakia Sanford,WAS,C-F,31,653,31,29,653,63,126,",500",0,0,0,63,126,",500",43,75,",573",53,154,18,18,16,37,99,169
Coco Miller,WAS,G,33,637,33,8,637,72,167,",431",5,19,",263",67,148,",453",11,14,",786",35,63,43,18,3,27,60,160
Tynesha Lewis,CHA,G,34,617,34,2,617,91,210,",433",20,50,",400",71,160,",444",44,58,",759",23,57,44,27,7,44,47,246
DeLisha Milton-Jones,LAS,F,19,604,19,19,604,65,161,",404",11,37,",297",54,124,",435",45,62,",726",35,90,31,23,10,48,63,186
Kelly Schumacher,IND,C,32,601,32,7,601,92,196,",469",5,13,",385",87,183,",475",35,45,",778",36,104,25,10,31,52,67,224
Tamika Whitmore,LAS,F,34,595,34,5,595,77,173,",445",7,16,",438",70,157,",446",49,72,",681",38,106,17,12,5,34,73,210
Amanda Lassiter,MIN,F,33,563,33,12,563,47,135,",348",27,89,",303",20,46,",435",6,9,",667",15,80,37,21,22,40,74,127
Shameka Christon,NYL,G,33,560,33,4,560,67,189,",354",24,82,",293",43,107,",402",33,51,",647",19,68,23,9,9,32,71,191
Christi Thomas,LAS,F-C,31,547,31,8,547,66,143,",462",5,11,",455",61,132,",462",28,41,",683",43,120,23,18,14,27,80,165
Merlakia Jones,DET,G,33,517,33,2,517,76,205,",371",4,15,",267",72,190,",379",24,32,",750",23,69,21,19,2,26,41,180
Felicia Ragland,HOU,G,34,517,34,10,517,44,120,",367",19,49,",388",25,71,",352",11,13,",846",19,67,38,25,3,32,48,118
Janell Burse,SEA,C,29,514,29,0,514,51,119,",429",0,0,0,51,119,",429",39,67,",582",51,96,19,23,36,41,84,141
Marie Ferdinand-Harris,SAS,G,17,509,17,17,509,67,162,",414",10,27,",370",57,135,",422",55,64,",859",18,54,29,32,2,35,34,199
Rebekkah Brunson,SAC,F,34,494,34,1,494,59,140,",421",0,0,0,59,140,",421",33,46,",717",42,122,19,23,13,29,48,151
Hamchetou Maiga-Ba,SAC,F,34,480,34,0,480,62,132,",470",0,0,0,62,132,",470",16,29,",552",35,71,25,29,6,49,63,140
Bethany Donaphin,NYL,F-C,26,479,26,16,479,49,106,",462",0,0,0,49,106,",462",33,61,",541",30,71,16,11,8,21,60,131
Ruthie Bolton,SAC,G,34,469,34,4,469,57,154,",370",32,79,",405",25,75,",333",14,19,",737",17,49,31,23,0,15,45,160
Agnieszka Bibrzycka,SAS,G-F,24,465,24,9,465,55,151,",364",26,84,",310",29,67,",433",23,26,",885",5,28,40,21,7,32,38,159
Svetlana Abrosimova,MIN,F,22,462,22,11,462,49,139,",353",20,53,",377",29,86,",337",28,46,",609",17,74,45,30,2,43,42,146
Semeka Randall,SAS,G,29,462,29,8,462,53,143,",371",0,5,",000",53,138,",384",30,48,",625",26,60,20,22,4,28,41,136
Stephanie White,IND,G-F,22,450,22,12,450,27,72,",375",13,39,",333",14,33,",424",24,34,",706",8,28,52,24,5,30,30,91
Gwen Jackson,TOT,F,33,426,33,4,426,46,93,",495",1,6,",167",45,87,",517",24,32,",750",31,81,15,6,4,15,34,117
Tasha Butts,MIN,F,30,423,30,0,423,24,80,",300",10,37,",270",14,43,",326",18,25,",720",21,62,25,13,7,23,37,76
Barbara Farris,DET,F-C,26,422,26,0,422,41,80,",513",0,0,0,41,80,",513",36,54,",667",28,61,7,8,2,26,46,118
DeTrina White,NYL,F,31,420,31,2,420,37,68,",544",0,0,0,37,68,",544",8,17,",471",51,118,9,8,10,36,37,82
Toccara Williams,SAS,G,26,417,26,4,417,16,46,",348",1,2,",500",15,44,",341",22,29,",759",7,39,43,35,5,31,36,55
Laura Macchi,LAS,F,25,410,25,15,410,52,106,",491",7,26,",269",45,80,",563",41,55,",745",23,61,14,21,6,29,56,152
Kayte Christensen,PHO,F,32,407,32,1,407,19,49,",388",0,0,0,19,49,",388",12,19,",632",27,69,23,21,7,26,89,50
Tamicha Jackson,WAS,G,25,405,25,12,405,57,135,",422",10,25,",400",47,110,",427",11,16,",688",7,37,45,20,1,28,21,135
Aiysha Smith,WAS,F,29,403,29,3,403,42,103,",408",9,16,",563",33,87,",379",22,34,",647",26,69,15,17,12,21,38,115
Adia Barnes,SEA,F,34,402,34,2,402,21,69,",304",3,6,",500",18,63,",286",22,31,",710",33,63,31,23,2,24,38,67
Coretta Brown,IND,G,26,398,26,0,398,37,108,",343",20,56,",357",17,52,",327",10,16,",625",10,34,41,7,1,31,31,104
Olympia Scott,CHA,C,34,398,34,0,398,27,67,",403",0,1,",000",27,66,",409",19,32,",594",28,65,10,9,13,36,78,73
Chandi Jones,DET,G,31,397,31,8,397,37,103,",359",8,32,",250",29,71,",408",25,31,",806",8,34,45,18,5,40,41,107
Amber Jacobs,MIN,G,32,391,32,0,391,31,100,",310",19,60,",317",12,40,",300",20,22,",909",3,36,47,13,0,45,36,101
Stacey Lovelace,MIN,C,34,388,34,0,388,49,122,",402",3,17,",176",46,105,",438",20,24,",833",25,66,20,18,9,45,47,121
Tamara Moore,PHO,G,32,387,32,0,387,27,61,",443",3,10,",300",24,51,",471",25,29,",862",7,28,53,26,9,34,46,82
Nicole Powell,CHA,F,31,384,31,0,384,50,121,",413",24,58,",414",26,63,",413",8,10,",800",10,71,16,15,4,22,37,132
Kiesha Brown,WAS,G,26,371,26,0,371,35,88,",398",13,28,",464",22,60,",367",21,24,",875",9,50,42,13,2,33,21,104
Jessie Hicks,SAS,C-F,27,371,27,10,371,52,111,",468",0,0,0,52,111,",468",23,38,",605",23,57,18,17,13,34,57,127
Nikki McCray,PHO,G,27,371,27,9,371,30,67,",448",5,11,",455",25,56,",446",4,7,",571",10,29,13,7,0,18,35,69
Tully Bevilaqua,SEA,G,34,358,34,0,358,24,60,",400",11,26,",423",13,34,",382",20,29,",690",6,26,29,38,2,26,48,79
Vanessa Hayden,MIN,C,29,350,29,1,350,66,159,",415",0,0,0,66,159,",415",21,38,",553",23,84,7,7,29,34,65,153
Debbie Black,CON,G,31,347,31,4,347,26,56,",464",0,1,",000",26,55,",473",3,4,",750",13,36,47,19,0,15,35,55
La'Keshia Frett,TOT,F,26,347,26,2,347,47,98,",480",0,0,0,47,98,",480",23,37,",622",17,50,18,10,7,24,29,117
Kelly Mazzante,CHA,G,34,339,34,0,339,31,92,",337",13,52,",250",18,40,",450",4,6,",667",9,33,9,7,2,20,22,79
Ebony Hoffman,IND,F,30,334,30,13,334,26,83,",313",5,17,",294",21,66,",318",3,4,",750",34,87,21,15,5,27,51,60
Edna Campbell,SAC,G,22,332,22,22,332,29,76,",382",16,39,",410",13,37,",351",0,2,",000",3,19,16,5,2,15,24,74
Jessica Brungo,CON,F,33,314,33,0,314,18,59,",305",10,38,",263",8,21,",381",4,5,",800",10,37,27,4,4,12,21,50
Tari Phillips,NYL,F-C,13,311,13,13,311,33,95,",347",0,0,0,33,95,",347",21,46,",457",28,70,16,14,10,33,41,87
Adrian Williams-Strong,TOT,C-F,23,294,23,8,294,42,105,",400",0,0,0,42,105,",400",13,21,",619",16,49,13,19,6,27,35,97
Teresa Weatherspoon*,LAS,G,34,292,34,0,292,8,25,",320",1,3,",333",7,22,",318",0,0,0,6,29,32,12,1,26,27,17
Iciss Tillis,DET,F-C,31,287,31,1,287,35,74,",473",6,18,",333",29,56,",518",7,12,",583",13,39,13,9,8,23,23,83
Ann Wauters,NYL,C,13,271,13,4,271,29,66,",439",1,3,",333",28,63,",444",23,29,",793",10,40,21,4,8,21,28,82
Mandisa Stevenson,SAS,F-C,29,259,29,0,259,15,45,",333",1,1,"1,000",14,44,",318",7,8,",875",11,35,5,6,4,11,32,38
Simone Edwards,SEA,C,23,257,23,3,257,20,55,",364",0,0,0,20,55,",364",8,19,",421",25,56,5,8,3,13,25,48
Doneeka Lewis,LAS,G,24,245,24,3,245,16,52,",308",4,17,",235",12,35,",343",7,10,",700",3,22,16,10,2,17,9,43
Shereka Wright,PHO,F,24,243,24,0,243,13,42,",310",6,13,",462",7,29,",241",25,32,",781",17,27,8,3,1,15,19,57
K.B. Sharp,NYL,G,30,240,30,0,240,9,37,",243",0,12,",000",9,25,",360",11,12,",917",5,21,33,6,1,20,7,29
Lady Grooms,SAC,F,28,235,28,0,235,19,66,",288",0,0,0,19,66,",288",11,12,",917",10,18,11,7,2,2,14,49
Chantelle Anderson,SAC,C,30,231,30,0,231,25,64,",391",0,0,0,25,64,",391",27,37,",730",14,34,5,3,6,25,46,77
Tai Dillard,SAS,G,23,205,23,0,205,16,54,",296",5,18,",278",11,36,",306",0,1,",000",2,14,19,4,1,14,18,37
Alicia Thompson,SEA,F,23,182,23,2,182,24,54,",444",3,16,",188",21,38,",553",1,2,",500",8,24,9,6,0,7,9,52
Niele Ivey,IND,G,15,179,15,1,179,11,37,",297",8,24,",333",3,13,",231",4,6,",667",2,10,18,4,3,6,20,34
Le'coe Willingham,CON,F,23,175,23,0,175,24,38,",632",0,1,",000",24,37,",649",20,26,",769",22,43,7,8,2,12,16,68
Pollyanna Johns Kimbrough,HOU,C,19,157,19,0,157,3,17,",176",0,0,0,3,17,",176",16,21,",762",16,29,1,4,3,8,21,22
Erin Thorn,NYL,G,17,156,17,1,156,12,45,",267",9,31,",290",3,14,",214",1,2,",500",0,8,8,4,1,9,5,34
Octavia Blue,HOU,F,13,155,13,3,155,16,42,",381",0,4,",000",16,38,",421",12,13,",923",12,21,5,1,0,7,10,44
Ayana Walker,DET,F,18,148,18,1,148,8,28,",286",0,0,0,8,28,",286",2,6,",333",10,26,6,1,4,5,13,18
Candace Futrell,CON,G,20,144,20,0,144,11,38,",289",7,17,",412",4,21,",190",13,16,",813",7,19,10,5,1,7,20,42
Jae Kingi-Cross,TOT,G,18,143,18,0,143,6,18,",333",3,7,",429",3,11,",273",8,11,",727",5,14,13,5,2,9,11,23
Jennifer Derevjanik,CON,G,23,140,23,0,140,7,26,",269",3,12,",250",4,14,",286",2,2,"1,000",1,9,14,8,0,10,20,19
Lucienne Berthieu,HOU,F-C,16,134,16,0,134,12,34,",353",0,0,0,12,34,",353",13,18,",722",12,27,4,6,2,9,28,37
Ashley Robinson,PHO,C,19,130,19,0,130,7,14,",500",0,1,",000",7,13,",538",3,7,",429",4,13,2,8,10,4,22,17
Kate Starbird,IND,F-G,12,117,12,0,117,6,23,",261",3,10,",300",3,13,",231",5,6,",833",6,9,11,6,0,9,7,20
Raffaella Masciadri,LAS,F,17,116,17,0,116,10,25,",400",4,11,",364",6,14,",429",4,10,",400",1,5,8,1,0,5,23,28
Kaayla Chones,WAS,C,13,115,13,1,115,11,27,",407",0,0,0,11,27,",407",6,11,",545",8,17,4,1,4,11,13,28
Teana Miller,CHA,C,9,77,9,0,77,14,27,",519",0,0,0,14,27,",519",7,14,",500",9,18,0,2,6,5,21,35
Nevriye Yilmaz,SAS,C,7,77,7,0,77,6,24,",250",1,7,",143",5,17,",294",6,6,"1,000",3,10,2,3,1,4,15,19
Astou Ndiaye-Diatta,IND,F,10,74,10,0,74,5,19,",263",0,0,0,5,19,",263",2,4,",500",2,11,4,1,3,8,7,12
Michelle Greco,SEA,G,13,73,13,0,73,10,18,",556",0,2,",000",10,16,",625",9,13,",692",3,10,8,3,0,8,6,29
Michele Van Gorp,MIN,C,8,66,8,0,66,9,19,",474",0,1,",000",9,18,",500",4,8,",500",6,13,1,0,1,7,8,22
Mery Andrade,CHA,F,12,65,12,0,65,3,7,",429",0,1,",000",3,6,",500",3,3,"1,000",1,4,7,0,1,3,12,9
Isabel Sanchez,DET,G,10,62,10,0,62,6,14,",429",2,5,",400",4,9,",444",8,11,",727",3,5,3,2,0,11,6,22
Giuliana Mendiola,SAC,G,6,39,6,0,39,4,8,",500",2,5,",400",2,3,",667",0,0,0,2,5,3,0,0,3,2,10
LaTonya Johnson,HOU,F,6,36,6,0,36,2,7,",286",2,6,",333",0,1,",000",0,2,",000",0,1,1,2,0,2,3,6
Stacy Stephens,DET,C,7,36,7,1,36,2,6,",333",0,0,0,2,6,",333",0,2,",000",2,9,3,0,0,2,7,4
Lindsay Taylor,PHO,C,5,26,5,0,26,1,5,",200",1,3,",333",0,2,",000",0,0,0,0,3,2,1,1,1,7,3
Shaunzinski Gortman,WAS,G,4,24,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,0,0
Gordana Grubin,HOU,G,5,24,5,0,24,0,3,",000",0,0,0,0,3,",000",2,2,"1,000",0,1,0,0,0,3,2,2
Trina Frierson,SEA,F,5,22,5,0,22,2,9,",222",0,1,",000",2,8,",250",3,3,"1,000",3,5,0,0,0,1,7,7
Mfon Udoka,LAS,F,3,19,3,0,19,0,2,",000",0,0,0,0,2,",000",1,4,",250",2,3,0,0,0,1,5,1
Jia Perkins,CHA,G,4,17,4,0,17,0,5,",000",0,0,0,0,5,",000",3,4,",750",1,3,1,3,0,1,2,3
Monique Coker,LAS,F-C,3,14,3,0,14,1,1,"1,000",1,1,"1,000",0,0,0,0,0,0,1,1,3,0,1,3,2,3
Tera Bjorklund,CHA,C,4,13,4,0,13,1,3,",333",0,0,0,1,3,",333",0,0,0,0,0,0,0,0,1,1,2
Amisha Carter,DET,F,2,13,2,0,13,0,0,0,0,0,0,0,0,0,1,2,",500",0,4,0,2,0,3,5,1
Gwen Slaughter,MIN,F,3,7,3,0,7,0,1,",000",0,0,0,0,1,",000",2,2,"1,000",0,1,0,0,1,0,0,2
Jocelyn Penn,SAS,F,1,3,1,0,3,2,2,"1,000",0,0,0,2,2,"1,000",0,0,0,0,1,0,0,0,0,0,4
Stacey Thomas,DET,F,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2004_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Anna DeForge,PHO,G,34,1152,34,34,"33,9","4,9","11,6",",417","2,1","5,3",",387","2,8","6,3",",442","2,6","3,0",",863","0,7","3,6","3,1","1,5","0,2","2,0","1,5","14,4"
Lisa Leslie*,LAS,C,34,1150,34,34,"33,8","6,6","13,3",",494","0,2","0,6",",273","6,4","12,6",",506","4,3","6,0",",712","1,8","9,9","2,6","1,5","2,9","3,2","3,8","17,6"
Tamika Catchings*,IND,F,34,1149,34,33,"33,8","5,3","13,8",",385","1,6","4,9",",335","3,6","8,9",",412","4,5","5,2",",854","2,3","7,3","3,4","2,0","1,1","2,3","2,6","16,7"
Dawn Staley*,CHA,G,34,1143,34,34,"33,6","3,1","7,2",",431","0,7","1,7",",407","2,4","5,5",",439","1,9","2,6",",759","0,4","1,7","5,0","1,3","0,1","2,2","2,4","8,9"
Deanna Nolan,DET,G-F,34,1138,34,34,"33,5","4,9","12,8",",382","1,0","3,4",",289","3,9","9,4",",414","2,9","3,6",",798","0,9","3,9","3,3","1,9","0,4","2,6","2,2","13,6"
Sue Bird*,SEA,G,34,1136,34,34,"33,4","4,4","9,6",",463","1,9","4,3",",438","2,6","5,3",",483","2,1","2,5",",859","0,6","3,1","5,4","1,5","0,1","2,6","1,4","12,9"
Taj McWilliams-Franklin,CON,F-C,34,1133,34,34,"33,3","4,9","10,4",",477","0,0","0,4",",000","4,9","10,0",",494","2,3","3,8",",602","2,4","7,2","1,9","1,4","1,3","2,1","2,8","12,1"
Becky Hammon*,NYL,G,34,1130,34,34,"33,2","4,5","10,4",",432","1,7","5,0",",335","2,8","5,4",",522","2,9","3,4",",836","0,5","3,5","4,4","1,7","0,1","3,5","2,1","13,5"
Diana Taurasi,PHO,G,34,1130,34,34,"33,2","6,1","14,8",",416","1,8","5,5",",330","4,3","9,3",",467","2,9","3,8",",760","0,8","4,4","3,9","1,3","0,7","2,6","3,4","17,0"
Katie Douglas,CON,G-F,34,1120,34,34,"32,9","3,7","9,4",",389","1,6","4,5",",346","2,1","4,9",",429","1,8","2,3",",792","1,0","3,9","2,6","1,5","0,4","1,5","2,1","10,7"
Vickie Johnson,NYL,G-F,34,1119,34,34,"32,9","3,6","8,6",",413","0,5","1,8",",283","3,1","6,9",",446","1,8","2,1",",886","1,1","3,6","3,6","0,7","0,1","2,1","2,2","9,4"
Swin Cash*,DET,F,32,1105,32,32,"34,5","5,6","12,0",",469","0,3","0,7",",348","5,4","11,3",",476","4,9","6,8",",721","2,4","6,5","4,2","1,4","0,9","2,5","2,6","16,4"
Nikki Teasley,LAS,G,34,1105,34,34,"32,5","3,2","8,2",",388","2,0","4,9",",412","1,2","3,3",",354","1,5","2,0",",765","0,9","3,4","6,1","1,2","0,2","3,0","2,6","9,9"
Kelly Miller,IND,G,34,1096,34,34,"32,2","3,7","9,6",",387","1,4","3,3",",411","2,4","6,3",",374","1,5","1,7",",877","0,8","3,2","3,1","1,1","0,1","2,2","2,4","10,2"
Nykesha Sales,CON,F-G,34,1096,34,34,"32,2","6,2","14,3",",432","1,2","3,8",",318","5,0","10,5",",473","1,6","2,3",",727","1,0","4,0","2,9","2,2","0,2","2,2","2,9","15,2"
Penny Taylor,PHO,F,33,1076,33,33,"32,6","4,5","9,4",",484","1,2","2,9",",427","3,3","6,5",",509","2,8","3,3",",861","1,5","4,8","2,5","1,6","0,4","2,5","3,3","13,2"
Lauren Jackson*,SEA,F-C,31,1070,31,31,"34,5","7,1","14,8",",478","1,7","3,7",",452","5,4","11,1",",487","4,6","5,6",",811","2,1","6,7","1,6","1,0","2,0","2,2","3,0","20,5"
Sheryl Swoopes*,HOU,F-G,31,1070,31,31,"34,5","5,8","13,8",",422","0,6","2,1",",308","5,2","11,7",",442","2,5","2,9",",856","1,2","4,9","2,9","1,5","0,5","1,9","1,8","14,8"
Adrienne Goodson,SAS,F,34,1068,34,34,"31,4","4,2","9,3",",448","0,1","0,5",",250","4,1","8,9",",458","2,5","3,0",",824","2,6","6,9","1,8","0,8","0,1","2,0","2,3","10,9"
Allison Feaster,CHA,F,33,1052,33,32,"31,9","4,0","10,1",",398","1,4","4,3",",315","2,6","5,7",",460","2,4","2,8",",868","0,7","2,5","1,8","0,8","0,2","2,1","1,8","11,8"
Elena Baranova,NYL,F,34,1048,34,33,"30,8","4,3","9,3",",463","1,6","3,4",",461","2,7","5,9",",465","1,4","1,6",",925","1,0","7,2","2,0","1,1","1,7","2,4","2,6","11,6"
